Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
なあ,なあ,"1. hey, say, look",Unlabeled,11,もったいねえ<b>なあ</b>,What a waste,"S01E01, S01E02, S01E03, S01E06, S01E12"
メス,メス,"1. scalpel, surgical knife",Unlabeled,11,“この<b>メス</b>ブタが,“This female pig,"S01E02, S01E07, S01E11"
やつ,やつ,"1. fellow, guy, chap<br>2. thing, object<br>3. he, she, him, her",Unlabeled,11,でも 面白い<b>やつ</b>もあってさ,But there are some interesting ones too.,"S01E02, S01E04, S01E05, S01E07, S01E08, S01E11, S01E12"
相手,あいて,"1. companion, partner, company<br>2. other party, addressee<br>3. opponent (sports, etc.)",N3,11,一緒に行く<b>相手</b>がいないまま―,Without anyone to go with...,"S01E03, S01E05, S01E06, S01E07, S01E08"
ブス,ぶす,1. extremely ugly woman,Unlabeled,10,少なくとも <b>ブス</b>ではないよな？,"At least it's not ugly, right?","S01E01, S01E04, S01E06"
先生,せんせい,"1. teacher, instructor, master<br>2. sensei, title or form of address for a teacher, master, doctor, lawyer, etc.<br>3. intimate or teasing form of address<br>4. one's elder",N5,10,私 保健の<b>先生</b> 呼んできます！,I'll call the health teacher!,"S01E01, S01E02, S01E03, S01E07, S01E10, S01E11, S01E12"
つける,つける,"1. to install (a king, emperor, etc.)<br>2. to appoint (to a post), to promote<br>3. to assign (to study under)",N5,10,気を<b>つけ</b>ていたのに,I was careful,"S01E01, S01E03, S01E05, S01E08, S01E10, S01E12"
久しぶり,ひさしぶり,"1. a long time (since the last time), first in a long time",N4,10,クイーンが<b>久しぶり</b>に来た,Queen came after a long time,"S01E01, S01E02, S01E08"
年,とし,"1. year<br>2. age, years<br>3. past one's prime, old age",N5,10,さすが２<b>年</b>のときから―,As expected from my second year...,"S01E01, S01E02, S01E10, S01E12"
何だ,なんだ,"1. what!, oh<br>2. what the heck, what the, damn",Unlabeled,10,しかも <b>何だ</b>？,And what?,"S01E01, S01E02, S01E03, S01E04, S01E09, S01E12"
こう,こう,"1. in this way, thus, such<br>2. uh...",N4,10,もっと <b>こう</b>,More like this,"S01E01, S01E03, S01E06, S01E07, S01E08, S01E11, S01E12"
所,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",N5,10,こんな<b>所</b>でも１人なんて,I'm alone in a place like this,"S01E01, S01E04, S01E06, S01E08, S01E09, S01E12"
フフッ,フッ,"1. hah (derisively), pooh<br>2. pfft (of something disappearing), poof<br>3. huff, puff",Unlabeled,10,<b>フフッ</b> ありがとうございます,Hehe thank you,"S01E02, S01E06, S01E07, S01E10, S01E11, S01E12"
仕事,しごと,"1. work, job, labor, labour, business, task, assignment, occupation, employment<br>2. work",N5,10,こんなこと ニートがする<b>仕事</b>だよ,This is a job that NEETs do.,"S01E02, S01E03, S01E05, S01E09, S01E11"
履く,はく,"1. to put on (lower-body clothing, e.g. pants, skirt, footwear), to wear<br>2. to affix (a sword to one's hip)<br>3. to affix (a bowstring to a bow)",N3,10,ゆうちゃんが私に<b>履か</b>せたいと,Yu-chan wants me to wear it,"S01E02, S01E04"
変,へん,"1. strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy<br>2. unexpected<br>3. change<br>4. incident, disturbance, disaster, accident<br>5. flat",N4,10,私もキャバクラで働けば<b>変</b>われる？,Will I be able to change if I work at a cabaret club?,"S01E02, S01E04, S01E05, S01E08, S01E09, S01E10, S01E11, S01E12"
戻る,もどる,"1. to turn back (e.g. half-way)<br>2. to return, to go back<br>3. to recover (e.g. something lost), to be returned<br>4. to rebound, to spring back",N4,10,でも <b>戻ら</b>ないと ほんとに―,But I really have to go back...,"S01E02, S01E03, S01E05, S01E07, S01E08, S01E09, S01E11, S01E12"
はっ,はっ,"1. oh<br>2. yes<br>3. huh?, hm?, what's that?",Unlabeled,10,<b>はっ</b> 君もかい？,"Ha, you too?","S01E02, S01E07"
中学生,ちゅうがくせい,"1. junior high school student, middle school pupil",Unlabeled,10,<b>中学生</b>のころみたいに遊ぼ！,Let's play like we did in middle school!,"S01E02, S01E03, S01E06, S01E08, S01E12"
ただ,ただ,"1. ordinary, common, usual<br>2. free of charge<br>3. unaffected, as is, safe<br>4. only, merely, just, simply<br>5. but, however, nevertheless",N3,10,だって <b>ただ</b>でさえ,Because even for free,"S01E03, S01E04, S01E06, S01E09, S01E10"
クソ,くそ,"1. damn, damn it, shit, crap<br>2. feces, excrement, dung<br>3. damn, damned, blasted, stupid<br>4. very, extremely, really<br>5. terrible, awful, shit, crap<br>6. a lot<br>7. negligible, insignificant, not mattering at all, counting for nothing, hardly worth consideration, out of the question",Unlabeled,10,何で この<b>クソ</b>暑いのに,Why is this fucking hot?,"S01E03, S01E06, S01E08, S01E09, S01E11"
置く,おく,"1. to put, to place<br>2. to leave (behind)<br>3. to establish (an organization, a facility, a position, etc.), to set up<br>4. to appoint (someone to a certain position), to hire, to employ<br>5. to place (one's trust, one's faith, etc.), to bear (in mind, etc.)<br>6. to put down a tool (e.g. a pen) hence stopping what one is doing with that tool<br>7. to take in (boarders, etc.), to provide lodging in one's house<br>8. to separate spatially or temporally<br>9. to do something in advance<br>10. to leave something in a certain state, to keep something in a certain state",N5,10,何であんなとこに <b>置い</b>てあんだよ,Why did you leave it there?,"S01E03, S01E07, S01E08, S01E09, S01E10, S01E12"
すぐ,すぐ,"1. immediately, at once, right away, directly<br>2. soon, before long, shortly<br>3. easily, readily, without difficulty<br>4. right (near), nearby, just (handy)<br>5. honest, upright, frank, straightforward",Unlabeled,10,<b>すぐ</b>には かかんねえぞ,It won't happen right away.,"S01E03, S01E04, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12"
あなた,あなた,"1. you<br>2. dear, honey",N5,10,<b>あなた</b>が代わりにやりなさい！,You do it for me!,"S01E03, S01E06, S01E07, S01E09"
電車,でんしゃ,"1. train, electric train",N5,10,満員<b>電車</b>で何もされない私は,I'm on a crowded train and nothing is done to me,"S01E04, S01E08, S01E12"
無口,むくち,"1. taciturn, reticent, quiet, silent, untalkative",N1,10,１人きりだと<b>無口</b>なのが当たり前で,It's normal to be quiet when you're alone.,"S01E05, S01E12"
愛す,あいす,1. to love,Unlabeled,10,<b>愛し</b>てるよ メスブタが,"I love you, female pig.","S01E06, S01E07"
モテ,モーテル,1. motel<br>2. drive-in love hotel<br>3. Motel,Unlabeled,9,男に<b>モテ</b>ないブスのことか,Are you talking about ugly people who are not popular with men?,"S01E01, S01E05, S01E08, S01E09, S01E12"
声,こえ,"1. voice<br>2. singing (of a bird), chirping (of an insect), hoot<br>3. voice, opinion (as expressed in words), view, wish, attitude, will<br>4. sound<br>5. sense (of something's arrival), feeling<br>6. voice, voiced sound",N5,9,男子に６回も<b>声</b>をかけられてる,I've been called out to by a boy 6 times.,"S01E01, S01E06, S01E07, S01E08, S01E12"
かける,かける,"1. to hang up (e.g. a coat, a picture on the wall), to let hang, to suspend (from), to hoist (e.g. sail), to raise (e.g. flag)<br>2. to put on (e.g. a blanket), to put on top of, to cover, to lay, to spread<br>3. to put on (glasses, etc.), to wear (a necklace, etc.)<br>4. to make (a call)<br>5. to spend (time, money), to expend, to use<br>6. to pour (liquid) onto, to sprinkle (powder or spices) onto, to splash, to throw (e.g. water) onto<br>7. to turn on (engine, radio, etc.), to set (dial, alarm clock, etc.), to put on (DVD, song, etc.), to use (device, implement, etc.)<br>8. to cause (somebody inconvenience, trouble, etc.), to burden (someone), to impose<br>9. to multiply (arithmetic operation)<br>10. to secure (e.g. lock)<br>11. to take a seat, to sit, to rest (something on something else), to support (something on something else)<br>12. to bind<br>13. to wager, to bet, to risk, to stake, to gamble<br>14. to put an effect (spell, anaesthetic, etc.) on<br>15. to hold (a play, festival, etc.)<br>16. to hold an emotion for (pity, hope, etc.)<br>17. to argue (in court), to deliberate (in a meeting), to present (e.g. idea to a conference, etc.)<br>18. to increase further<br>19. to catch (in a trap, etc.)<br>20. to set atop<br>21. to erect (a makeshift building)<br>22. to apply (insurance)<br>23. to pun (on a word), to use (a word) as a pivot word, to play on words<br>24. to be partway doing ..., to begin (but not complete) ..., to be about to ...<br>25. to address (someone), to direct (something, to someone), to do (something, to someone)",N5,9,男子に６回も声を<b>かけ</b>られてる,I've been called out to by a boy 6 times.,"S01E01, S01E08, S01E09, S01E10, S01E12"
カラオケ,からオケ,1. karaoke,Unlabeled,9,<b>カラオケ</b>は野郎だけで行くか,Do only guys go to karaoke?,"S01E01, S01E02, S01E06"
どうせ,どうせ,"1. anyhow, in any case, at any rate, after all, at all, no matter what<br>2. at best, at most",N2,9,<b>どうせ</b> どうでもいい,I don't care anyway,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E09"
テスト,テスト,"1. examination, quiz, test<br>2. test, tryout, trial<br>3. rehearsal (in filming)",N5,9,小<b>テスト</b>中に居眠りするという,Falling asleep during a quiz,"S01E01, S01E03, S01E04"
話しかける,はなしかける,"1. to address (someone), to accost a person, to talk (to someone)<br>2. to begin to talk, to start a conversation",Unlabeled,9,学校で<b>話しかけ</b>られるのが,Being talked to at school,"S01E01, S01E02, S01E03, S01E06, S01E12"
怖い,こわい,"1. scary, frightening, eerie, dreadful",N4,9,自分が<b>怖い</b>,I'm scared of myself,"S01E01, S01E03, S01E07, S01E11"
もっと,もっと,"1. (some) more, even more, longer, further",N5,9,<b>もっと</b>胸元見せる感じで,I feel like I can show more of my chest,"S01E01, S01E05, S01E06, S01E08, S01E12"
トーク,トーク,"1. talk (esp. by a talk-show host, or by a stage musician to the audience between songs), banter, chat<br>2. talk show<br>3. toque",Unlabeled,9,では どうやって今の<b>トーク</b>力を？,So how do you get your current talking power?,"S01E01, S01E05, S01E07, S01E11, S01E12"
姉,あね,"1. older sister, elder sister",N5,9,やっぱ <b>姉</b>でも,"After all, even my sister","S01E01, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09"
顔,かお,"1. face, visage<br>2. look, expression, countenance<br>3. honor, honour, face<br>4. influence, notoriety",Unlabeled,9,まずは 小<b>顔</b>に見えちゃう,At first it looks small,"S01E01, S01E02, S01E03, S01E05, S01E07"
知る,しる,"1. to be aware of, to know, to be conscious of, to cognize, to cognise<br>2. to notice, to feel<br>3. to understand, to comprehend, to grasp<br>4. to remember, to be acquainted with (a procedure)<br>5. to experience, to go through, to learn<br>6. to be acquainted with (a person), to get to know<br>7. to concern",N5,9,<b>知ら</b>ない男子が,A boy I don't know,"S01E01, S01E05, S01E06, S01E08, S01E11"
さっき,さっき,"1. a short while ago, a moment ago, just now, some time ago",N4,9,もう一度 <b>さっき</b>みたいに,Once again like before,"S01E01, S01E03, S01E04, S01E09, S01E11"
僕,しもべ,"1. servant, manservant, menial",N4,9,<b>僕</b>の世界には君だけいればいい,I only need you in my world,"S01E02, S01E07, S01E08, S01E09"
暇,ひま,"1. spare time, free time, leisure<br>2. time (e.g. time it takes to do something)<br>3. time off, day off, vacation, holiday, leave<br>4. quitting (one's job), firing someone, divorcing (one's spouse)<br>5. (being) inactive, (of one's business) slow<br>6. leaving, departing",N5,9,あそこの<b>暇</b>そうな男子に,To that bored boy over there,"S01E02, S01E03, S01E09, S01E11"
ごはん,ごはん,1. cooked rice<br>2. meal,Unlabeled,9,智子！ <b>ごはん</b>！,Tomoko! Dinner!,"S01E02, S01E07, S01E10, S01E12"
先,さっき,"1. a short while ago, a moment ago, just now, some time ago",N5,9,ああ 取引<b>先</b>の人にもらってね,"Oh, get it from your business partner.","S01E02, S01E04, S01E09, S01E12"
残る,のこる,"1. to remain, to be left",N4,9,跡が<b>残っ</b>たら どうするの！,What should I do if there are marks left?,"S01E02, S01E03, S01E06, S01E07, S01E08, S01E10, S01E12"
あら,あら,"1. oh, ah",N1,9,<b>あら</b> 大丈夫？ 病院は？,"Oh, are you okay? What about the hospital?","S01E02, S01E03, S01E04, S01E06, S01E07, S01E08"
フッ,フッ,"1. hah (derisively), pooh<br>2. pfft (of something disappearing), poof<br>3. huff, puff",Unlabeled,9,<b>フッ</b> さすがイケメン,"Huh, as expected of a handsome man","S01E02, S01E07, S01E08, S01E11, S01E12"
強い,つよい,"1. strong, potent, competent, domineering, tough<br>2. strong, brawny, powerful, healthy, rugged<br>3. good (at), skilled, knowledgeable<br>4. being able to handle, know how to deal (with), durable (against), resistant (to), resilient<br>5. firm, rigid, solid<br>6. intense, strong, fierce, high<br>7. dependable, trustworthy",N5,9,刺激が<b>強</b>すぎるかもしれない,May be too stimulating,"S01E02, S01E03, S01E08, S01E12"
しれる,しれる,"1. to become known, to come to light, to be discovered<br>2. to be known, to be understood<br>3. to obviously not amount to much, to seem trivial<br>4. to be evident, to be obvious, to go without saying<br>5. to be very intense (worry, hope, etc.), to be extremely severe",Unlabeled,9,刺激が強すぎるかも<b>しれ</b>ない,May be too stimulating,"S01E02, S01E03, S01E04, S01E05, S01E08, S01E09, S01E11"
いきなり,いきなり,"1. abruptly, suddenly, all of a sudden, without warning",N2,9,とはいえ <b>いきなり</b>接客は,"However, the sudden customer service","S01E02, S01E03, S01E04, S01E05, S01E09, S01E11, S01E12"
絶対,ぜったい,"1. definitely, absolutely, unconditionally<br>2. absolute, unconditional, unmistakable<br>3. absoluteness",N3,9,<b>絶対</b>に頭 上げないでください,Never raise your head,"S01E02, S01E04, S01E06, S01E07, S01E08, S01E09"
昨日,きのう,1. yesterday,N5,9,<b>昨日</b> 私が 家でアイス食って―,Yesterday I ate ice cream at home...,"S01E02, S01E04, S01E07, S01E08, S01E09, S01E12"
他,ほか,"1. other (place, thing, person), the rest<br>2. outside, beyond<br>3. nothing except, nothing but, nothing apart from, nothing aside from, no choice (but to)<br>4. besides..., in addition to...",N3,9,<b>他</b>に やることねえのか？,Don't you have anything else to do?,"S01E02, S01E03, S01E04, S01E08, S01E12"
本当に,ほんとうに,"1. really, truly",Unlabeled,9,今日は<b>本当に</b>ありがとう,Thank you so much for today,"S01E02, S01E04, S01E06, S01E09"
世界,せかい,"1. the world, society, the universe<br>2. sphere, circle, world<br>3. world-renowned, world-famous<br>4. realm governed by one Buddha, space",N4,9,といっても この<b>世界</b>に入るまで,"However, until I entered this world","S01E02, S01E05, S01E07, S01E12"
分,ふん,"1. minute (unit of time)<br>2. fun (one tenth of a monme, 5.787 grains)",N3,9,はい あと10<b>分</b>な～,"Yes, 10 minutes left.","S01E03, S01E04, S01E06, S01E07, S01E08, S01E11"
一体,いったい,"1. (what) the heck, (why) in the world, (who) on earth<br>2. one object, one body, unity<br>3. one form, one style<br>4. one Buddhist image (or carving, etc.)<br>5. generally, in general",N3,9,では <b>一体</b>,So what?,"S01E03, S01E04, S01E05, S01E06, S01E07"
風邪,かぜ,"1. (common) cold, influenza, flu, ague, inflammatory respiratory system illness (in general)",N5,9,人に<b>風邪</b>もうつせなかったクズが！,The scum that couldn't give anyone a cold!,"S01E03, S01E09"
ブタ,ぶた,"1. pig (Sus scrofa domesticus)<br>2. pork<br>3. fatso, fatty",Unlabeled,9,<b>ブタ</b>が 俺に逆らう気か？,Is the pig going against me?,S01E07
ももこ,ももこ,1. Momoko,Unlabeled,9,そうです 私が<b>ももこ</b>です,"That's right, I'm Momoko.",S01E08
中学,ちゅうがく,"1. junior high school, middle school, lower secondary school",N3,8,でも <b>中学</b>のときは,But when I was in junior high school,"S01E01, S01E02, S01E04, S01E10, S01E11"
おかしい,おかしい,"1. funny, amusing, comical, laughable, ridiculous<br>2. strange, odd, funny, peculiar, weird, unusual, eccentric<br>3. improper, unsuitable, unbecoming<br>4. suspicious",N4,8,今日のもこっち 何だか<b>おかしい</b>,Today's Mokochi is somehow strange.,"S01E01, S01E03, S01E04, S01E05, S01E12"
くらい,くらい,About / Approximately,Unlabeled,8,あとどれ<b>くらい</b>で,How much time left,"S01E01, S01E03, S01E06, S01E07, S01E08"
さようなら,さようなら,"1. farewell, adieu, goodbye, so long",N2,8,はい <b>さようなら</b>,Yes goodbye,"S01E01, S01E06, S01E10, S01E12"
きっと,きっと,"1. surely, undoubtedly, almost certainly, most likely (e.g. 90 percent)<br>2. sternly, severely<br>3. having no slack, rigid, stiff, tight<br>4. suddenly, abruptly, instantly",N4,8,そこで結果を残せば <b>きっと</b>…,"If I can get results there, I'm sure...","S01E01, S01E02, S01E04"
感,かん,"1. feeling, sensation, emotion, admiration, impression<br>2. interjection",Unlabeled,8,会話<b>感</b>を取り戻すことに専念だ,I am concentrating on regaining my sense of conversation.,"S01E01, S01E04, S01E10, S01E11, S01E12"
むしろ,むしろ,"1. rather, better, instead, if anything",Unlabeled,8,<b>むしろ</b> さみしい！,Rather lonely!,"S01E01, S01E04, S01E05, S01E08, S01E09, S01E10, S01E11"
高い,たかい,"1. high, tall<br>2. expensive, high-priced<br>3. high (level), above average (in degree, quality, etc.)<br>4. loud<br>5. high-pitched, shrill",N5,8,熱が<b>高い</b>から今日はお休みね,"I have a high fever, so I will take a day off today.","S01E01, S01E03, S01E04, S01E05, S01E09"
いっそ,いっそ,"1. rather, sooner, preferably",N1,8,何なら <b>いっそ</b>のこと,What's better?,"S01E01, S01E03, S01E04, S01E07, S01E10"
違う,ちがう,"1. to differ (from), to vary<br>2. to not be in the usual condition<br>3. to not match the correct (answer, etc.)<br>4. to be different from promised<br>5. isn't it?, wasn't it?",N5,8,<b>違う</b> これはアヒル口じゃない！,"No, this is not a duck mouth!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E09"
決める,きめる,"1. to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix<br>2. to clinch (a victory), to decide (the outcome of a match)<br>3. to persist in doing, to go through with<br>4. to always do, to have made a habit of<br>5. to take for granted, to assume<br>6. to dress up, to dress to kill, to dress to the nines<br>7. to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing<br>8. to immobilize with a double-arm lock (in sumo, judo, etc.)<br>9. to eat or drink something, to take illegal drugs",N4,8,試合で１ゴール<b>決める</b>度に―,Every time I score a goal in a match...,"S01E01, S01E04, S01E10, S01E12"
どれ,どれ,"1. which (of three or more)<br>2. well, now, c'mon",N5,8,私に似合うパンツは<b>どれ</b>かな？,Which pants suit me?,"S01E01, S01E02, S01E04, S01E08, S01E09"
ものすごい,ものすごい,"1. terrific, staggering, tremendous, incredible, extreme<br>2. frightful, ghastly, horrific, terrible, awful, gruesome, eerie",Unlabeled,8,<b>ものすごい</b>ことになってますよ,It's going to be amazing,"S01E01, S01E04, S01E06, S01E10"
とく,とく,"1. to untie, to unfasten, to unwrap, to undo, to unbind, to unpack<br>2. to unsew, to unstitch<br>3. to solve, to work out, to answer<br>4. to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease<br>5. to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege)<br>6. to release (from duty), to relieve, to dismiss<br>7. to comb (out), to card, to untangle (hair)",Unlabeled,8,言っ<b>とく</b>が 風邪はうつっても,"Let me tell you, even if you catch a cold","S01E01, S01E03, S01E05, S01E09, S01E11, S01E12"
うまい,うまい,"1. skillful, skilful, clever, expert, wise, successful<br>2. delicious, appetizing, appetising, tasty<br>3. fortunate, splendid, promising",N4,8,こいつとも <b>うまく</b>やれそうだ,I think I'll get along well with this guy.,"S01E01, S01E02, S01E05, S01E06, S01E10, S01E11"
だが,だが,"1. but, however, (and) yet, nevertheless, still, for all that",N3,8,<b>だが</b> ＴとＧは？,But what about T and G?,"S01E01, S01E04, S01E05, S01E06, S01E12"
会う,あう,"1. to meet, to encounter, to see<br>2. to have an accident, to have a bad experience",N5,8,そう 前も公園で<b>会っ</b>たし,"Yes, we met at the park before.","S01E02, S01E03, S01E07, S01E08, S01E11"
席,せき,"1. seat<br>2. location (of a gathering, etc.), place<br>3. position, post",N4,8,ここを私の新しい<b>席</b>にするんだ,make this my new seat,"S01E02, S01E09, S01E10, S01E12"
全部,ぜんぶ,"1. all, entire, whole, altogether",N5,8,<b>全部</b> 智貴に,All to Tomoki,"S01E02, S01E04, S01E05, S01E09, S01E11"
アニメ,アニメ,"1. animation, animated film, animated cartoon, anime",Unlabeled,8,結局 何も <b>アニメ</b>っぽいことは,"After all, there's nothing anime-like about it.","S01E02, S01E10, S01E11"
使う,つかう,"1. to use (a thing, method, etc.), to make use of, to put to use<br>2. to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate<br>3. to use (time, money, etc.), to spend, to consume<br>4. to use (language), to speak",N5,8,ともちゃん 香水 何 <b>使っ</b>てるの？,"Tomo-chan, what perfume do you use?","S01E02, S01E03, S01E05, S01E08, S01E10, S01E12"
結局,けっきょく,"1. after all, in the end, ultimately, eventually<br>2. conclusion, end<br>3. end of a game of go, shogi, etc.",N3,8,<b>結局</b> 何も アニメっぽいことは,"After all, there's nothing anime-like about it.","S01E02, S01E04, S01E05, S01E06, S01E08, S01E10, S01E12"
組,くみ,"1. set (of items)<br>2. group (of people), class (of students), company (esp. construction), family (i.e. mafia), team<br>3. typesetting, composition",N3,8,一緒に<b>組</b>も～,Let's team up together~,"S01E02, S01E03, S01E07, S01E10"
適当,てきとう,"1. suitable, proper, appropriate, adequate, fit, fair<br>2. perfunctory, half-minded, sloppy, lazy, careless, noncommittal, unreliable, irresponsible",N4,8,いいや 私も<b>適当</b>で,"No, I'm fine too.","S01E02, S01E04, S01E09, S01E11"
そういう,そういう,"1. such, like that, that sort of, very",Unlabeled,8,こっちは <b>そういう</b>話できる人,This is someone I can talk to like that.,"S01E02, S01E03, S01E04, S01E05, S01E08"
頑張る,がんばる,"1. to persevere, to persist, to keep at it, to hang on, to hold out, to do one's best<br>2. to insist that, to stick to (one's opinion)<br>3. to remain in a place, to stick to one's post, to refuse to budge",Unlabeled,8,ゆうちゃんも<b>頑張っ</b>て！,Good luck Yuu-chan too!,"S01E02, S01E10, S01E11"
こいつ,こいつ,"1. he, she, this fellow, this guy, this person<br>2. this, this one, this thing<br>3. Hey, you!, You bastard!, Damn you!",Unlabeled,8,<b>こいつ</b>と一日中 一緒にいれば,If I could stay with this guy all day,"S01E03, S01E05, S01E06, S01E08, S01E10"
ないし,ないし,1. emperor's secret orders,Unlabeled,8,別に信じて<b>ないし</b>,I don't really believe it,"S01E03, S01E06, S01E11"
傘,かさ,"1. umbrella, parasol<br>2. something shaped like an umbrella or a conical hat, shade (of a lamp), mushroom cap, pileus",N5,8,<b>傘</b>をとるようなヤツが,A guy who looks like he's taking an umbrella,"S01E03, S01E08"
殺す,ころす,"1. to kill, to slay, to murder, to slaughter<br>2. to suppress, to block, to hamper, to destroy (e.g. talent), to eliminate (e.g. an odour), to spoil (e.g. a flavour), to kill (e.g. one's speed)<br>3. to suppress (a voice, feelings, etc.), to hold back, to stifle (a yawn, laugh, etc.), to hold (one's breath)<br>4. to put out (a runner)<br>5. to pawn, to put in hock",N3,8,過去が私を<b>殺し</b>にかかるの？,Is my past trying to kill me?,"S01E03, S01E04, S01E10, S01E12"
夢,ゆめ,1. dream,N4,8,<b>夢</b>をＨなものに,Make your dreams erotic,"S01E03, S01E04, S01E12"
あげる,あげる,To give,N4,8,あと タオルも替えといて<b>あげ</b>てね,"Also, please change the towels.","S01E03, S01E07, S01E08, S01E10"
あそこ,あそこ,"1. there, over there, that place, yonder, you-know-where<br>2. genitals, private parts, nether regions<br>3. that far, that much, that point",N5,8,<b>あそこ</b>には平穏があった,There was peace there,"S01E04, S01E08, S01E10, S01E11"
夏,なつ,1. summer,N5,8,いつも <b>夏</b>は遊びに来てるでしょ？,"You always come to visit us in the summer, right?","S01E04, S01E08, S01E09, S01E12"
暑い,あつい,"1. hot, warm, sultry, heated<br>2. passionate, impassioned, burning (desire, etc.)<br>3. on everybody's mind, on the radar, du jour, interested (gaze, etc.)",N5,8,<b>暑い</b>中 ありがとうございます,Thank you for coming in the heat,"S01E04, S01E06, S01E07, S01E09, S01E11"
とりあえず,とりあえず,"1. first of all, at once, right away<br>2. for now, for the time being",Unlabeled,8,<b>とりあえず</b> 宿題でも,Even if it's homework for now,"S01E04, S01E05, S01E09, S01E11, S01E12"
お願い,おねがい,"1. request, favour (to ask), wish<br>2. please",Unlabeled,8,リクエストがあれば <b>お願い</b>します,"If you have any requests, please","S01E04, S01E07, S01E09, S01E11"
無表情,むひょうじょう,"1. lack of expression, blank look (on one's face)",Unlabeled,8,<b>無表情</b>はともかく,Apart from the expressionless expression,S01E05
いかん,いかん,1. Italian warship,Unlabeled,8,<b>いかん</b> いかん 上を向かないと,"No, no, I have to look up.","S01E05, S01E07, S01E09"
性,さが,"1. one's nature, one's destiny<br>2. custom, tradition, habit, convention",N3,7,<b>性</b>が乱れる３年間,Three years of sexual disorder,"S01E01, S01E03, S01E04, S01E05, S01E12"
いろいろ,いろいろ,"1. various, all sorts of, variety of<br>2. various colors (colours)",N5,7,<b>いろいろ</b>な人が,various people,"S01E01, S01E02, S01E06, S01E10, S01E11"
行う,おこなう,"1. to perform, to do, to conduct oneself, to carry out",N4,7,去年は ゆうちゃんと<b>行っ</b>たな,Last year I went with Yu-chan.,"S01E01, S01E02, S01E06, S01E08, S01E11"
よる,よる,"1. to be due to, to be caused by<br>2. to depend on, to turn on<br>3. to be based on, to come from<br>4. to be based at (a location, an organization), to be headquartered at",Unlabeled,7,研究に<b>よる</b>と―,According to research-,"S01E01, S01E04, S01E08, S01E10, S01E11"
休み,やすみ,"1. rest, recess, respite<br>2. vacation, holiday, absence, suspension<br>3. dormancy (of a silkworm prior to moulting)",N5,7,熱が高いから今日はお<b>休み</b>ね,"I have a high fever, so I will take a day off today.","S01E01, S01E03, S01E06, S01E07, S01E10, S01E12"
最近,さいきん,"1. recently, lately, these days, nowadays, right now<br>2. nearest, closest",N4,7,<b>最近</b>は洋服とかも,"Recently, clothes","S01E01, S01E02, S01E04, S01E06, S01E08, S01E09"
度,たび,"1. time (three times, each time, etc.), times",N3,7,正午過ぎには35<b>度</b>を超え,"After noon, the temperature exceeded 35 degrees.","S01E01, S01E03, S01E04, S01E09"
ため,ため,Sake / Purpose,Unlabeled,7,作業時間を水増しする<b>ため</b>に―,In order to inflate the working time -,"S01E01, S01E03, S01E04, S01E06, S01E08, S01E11"
どんな,どんな,"1. what kind of, what sort of, what<br>2. no matter what (kind of), whatever, any, all",N3,7,自分がクラスで <b>どんな</b>ふうに,How am I in class?,"S01E01, S01E02, S01E04, S01E07, S01E08, S01E09, S01E12"
いつ,いつ,"1. when, at what time, how soon<br>2. normal times, ordinary days",N5,7,じゃあ <b>いつ</b>食べるの？ 今でしょ！,So when are you going to eat? Right now!,"S01E01, S01E03, S01E06, S01E10, S01E11"
下,した,"1. below, down, under, younger (e.g. daughter)<br>2. bottom<br>3. beneath, underneath<br>4. just after, right after<br>5. inferiority, one's inferior (i.e. one's junior)<br>6. trade-in<br>7. preliminary, preparatory",N5,7,“おっと 俺の<b>下</b>のマイクが,"“Oops, the microphone under me","S01E01, S01E02, S01E03, S01E04"
うち,うち,Inside / While,N4,7,少しは <b>うち</b>のことも手伝いなさい,Please help me out a little bit.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E09"
トイレ,トイレ,"1. toilet, restroom, bathroom, lavatory",N5,7,<b>トイレ</b>で休憩を取る,take a break in the toilet,"S01E01, S01E03, S01E07, S01E11, S01E12"
まさか,まさか,"1. by no means, never!, well, I never!, you don't say!, certainly (not)<br>2. something unexpected, emergency<br>3. currently, for the time being, presently, for now<br>4. indeed, really, truly, unexpectedly",N3,7,<b>まさか</b>壊れるとはな,I never thought it would break,"S01E01, S01E02, S01E03, S01E06, S01E07, S01E08, S01E09"
