Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
小,しょう,"1. smallness, small item<br>2. short month (i.e. having fewer than 31 days)<br>3. elementary school<br>4. smaller (of two things, places, etc. with the same name), inferior<br>5. younger (of two people with the same name), junior<br>6. unit of field area (approx. 400 sq m)",N3,8,<b>小</b>動物の血を飲んだことは―,Have you ever drank the blood of a small animal?,"S01E02, S01E03, S01E05, S01E10, S01E11"
一体,いったい,"1. (what) the heck, (why) in the world, (who) on earth<br>2. one object, one body, unity<br>3. one form, one style<br>4. one Buddhist image (or carving, etc.)<br>5. generally, in general",N3,8,<b>一体</b> 朝まで どこにいたの？,Where the hell were you until morning?,"S01E02, S01E05, S01E08, S01E12"
悔しい,くやしい,"1. vexing, annoying, frustrating, regrettable, mortifying",N2,8,<b>悔し</b>がったりすることに疲れて,I'm tired of feeling regretful,"S01E02, S01E06, S01E09, S01E10"
噛む,かむ,"1. to bite<br>2. to chew, to gnaw, to masticate<br>3. to fumble one's words (esp. during a play, broadcast, etc.), to falter with one's words, to stutter, to stammer<br>4. to crash against (e.g. of waves), to break onto (shore)<br>5. to engage (of cogs, zippers, etc.), to mesh, to fit together<br>6. to be involved in<br>7. to convince, to persuade",N4,8,ひと<b>噛み</b>でいけよ,Just take a bite,"S01E02, S01E03, S01E06, S01E10, S01E11"
楽,らく,"1. comfort, ease, relief, (at) peace, relaxation<br>2. easy, simple, without trouble, without hardships<br>3. (economically) comfortable<br>4. raku pottery<br>5. sukha (happiness)",N3,8,もうやめてくれ　<b>楽</b>にしてくれ,Stop it already. Make it easy.,"S01E02, S01E04, S01E05, S01E06, S01E08, S01E10, S01E12"
笑う,わらう,"1. to laugh<br>2. to smile<br>3. to sneer, to ridicule<br>4. to be dumbfounded, to be flabbergasted",N4,8,へらへら<b>笑っ</b>てたのが,The one who was laughing out loud,"S01E02, S01E04, S01E05, S01E08, S01E10, S01E12"
つく,つく,"1. to take (seat, position, course, office, etc.), to assume, to be hired, to be employed<br>2. to ascend (the throne), to accede<br>3. to start (on a journey), to commence, to depart<br>4. to study (under teacher), to be an apprentice",Unlabeled,8,お前に<b>つく</b>が 今は状況が違う,"I agree with you, but things are different now.","S01E02, S01E04, S01E06, S01E08, S01E11, S01E12"
負ける,まける,"1. to lose, to be defeated<br>2. to succumb, to give in, to surrender, to yield<br>3. to be inferior to<br>4. to break out in a rash due to (e.g. lacquer, shaving, etc.)<br>5. to reduce the price, to give a discount, to throw in (something extra) for free",N4,8,本能にも<b>負け</b>ないで―,Don't give in to your instincts...,"S01E02, S01E05, S01E06, S01E12"
ビースター,ビースター,*,Unlabeled,8,<b>ビースター</b>が必要な理由を―,Why we need Beastars,"S01E02, S01E04, S01E08, S01E09"
必要,ひつよう,"1. necessary, needed, essential, indispensable<br>2. necessity, need, requirement",N4,8,この街に医者が<b>必要</b>だと気付き,I realized that this town needed a doctor.,"S01E02, S01E06, S01E08, S01E09"
理由,りゆう,"1. reason, pretext, motive",N4,8,ビースターが必要な<b>理由</b>を―,Why we need Beastars,"S01E02, S01E04, S01E05, S01E06, S01E10, S01E12"
任せる,まかせる,"1. to entrust (e.g. a task) to another, to leave to<br>2. to passively leave to someone else's facilities<br>3. to leave to take its natural course<br>4. to continue (something) in a natural fashion (without particular aim)<br>5. to rely fully on one's (full strength, great ability, long time taken) to get something done",N3,8,このことは私に<b>任せ</b>て,leave this to me,"S01E02, S01E04, S01E09, S01E10, S01E12"
教える,おしえる,"1. to teach, to instruct<br>2. to tell, to inform<br>3. to preach",N5,8,新入生に<b>教える</b>必要がある,need to teach new students,"S01E02, S01E04, S01E05, S01E10, S01E11"
嫌,いや,"1. disagreeable, detestable, unpleasant, reluctant",N5,8,もう逃げるのは<b>嫌</b>だ,I don't want to run away anymore,"S01E02, S01E04, S01E05, S01E06, S01E10"
実は,じつは,"1. as a matter of fact, by the way, to tell you the truth, to be honest, frankly",N3,8,<b>実は</b> この１ヵ月 何度も,"In fact, many times this past month","S01E03, S01E05, S01E06, S01E07, S01E08, S01E12"
ドワーフウサギ,ドワーフウサギ,1. dwarf rabbit (Auto-translated),Unlabeled,8,<b>ドワーフウサギ</b>に生まれた時点で,When born as a dwarf rabbit,"S01E03, S01E09, S01E10, S01E11"
周り,まわり,"1. circumference, girth<br>2. surroundings, neighbourhood, neighborhood, vicinity<br>3. people surrounding oneself, surrounding circumstances",N4,8,<b>周り</b>に溶け込もうと,Trying to blend in with those around you,"S01E03, S01E06, S01E07, S01E08, S01E09, S01E10"
チェリートン,チェリー,1. cherry,Unlabeled,8,我が校 <b>チェリートン</b>学園の,"Our school, Cherryton Academy","S01E03, S01E06, S01E08, S01E12"
女,おんな,"1. female, woman, female sex<br>2. female lover, girlfriend, mistress, (someone's) woman",N5,8,いかにも<b>女</b>受けする顔が,The face is very feminine,"S01E03, S01E06, S01E07, S01E10, S01E11, S01E12"
臭い,くさい,"1. stinking, smelly<br>2. suspicious, fishy<br>3. clumsy, unskilled<br>4. smelling of<br>5. looking like, appearing like, smacking of, -ish",N3,8,<b>臭い</b>で分かるもん,You can tell by the smell,"S01E03, S01E04, S01E06, S01E09, S01E10"
立つ,たつ,"1. to stand, to rise, to stand up<br>2. to find oneself (e.g. in a difficult position)<br>3. to depart (on a plane, train, etc.)",N5,8,初めて舞台に<b>立つ</b>ことに,Standing on stage for the first time,"S01E03, S01E04, S01E06"
とても,とても,"1. very, awfully, exceedingly<br>2. (not) at all, by no means, simply (cannot)",N5,8,<b>とても</b>目の前では言えないけど,"I can't really say it in front of you, but","S01E04, S01E05, S01E06, S01E07, S01E10, S01E12"
心,こころ,"1. mind, heart, spirit<br>2. the meaning of a phrase (riddle, etc.)",N4,8,<b>心</b>のリラックスにつながることが,Things that lead to mental relaxation,"S01E04, S01E07, S01E09, S01E10, S01E12"
うつ,うつ,"1. to shoot (at)<br>2. to attack, to defeat, to destroy, to avenge",Unlabeled,8,あああっ <b>うっ</b>！,Ahhhhh!,"S01E04, S01E09, S01E10, S01E11"
こういう,こういう,"1. such, this sort of, like this",Unlabeled,8,<b>こういう</b>記事になってるというか,I guess the article is like this,"S01E05, S01E06, S01E07, S01E10, S01E11, S01E12"
ええ,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",N5,8,<b>ええ</b> もちろん,"Yeah, of course","S01E05, S01E06, S01E07, S01E08, S01E11"
かわいそう,かわいそう,"1. poor, pitiable, pathetic, pitiful",N3,8,素直で <b>かわいそう</b>なあなたに,To you who are honest and pitiful,"S01E05, S01E07, S01E09, S01E10"
全然,ぜんぜん,"1. (not) at all, (not) in the slightest<br>2. wholly, entirely, completely, totally<br>3. extremely, very",N3,8,<b>全然</b>マシだったのです,It was totally better.,"S01E06, S01E07, S01E08, S01E10, S01E11, S01E12"
年生,ねんせい,"1. pupil in ... year, student in ... year",N1,8,２<b>年生</b>にもなれば,If you become a second year student,"S01E06, S01E07, S01E10, S01E12"
外泊,がいはく,"1. staying somewhere else (overnight), spending the night away (e.g. from home), going home (e.g. from hospital) for the night, sleepover",Unlabeled,8,異種同士で無断<b>外泊</b>なんて,Spending the night without permission between people of different species?,"S01E11, S01E12"
出会う,であう,"1. to meet (by chance), to come across, to run across, to encounter, to happen upon<br>2. to meet (e.g. of rivers, highways, etc.)<br>3. to emerge and engage (an enemy)",N3,7,“ここで<b>出会う</b>とは皮肉だな,“It’s ironic that we meet here.,"S01E01, S01E07, S01E09, S01E11"
練習,れんしゅう,"1. practice, training, drill, (an) exercise, workout",N5,7,<b>練習</b>には来なくていい,You don't have to come to practice,"S01E01, S01E04, S01E05, S01E07, S01E08"
役,えき,"1. war, campaign, battle<br>2. unpaid work (ritsuryo system), forced labor",N3,7,いい<b>役</b>もらったのを―,I got a good role...,"S01E01, S01E04, S01E07"
同士,どうし,"1. fellow, mutual, companion, comrade",N1,7,理性を失った怪物<b>同士</b>が―,Monsters who have lost their reason...,"S01E01, S01E02, S01E05, S01E06, S01E12"
伝える,つたえる,"1. to convey, to report, to transmit, to communicate, to tell, to impart, to propagate, to teach, to bequeath",N4,7,俺が<b>伝え</b>とくよ,I'll tell you,"S01E01, S01E07, S01E09"
１つ,ひとつ,"1. one<br>2. for one thing<br>3. only<br>4. (not) even<br>5. just (e.g. ""just try it"")<br>6. some kind of, one type of",Unlabeled,7,俺が言う資格は<b>１つ</b>もない,I don't have any qualifications to say,"S01E01, S01E06, S01E07, S01E08"
とく,とく,"1. to untie, to unfasten, to unwrap, to undo, to unbind, to unpack<br>2. to unsew, to unstitch<br>3. to solve, to work out, to answer<br>4. to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease<br>5. to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege)<br>6. to release (from duty), to relieve, to dismiss<br>7. to comb (out), to card, to untangle (hair)",Unlabeled,7,俺が伝え<b>とく</b>よ,I'll tell you,"S01E01, S01E06, S01E07, S01E10, S01E12"
爪,つめ,"1. nail (e.g. fingernail, toenail), claw, talon, hoof<br>2. plectrum, pick<br>3. hook, clasp",N2,7,<b>爪</b>は いつも切ってるんですけど,I always cut my nails.,"S01E01, S01E03, S01E06, S01E07, S01E11"
止める,とめる,"1. to stop, to turn off<br>2. to park<br>3. to prevent, to suppress (a cough), to hold back (tears), to hold (one's breath), to relieve (pain)<br>4. to stop (someone from doing something), to dissuade, to forbid, to prohibit<br>5. to notice, to be aware of, to concentrate on, to pay attention to, to remember, to bear in mind<br>6. to fix (in place), to fasten, to tack, to pin, to nail, to button, to staple<br>7. to detain, to keep in custody",N4,7,流れを<b>止め</b>てはいけない,don't stop the flow,"S01E01, S01E02, S01E04, S01E05, S01E09, S01E10"
おいしい,おいしい,"1. delicious, tasty, sweet<br>2. attractive, appealing, convenient, favorable, desirable, profitable",N5,7,<b>おいしい</b>ものは おいしいもん,Delicious food is delicious,"S01E01, S01E05, S01E07, S01E10"
うる,うる,"1. to be able to ..., can ...<br>2. to get, to acquire, to obtain, to procure, to earn, to win, to gain, to secure, to attain",Unlabeled,7,<b>うる</b>せえ！,Noisy!,"S01E01, S01E04, S01E06, S01E10, S01E11"
他,ほか,"1. other (place, thing, person), the rest<br>2. outside, beyond<br>3. nothing except, nothing but, nothing apart from, nothing aside from, no choice (but to)<br>4. besides..., in addition to...",N3,7,あんたが<b>他</b>のオスとも,You and other males,"S01E01, S01E02, S01E03, S01E07, S01E09, S01E10, S01E11"
覚える,おぼえる,"1. to memorize, to memorise, to commit to memory, to learn by heart, to bear in mind, to remember<br>2. to learn, to pick up, to acquire<br>3. to feel<br>4. to think, to regard",N5,7,“俺のこと<b>覚え</b>てるの？”,“Do you remember me?”,"S01E01, S01E05, S01E07, S01E08, S01E10, S01E12"
すら,しゅら,"1. Asura, demigod, anti-god, titan, demigods that fight the Devas (gods) in Hindu mythology<br>2. fighting, carnage, conflict, strife<br>3. sledge (for conveying large rocks, logs, etc.)<br>4. log slide, chute, flume",Unlabeled,7,会話する権利<b>すら</b> 本当はないのに,I don't even have the right to have a conversation.,"S01E01, S01E02, S01E05, S01E07, S01E10"
なれる,なれる,"1. to get used to, to grow accustomed to, to become familiar with<br>2. to become skilled in, to become experienced at<br>3. to become tame, to become domesticated<br>4. to get used to doing",Unlabeled,7,楽に<b>なれる</b>のかもしれない,Maybe it will be easier,"S01E01, S01E05, S01E06, S01E10"
頃,ころ,"1. (approximate) time, around, about, toward<br>2. suitable time (or condition)<br>3. time of year, season",N3,7,その<b>頃</b>には もうほぼ 新聞,"By that time, almost everything was in the newspaper.","S01E02, S01E03, S01E06, S01E11, S01E12"
分,ふん,"1. minute (unit of time)<br>2. fun (one tenth of a monme, 5.787 grains)",N3,7,あと30<b>分</b> 帰りが遅かったら,"30 minutes left, if I get home late","S01E02, S01E04, S01E07, S01E12"
街,がい,"1. ... street, ... quarter, ... district",N3,7,<b>街</b>の飲食店でも肉は一切 出ない,No meat is served at restaurants in town.,"S01E02, S01E05, S01E06, S01E08, S01E09, S01E12"
離す,はなす,"1. to separate, to part, to divide, to keep apart",N3,7,もう何なの？ <b>離し</b>て！,What is it anymore? Let go!,"S01E02, S01E05, S01E08, S01E09"
様,ざま,"1. mess, sorry state, plight, sad sight<br>2. -ways, -wards<br>3. in the act of ..., just as one is ...<br>4. manner of ..., way of ...",N3,7,あのルイ<b>様</b>がミスしたり,That Louis-sama made a mistake.,"S01E02, S01E03, S01E04"
あんな,あんな,"1. that sort of, that kind of, like that, such, so",N4,7,<b>あんな</b>大型肉食獣が？,Such a large carnivore?,"S01E02, S01E03, S01E04, S01E10, S01E12"
死に神,しにがみ,"1. god of death, death deity, Death",Unlabeled,7,<b>死に神</b>の私でも命を絶てる,"God of death, even I can end my life.","S01E02, S01E03, S01E04"
触れる,ふれる,"1. to touch, to feel<br>2. to touch (with)<br>3. to experience, to come in contact with, to perceive<br>4. to touch on (a subject), to allude to, to refer to, to mention, to bring up<br>5. to be in conflict with, to violate (law, copyright, etc.), to infringe<br>6. to proclaim, to make known, to spread (e.g. a rumour)",N3,7,誰も お前に<b>触れ</b>させぬ,don't let anyone touch you,"S01E02, S01E04, S01E08, S01E10, S01E12"
性,さが,"1. one's nature, one's destiny<br>2. custom, tradition, habit, convention",N3,7,この演劇部の重要<b>性</b>を,The importance of this drama club,"S01E02, S01E05, S01E06, S01E08"
園芸,えんげい,"1. horticulture, gardening",N2,7,<b>園芸</b>部に花もらいに行ってって,I went to the gardening club to get some flowers.,"S01E02, S01E03, S01E07, S01E09"
今年,ことし,1. this year,N5,7,<b>今年</b>の夏も 外出届なしで,"This summer too, I didn't have to report going out.","S01E02, S01E05, S01E06"
大きな,おおきな,"1. big, large, great",N5,7,この怪獣みたいに<b>大きな</b>尻尾で,With a big tail like this monster,"S01E02, S01E03, S01E05, S01E06"
たって,たって,1. strongly hoping or requesting (of something that is difficult to be brought to fruition),Unlabeled,7,迎えるお祭りとか言っ<b>たって</b>―,Even if you say it's a festival to welcome...,"S01E02, S01E05, S01E08, S01E10, S01E11, S01E12"
関係,かんけい,"1. relation, relationship, connection<br>2. participation, involvement, concern<br>3. influence, effect<br>4. sexual relations, sexual relationship<br>5. related to, connected to",N4,7,彼女との<b>関係</b>を断ち切れ,break off ties with her,"S01E03, S01E06, S01E09, S01E10, S01E11, S01E12"
慣れる,なれる,"1. to get used to, to grow accustomed to, to become familiar with<br>2. to become skilled in, to become experienced at<br>3. to become tame, to become domesticated<br>4. to get used to doing",N4,7,プレッシャーには<b>慣れ</b>ている,I'm used to pressure,"S01E03, S01E06, S01E07"
どういう,どういう,"1. somehow, how, in what way, why, what kind of",Unlabeled,7,<b>どういう</b>ことよ,What do you mean?,"S01E03, S01E05, S01E06, S01E08, S01E12"
なら,なら,If (contextual)...,Unlabeled,7,<b>なら</b> こんな時にまで,"Then, until a time like this","S01E03, S01E08, S01E09, S01E10, S01E12"
恋愛,れんあい,"1. love, love-making, passion, emotion, affections",N1,7,俺は<b>恋愛</b>経験が全くない,I have no love experience at all,"S01E03, S01E05, S01E06, S01E07"
全く,まったく,"1. really, truly, entirely, completely, wholly, perfectly<br>2. indeed<br>3. good grief",N3,7,<b>全く</b>演技でなかったことに,It wasn't an act at all,"S01E03, S01E05, S01E06, S01E12"
度,たび,"1. time (three times, each time, etc.), times",N3,7,実は この１ヵ月 何<b>度</b>も,"In fact, many times this past month","S01E03, S01E04, S01E05, S01E06, S01E08"
うち,うち,Inside / While,N4,7,<b>うち</b>の若い衆が とんだ無礼を,My young people are so rude.,"S01E03, S01E05, S01E08, S01E09, S01E11"
すむ,すむ,"1. to finish, to end, to be completed<br>2. to merely result in something less severe than expected<br>3. to feel at ease<br>4. to feel unease or guilt for troubling someone, to be sorry",Unlabeled,7,アップがなくて どう<b>すん</b>だ,What should I do if there is no upload?,"S01E03, S01E04, S01E05, S01E06, S01E07, S01E10"
仕方,しかた,"1. way, method, means, resource, course",N4,7,<b>仕方</b>ないわ 私は２日目に行く,"I can't help it, I'll go on the second day.","S01E03, S01E04, S01E05, S01E08, S01E09, S01E11"
時間,じかん,"1. time<br>2. hour<br>3. period, class, lesson",N5,7,24<b>時間</b>で 一気に現実と理想を,Reality and ideals all at once in 24 hours,"S01E03, S01E05, S01E12"
向ける,むける,"1. to turn towards, to point",N3,7,あの 肉食が草食に牙を<b>向ける</b>のは,The carnivores turn their fangs on the herbivores.,"S01E03, S01E06, S01E08, S01E10"
しっかり,しっかり,"1. tightly (holding on), firmly, securely<br>2. strongly (built), solidly, sturdily, steadily<br>3. properly, well, sufficiently, hard (working, etc.), fully, completely<br>4. reliably, dependably, levelheadedly, shrewdly, wisely, cleverly",N4,7,俺を <b>しっかり</b>観客に,Make me the audience,"S01E04, S01E06, S01E07, S01E09, S01E11"
せい,せい,"1. system, organization, organisation, imperial command, laws, regulation, control, government, suppression, restraint, holding back, establishment",Unlabeled,7,こっちは幽霊部員たちの<b>せい</b>で,This is because of the ghost club members.,"S01E04, S01E05, S01E07, S01E12"
本当,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",N3,7,きっと<b>本当</b>だ,I'm sure it's true,"S01E05, S01E06, S01E08, S01E10"
もしかして,もしかして,"1. perhaps, possibly, maybe, by any chance, if I'm not mistaken<br>2. if, in case, in the event that",Unlabeled,7,<b>もしかして</b> ちゃんと,Maybe properly,"S01E05, S01E08, S01E09, S01E10, S01E11"
ごめんなさい,ごめんなさい,"1. I'm sorry, my apologies, excuse me, pardon me",N3,7,ホントに<b>ごめんなさい</b> レゴシ君,"I'm really sorry, Legosi-kun.","S01E05, S01E08, S01E11"
めちゃくちゃ,めちゃくちゃ,"1. absurd, unreasonable, nonsensical, preposterous, incoherent<br>2. extreme, senseless, reckless, wanton<br>3. disorderly, chaotic, confused, messy<br>4. incredibly, really, so, super",N2,7,でも この<b>めちゃくちゃ</b>な,But this mess,"S01E05, S01E07, S01E08, S01E11"
若い,わかい,"1. young, youthful<br>2. immature, green<br>3. low (number), small",N5,7,２匹とも<b>若い</b>のに立派だよ,They're both young and in good shape.,"S01E06, S01E07, S01E09, S01E10, S01E12"
簡単,かんたん,"1. simple, easy, uncomplicated<br>2. brief, quick, light",N4,7,こんな感情が<b>簡単</b>に“恋”だなんて,"I can't believe that such a feeling can easily be called ""love""","S01E07, S01E08, S01E11, S01E12"
市長,しちょう,1. mayor,Unlabeled,7,<b>市長</b>さんが帰るようにって,The mayor asked me to go home.,"S01E08, S01E09"
部活,ぶかつ,"1. club activities, extracurricular activities",Unlabeled,6,テムは この<b>部活</b>内でしか―,Tim is only within this club...,"S01E01, S01E02, S01E03, S01E06"
感じ,かんじ,"1. feeling, sense, impression",N3,6,代表って<b>感じ</b>だったのに,I felt like a representative.,"S01E01, S01E03, S01E06"
本番,ほんばん,"1. performance, take, going before an audience or on-air<br>2. game, season, crucial moment<br>3. penetrative vaginal sex (with a prostitute), unsimulated sex (in an adult movie)",Unlabeled,6,<b>本番</b>で 一度も間違えず,I never made a mistake during the performance.,"S01E01, S01E08, S01E11, S01E12"
信じる,しんじる,"1. to believe, to believe in, to place trust in, to confide in, to have faith in",N3,6,俺が<b>信じ</b>られるのは,what i can believe is,"S01E01, S01E03, S01E08, S01E09, S01E12"
今回,こんかい,"1. this time, now",N3,6,<b>今回</b>は僕らにとっても,This time for us too,"S01E01, S01E02, S01E04, S01E05, S01E09, S01E11"
あら,あら,"1. oh, ah",N1,6,<b>あら</b> 早いわね ２匹とも,"Oh, it's so fast, both of them.","S01E01, S01E02, S01E03, S01E07, S01E12"
明るい,あかるい,"1. light, well-lit, well-lighted<br>2. bright (of a colour), brightly-coloured, brightly-colored<br>3. cheerful, bright, spirited, sunny (e.g. disposition)<br>4. encouraging (for the future of a project, etc.), promising, of fair prospects<br>5. familiar (with), knowledgeable (about), well versed (in)<br>6. fair (e.g. politics), clean, impartial",N1,6,だから みんなで<b>明るい</b>うちに,So let's all go while it's still bright,"S01E01, S01E03, S01E08, S01E12"
ふだん,ふだん,"1. constant, persistent, unremitting, ceaseless<br>2. indecisiveness<br>3. usual, normal, everyday, habitual, ordinary",Unlabeled,6,<b>ふだん</b>は友達のフリをして,We usually pretend to be friends,"S01E01, S01E03, S01E06"
特に,とくに,"1. particularly, especially, in particular, expressly",N4,6,今までと<b>特に</b>変わらないから,Because it's not much different than before,"S01E01, S01E03, S01E07, S01E09, S01E12"
用,よう,"1. business, task, errand, engagement<br>2. use, purpose<br>3. for the use of ..., used for ..., made for ...<br>4. call of nature, excretion",N4,6,まがい物に<b>用</b>はない,まがい物に用はない,"S01E01, S01E03, S01E04, S01E07, S01E12"
カップル,カップル,1. couple,Unlabeled,6,血統の<b>カップル</b>を壊したの,broke up a blood couple,"S01E01, S01E05, S01E07, S01E11, S01E12"
遊び,あそび,"1. playing<br>2. play (margin between on and off, gap before pressing button or lever has an effect)",N4,6,<b>遊び</b>ではなさそうだな,It doesn't seem like a game,"S01E01, S01E05, S01E06"
水,みず,"1. water (esp. cool, fresh water, e.g. drinking water)<br>2. fluid (esp. in an animal tissue), liquid<br>3. flood, floodwaters<br>4. water offered to wrestlers just prior to a bout<br>5. break granted to wrestlers engaged in a prolonged bout",N5,6,“我が<b>水</b>の精は この身が,“My water spirit is this body.,"S01E01, S01E02, S01E04, S01E05, S01E07"
失礼,しつれい,"1. discourtesy, impoliteness<br>2. excuse me, goodbye<br>3. to leave<br>4. to be rude",Unlabeled,6,じゃあ 俺も<b>失礼</b>します,"Well, I'll also excuse you.","S01E01, S01E03, S01E07, S01E11, S01E12"
仲よく,なかよく,"1. on good terms with, on cordial terms with, getting along well with, happily, peacefully<br>2. to make friends with, to be good friends with, to get along with",Unlabeled,6,もっと<b>仲よく</b>なりたいけど,I want to get along better though,"S01E01, S01E05, S01E06, S01E11"
大切,たいせつ,"1. important, necessary, indispensable<br>2. beloved, precious, dear, cherished, valuable<br>3. careful",N5,6,周りとの調和も<b>大切</b>だ,It is also important to be in harmony with your surroundings.,"S01E01, S01E08, S01E09, S01E11, S01E12"
一生,いっしょう,"1. whole life, a lifetime, all through life, one existence, a generation, an age, the whole world, the era<br>2. (the only, the greatest, etc.) of one's life",N3,6,俺はもう<b>一生</b> 片思いでいい,I can have unrequited love for the rest of my life,"S01E01, S01E08, S01E09, S01E11"
バレる,ばれる,"1. to leak out (a secret), to be exposed (a lie, improper behaviour, etc.), to be found out<br>2. to get away (of fish)",Unlabeled,6,ミズチに<b>バレ</b>たら,If Mizuchi finds out,"S01E01, S01E03, S01E09"
条件,じょうけん,"1. condition, term, requirement, qualification, prerequisite",N3,6,ただし <b>条件</b>があるの,"However, there are conditions","S01E01, S01E02, S01E07"
別に,べつに,"1. (not) particularly, (not) especially, (not) specially<br>2. separately, apart, additionally, extra",N3,6,<b>別に</b> 今はありません,Not at the moment,"S01E01, S01E02, S01E08, S01E11"
そして,そして,"1. and, and then, thus, and now, and finally",N5,6,<b>そして</b> 後輩たちにとっても―,And for the juniors too...,"S01E01, S01E03, S01E04, S01E05, S01E10, S01E11"
こう,こう,"1. in this way, thus, such<br>2. uh...",N4,6,<b>こう</b>はいかないもんな,It doesn't work like this.,"S01E01, S01E04, S01E06, S01E07, S01E08, S01E10"
寝る,ねる,"1. to sleep (lying down)<br>2. to go to bed, to lie in bed<br>3. to lie down<br>4. to sleep (with someone, i.e. have intercourse)<br>5. to lie flat (e.g. of hair)<br>6. to lie idle (of funds, stock, etc.)<br>7. to ferment (of soy sauce, miso, etc.)",N5,6,いつまでも<b>寝</b>てちゃダメ,Don't sleep forever,"S01E02, S01E05, S01E07, S01E08, S01E11, S01E12"
ー,ー,1. long vowel mark (usually only used in katakana),Unlabeled,6,はいはい そうで<b>ー</b>す,Yes yes that's right,"S01E02, S01E05, S01E07"
メシ,メシア,1. Messiah<br>2. Messiah,Unlabeled,6,<b>メシ</b> 食いに行こうぜ,Let's go eat food,"S01E02, S01E09, S01E11"
毛,け,"1. hair<br>2. fur, wool<br>3. down, plumage, feathers",N4,6,あっ レゴシ 尻尾に枝<b>毛</b>だ,"Ah, Legosi, there are split ends on your tail.","S01E02, S01E03, S01E05, S01E08, S01E09, S01E10"
それとも,それとも,"1. or, or else",N3,6,<b>それとも</b> 直前になって,Or just at the last minute,"S01E02, S01E04, S01E06, S01E09"
大きい,おおきい,"1. big, large, great<br>2. loud<br>3. extensive, spacious<br>4. important, decisive, valuable<br>5. older, grown up",N5,6,哺乳類でクマ科 <b>大き</b>さも性格も,"Mammals of the bear family, size and personality","S01E02, S01E03, S01E05, S01E06, S01E10, S01E11"
覚悟,かくご,"1. readiness, preparedness, resolution, resignation",N3,6,<b>覚悟</b>はできてるね,You're ready.,"S01E02, S01E04, S01E05, S01E09, S01E10, S01E12"
クソ,くそ,"1. damn, damn it, shit, crap<br>2. feces, excrement, dung<br>3. damn, damned, blasted, stupid<br>4. very, extremely, really<br>5. terrible, awful, shit, crap<br>6. a lot<br>7. negligible, insignificant, not mattering at all, counting for nothing, hardly worth consideration, out of the question",Unlabeled,6,黙れ <b>クソ</b>ガキ,Shut up you damn kid,"S01E02, S01E06, S01E10"
暗い,くらい,"1. dark, gloomy, murky<br>2. depressed, dispirited, down in the dumps, dark (mood)<br>3. dark (in colour), dull<br>4. ill-boding, dark (e.g. past), suspicious<br>5. unlikely (to succeed), hopeless, unpromising<br>6. unfamiliar (with), ignorant (of)",N5,6,<b>暗く</b>て 足元が見えにくくて,It's dark and it's hard to see my feet,"S01E02, S01E08, S01E12"
当然,とうぜん,"1. natural, right, proper, just, reasonable, appropriate, deserved<br>2. naturally, as a matter of course, rightly, deservedly, justly, of course",Unlabeled,6,<b>当然</b>のこととして この世界で,As a matter of course in this world,"S01E02, S01E06, S01E07, S01E08, S01E11, S01E12"
もちろん,もちろん,"1. of course, certainly, naturally",N4,6,食堂では <b>もちろん</b>,"At the cafeteria, of course","S01E02, S01E03, S01E04, S01E05"
うれしい,うれしい,"1. happy, glad, pleased, delighted, overjoyed<br>2. joyful, delightful, gratifying, pleasant",N4,6,そのとおりで すごく<b>うれしい</b>,"That's right, I'm very happy","S01E02, S01E03, S01E04, S01E05, S01E06, S01E12"
襲う,おそう,"1. to attack, to assail, to make an assault, to strike, to hunt down<br>2. to succeed (someone in a post, role, etc.)<br>3. to make a sudden visit",N1,6,俺を本気で<b>襲い</b>に来ること,To come and attack me seriously,"S01E02, S01E08, S01E09, S01E11"
シカ,しか,"1. deer (esp. the sika deer, Cervus nippon), cervid",Unlabeled,6,完全無欠の孤高の<b>シカ</b>にも,Even the perfect lone deer,"S01E02, S01E03, S01E04, S01E07"
行う,おこなう,"1. to perform, to do, to conduct oneself, to carry out",N4,6,俺が<b>行っ</b>て 大丈夫ですかねえ,Is it okay for me to go?,"S01E02, S01E04, S01E05, S01E08, S01E10"
かわいい,かわいい,"1. cute, adorable, charming, lovely, pretty<br>2. dear, precious, darling, pet<br>3. innocent, childlike, childish, lovable<br>4. dainty, cute little, tiny",N5,6,タダで <b>かわいい</b>子供たちを―,Cute children for free,"S01E02, S01E03, S01E06, S01E12"
危険,きけん,"1. danger, peril, hazard<br>2. risk",N4,6,いくらでも<b>危険</b>な目に,In any amount of danger,"S01E02, S01E06, S01E08, S01E09, S01E10, S01E12"
言葉,ことば,"1. language, dialect<br>2. word, words, phrase, term, expression, remark<br>3. speech, (manner of) speaking<br>4. learning to speak, language acquisition",N5,6,海洋語は<b>言葉</b>というより―,Marine language is more than a word.,"S01E02, S01E03, S01E05, S01E07, S01E09, S01E10"
相手,あいて,"1. companion, partner, company<br>2. other party, addressee<br>3. opponent (sports, etc.)",N3,6,暗闇で <b>相手</b>のことは,What about the other person in the dark?,"S01E02, S01E03, S01E04, S01E08, S01E09, S01E11"
