Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
うわ,うわ,"1. upper, upward, outer, surface, top",Unlabeled,12,<b>うわ</b>～ッ！,Wow!,"Episode04, Episode05, Episode06, Episode07, Episode10, Episode11, Episode14"
知る,しる,"1. to be aware of, to know, to be conscious of, to cognize, to cognise<br>2. to notice, to feel<br>3. to understand, to comprehend, to grasp<br>4. to remember, to be acquainted with (a procedure)<br>5. to experience, to go through, to learn<br>6. to be acquainted with (a person), to get to know<br>7. to concern",N5,12,猫が毛玉 吐くなんて <b>知ら</b>なかったもので,I never knew cats could throw up hairballs.,"Episode05, Episode06, Episode08, Episode09, Episode10, Episode11, Episode13, Episode14"
顔,かお,"1. face, visage<br>2. look, expression, countenance<br>3. honor, honour, face<br>4. influence, notoriety",Unlabeled,12,<b>顔</b>真っ赤にして 恥ずかしがってたもんな,My face was bright red and I was embarrassed.,"Episode05, Episode06, Episode09, Episode10, Episode14"
交換,こうかん,"1. exchange, interchange, switching, reciprocity, barter, substitution, replacement, clearing (of checks, cheques)",N3,12,気を取り直して プレゼント<b>交換</b>でも するか～,Should we change our minds and exchange presents?,"Episode07, Episode10, Episode11"
姉,あね,"1. older sister, elder sister",N5,11,<b>姉</b>がお世話になってまーす,My sister is taking care of me.,"Episode01, Episode03, Episode04, Episode07, Episode08, Episode13"
かける,かける,"1. to hang up (e.g. a coat, a picture on the wall), to let hang, to suspend (from), to hoist (e.g. sail), to raise (e.g. flag)<br>2. to put on (e.g. a blanket), to put on top of, to cover, to lay, to spread<br>3. to put on (glasses, etc.), to wear (a necklace, etc.)<br>4. to make (a call)<br>5. to spend (time, money), to expend, to use<br>6. to pour (liquid) onto, to sprinkle (powder or spices) onto, to splash, to throw (e.g. water) onto<br>7. to turn on (engine, radio, etc.), to set (dial, alarm clock, etc.), to put on (DVD, song, etc.), to use (device, implement, etc.)<br>8. to cause (somebody inconvenience, trouble, etc.), to burden (someone), to impose<br>9. to multiply (arithmetic operation)<br>10. to secure (e.g. lock)<br>11. to take a seat, to sit, to rest (something on something else), to support (something on something else)<br>12. to bind<br>13. to wager, to bet, to risk, to stake, to gamble<br>14. to put an effect (spell, anaesthetic, etc.) on<br>15. to hold (a play, festival, etc.)<br>16. to hold an emotion for (pity, hope, etc.)<br>17. to argue (in court), to deliberate (in a meeting), to present (e.g. idea to a conference, etc.)<br>18. to increase further<br>19. to catch (in a trap, etc.)<br>20. to set atop<br>21. to erect (a makeshift building)<br>22. to apply (insurance)<br>23. to pun (on a word), to use (a word) as a pivot word, to play on words<br>24. to be partway doing ..., to begin (but not complete) ..., to be about to ...<br>25. to address (someone), to direct (something, to someone), to do (something, to someone)",N5,11,今まで声を<b>かけ</b>てきた男は数知れず,There are countless men who have called out to me until now.,"Episode01, Episode02, Episode05, Episode09, Episode10, Episode12, Episode14"
歌う,うたう,"1. to sing<br>2. to sing (one's praises in a poem, etc.), to compose a poem, to recite a poem",N5,11,澪ちゃんが<b>歌う</b>ことなかったのに,Mio-chan never sang,"Episode01, Episode02, Episode05, Episode06, Episode08, Episode12, Episode14"
ぜひ,ぜひ,"1. certainly, without fail<br>2. right and wrong, pros and cons",N4,11,興味があったら放課後 ３階の音楽準備室に <b>ぜひ</b>,"If you are interested, please come to the music preparation room on the 3rd floor after school.","Episode01, Episode03, Episode04, Episode08"
さっき,さっき,"1. a short while ago, a moment ago, just now, some time ago",N4,11,唯ちゃん でも 本当に <b>さっき</b>の曲,"Yui-chan, but it's really the song from before.","Episode01, Episode04, Episode05, Episode06, Episode09, Episode12, Episode14"
音,おと,"1. sound, noise, report<br>2. note<br>3. fame<br>4. Chinese-derived character reading",N4,11,アンプで<b>音</b>をならすのは もう少ししてからだね,I'll wait a little while before I can play the sound with the amp.,"Episode01, Episode02, Episode04, Episode05, Episode09, Episode11"
っけ,け,1. particle indicating that the speaker is trying to recall some information,Unlabeled,11,テストの前日に泣きついてきたのは どこの誰だ<b>っけ</b>？,Who was it that cried to me the day before the test?,"Episode01, Episode02, Episode03, Episode05, Episode06, Episode08, Episode11"
もらえる,もらえる,"1. to be able to receive, to be able to take, to be able to accept<br>2. could you (give me), would you, can you",Unlabeled,11,プレゼント <b>もらえ</b>ますように！,I hope you get a present!,"Episode01, Episode02, Episode04, Episode06, Episode07, Episode08, Episode10, Episode11, Episode14"
弾ける,はじける,"1. to burst open, to split open, to pop<br>2. to be bursting with (e.g. youth, laughter, flavor)<br>3. to bounce, to bound",Unlabeled,11,それは<b>弾ける</b>んかい！,Can you play that?,"Episode01, Episode02, Episode03, Episode05, Episode12, Episode13"
似合う,にあう,"1. to suit, to match, to become, to be like",N3,11,切りそろえた髪がとても<b>似合っ</b>てる,The trimmed hair suits you very well,"Episode01, Episode04, Episode06, Episode08, Episode09, Episode13, Episode14"
やめる,やめる,"1. to stop (an activity), to cease, to discontinue, to end, to quit<br>2. to cancel, to abandon, to give up, to abolish, to abstain, to refrain",Unlabeled,11,実は 入部するの<b>やめ</b>させてくださいって 言いにきたんです,"Actually, I came here to ask you not to join the club.","Episode01, Episode05, Episode07, Episode11, Episode14"
他,ほか,"1. other (place, thing, person), the rest<br>2. outside, beyond<br>3. nothing except, nothing but, nothing apart from, nothing aside from, no choice (but to)<br>4. besides..., in addition to...",N3,11,平沢さん <b>他</b>には どんなものが好き？,"Mr. Hirasawa, what else do you like?","Episode01, Episode04, Episode06, Episode09, Episode12, Episode14"
カワイイ,かわいい,"1. cute, adorable, charming, lovely, pretty<br>2. dear, precious, darling, pet<br>3. innocent, childlike, childish, lovable<br>4. dainty, cute little, tiny",Unlabeled,11,でも意外と <b>カワイイ</b>,But surprisingly cute,"Episode01, Episode04, Episode06, Episode07, Episode10"
冬,ふゆ,1. winter,N5,11,<b>冬</b>は コタツにこもりっきりだし,"In winter, I stay huddled under the kotatsu.","Episode01, Episode07, Episode13"
大事,だいじ,"1. important, serious, crucial<br>2. valuable, precious<br>3. serious matter, major incident, matter of grave concern, crisis<br>4. great undertaking, great enterprise, great thing<br>5. safe, OK",N4,11,<b>大事</b>にしてるもん！,I cherish it!,"Episode01, Episode02, Episode03, Episode04, Episode05, Episode06, Episode11, Episode12"
かっこいい,かっこいい,"1. attractive, good-looking, stylish, cool, smooth, neat, with-it, groovy",Unlabeled,11,わあ <b>かっこいい</b>かも！,"Wow, that might be cool!","Episode02, Episode08, Episode14"
今度,こんど,"1. this time, now<br>2. next time, another time, shortly, soon<br>3. recently, lately, the other day",N4,11,来月のお小遣い入ったら <b>今度</b>は私がごちそうするもん,"When I get next month's pocket money, I'll treat you to a feast.","Episode02, Episode05, Episode09, Episode10, Episode11, Episode12, Episode13, Episode14"
おお,おお,"1. large, big, great, major, important, serious, heavy, loud<br>2. older, senior<br>3. final, ultimate<br>4. rough, broad, general",Unlabeled,11,あの人はいい加減で <b>おお</b>ざっぱだから,That person is sloppy and sketchy.,"Episode02, Episode03, Episode09, Episode10, Episode11, Episode12, Episode13"
手,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",N5,11,欲しいものを<b>手</b>に入れるために,to get what you want,"Episode02, Episode05, Episode09, Episode10, Episode13"
欲しい,ほしい,"1. wanted, wished for, in need of, desired<br>2. I want (you) to",N5,11,私も今のベースが<b>欲しく</b>て 悩んで 悩んで,"I also wanted the base I have now, and I was worried and worried.","Episode02, Episode06, Episode07, Episode14"
イエーイ,イエーイ,1. Yay (Auto-translated),Unlabeled,11,<b>イエーイ</b> 私だよん！,"Hey, it's me!","Episode03, Episode04, Episode07"
昔,むかし,"1. olden days, former",N4,11,<b>昔</b>は結構 有名だったんだぞ,It was quite famous in the past.,"Episode04, Episode05, Episode06, Episode10, Episode12, Episode14"
ながら,ながら,While doing...,Unlabeled,11,不本意<b>ながら</b>も 軽音部の顧問になったことだし,"Even though I didn't want to, I became an advisor to the light music club.","Episode04, Episode05, Episode06, Episode12, Episode13"
メリークリスマース,メリークリスマース,1. Merry Christmas (Auto-translated),Unlabeled,11,こんにちは～ <b>メリークリスマース</b>,Hello ~ Merry Christmas,Episode07
あったかい,あたたかい,"1. warm, mild, (pleasantly) hot<br>2. considerate, kind, genial<br>3. warm (of a colour), mellow<br>4. having enough money",Unlabeled,11,これがあれば 冬も <b>あったかい</b>かも～,"If you have this, it will keep you warm in winter too.","Episode07, Episode10, Episode13"
ギー,ギー,1. ghee,Unlabeled,11,仕方ない 憂と<b>ギー</b>太と３人で鍋するか,"I can't help it, let's have a pot together with Yu and Gita.","Episode11, Episode12, Episode13, Episode14"
希望,きぼう,"1. hope, wish, aspiration",N3,10,軽音楽部に待望の入部<b>希望</b>者がやってきました,A long-awaited applicant for joining the light music club has arrived.,"Episode01, Episode02, Episode08, Episode09"
廃部,はいぶ,1. club disbandment,Unlabeled,10,<b>廃部</b>になるところだったんです,It was about to be disbanded.,"Episode01, Episode03, Episode05"
キレイ,きれい,"1. pretty, lovely, beautiful, fair<br>2. clean, clear, pure, tidy, neat<br>3. completely, entirely",Unlabeled,10,和ちゃんは 本当は心が<b>キレイ</b>な子,Kazu-chan is actually a child with a beautiful heart.,"Episode01, Episode04, Episode05, Episode07, Episode11"
軽い,かるい,"1. light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily)<br>2. light (i.e. of foot), effortless, nimble, agile<br>3. non-serious, minor, unimportant, trivial<br>4. slight, small, gentle, soft, easy, lighthearted (e.g. joke)<br>5. easy, simple<br>6. indiscriminate",N5,10,ミュートとは 弦に<b>軽く</b>触れて 音が伸びないようにする技術よ,Mute is the technique of lightly touching the strings to prevent the sound from elongating.,"Episode01, Episode04, Episode08, Episode09"
組,くみ,"1. set (of items)<br>2. group (of people), class (of students), company (esp. construction), family (i.e. mafia), team<br>3. typesetting, composition",N3,10,ホント？ 私も２<b>組</b>,Really? I also have 2 pairs,"Episode01, Episode06, Episode08, Episode09"
店,みせ,"1. store, shop, establishment, restaurant",N5,10,このお<b>店</b> 実はウチの系列のお店で,This shop is actually our affiliated shop.,"Episode01, Episode02, Episode11, Episode13"
これから,これから,"1. from now on, after this, in the future, in future<br>2. from here, from this point",N4,10,<b>これから</b>学祭までは 昼休みも練習するから,"From now until the school festival, I'll practice during my lunch break.","Episode01, Episode02, Episode07, Episode08, Episode09, Episode11"
あんた,あんた,1. you,Unlabeled,10,<b>あんた</b>ちっとも変わらないわね,You haven't changed at all.,"Episode01, Episode03, Episode05, Episode10, Episode11, Episode14"
いろいろ,いろいろ,"1. various, all sorts of, variety of<br>2. various colors (colours)",N5,10,<b>いろいろ</b>気になることはあるけど,I have a lot of concerns though.,"Episode01, Episode02, Episode05, Episode07, Episode08, Episode09, Episode10, Episode11"
本当に,ほんとうに,"1. really, truly",Unlabeled,10,<b>本当に</b> できた子だ！,He really is a great kid!,"Episode01, Episode03, Episode04, Episode07, Episode10, Episode12"
想像,そうぞう,"1. imagination, guess",N3,10,<b>想像</b>に一生懸命　現実は絶体絶命,"Trying hard to imagine, reality is desperate","Episode01, Episode02, Episode03, Episode04, Episode05, Episode06, Episode12"
入れる,いれる,"1. to put in, to let in, to take in, to bring in, to insert, to install (e.g. software), to set (a jewel, etc.), to ink in (e.g. tattoo)<br>2. to admit, to accept, to employ, to hire<br>3. to accept, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to<br>4. to include<br>5. to pay (one's rent, etc.)<br>6. to cast (a vote)<br>7. to make (tea, coffee, etc.)<br>8. to turn on (a switch, etc.)<br>9. to send (a fax), to call",N5,10,欲しいものを手に<b>入れる</b>ために,to get what you want,"Episode02, Episode11, Episode13, Episode14"
閉じる,とじる,"1. to close (e.g. book, eyes, meeting, etc.), to shut",N3,10,こうやって 目を<b>閉じる</b>と,When I close my eyes like this,"Episode03, Episode04, Episode14"
妹,いもうと,1. younger sister,N5,10,うん <b>妹</b>は帰ってきてると思う,"Yeah, I think my sister is back.","Episode03, Episode07, Episode08, Episode13"
しま,しま,"1. stripe, bar, streak<br>2. (weaved) stripe pattern (of 2 or more different colors)",Unlabeled,10,お邪魔<b>しま</b>ーす,Sorry to bother you,"Episode03, Episode07, Episode10, Episode11, Episode12, Episode13, Episode14"
友達,ともだち,"1. friend, companion",N5,10,ううん 昔 <b>友達</b>がね,"Well, I used to have a friend.","Episode03, Episode04, Episode05, Episode07, Episode11, Episode13, Episode14"
憂い,うい,"1. unhappy, sad, gloomy",Unlabeled,10,はじめまして 妹の<b>憂</b>です,"Nice to meet you, I'm your sister Yuu.","Episode03, Episode07, Episode08, Episode10, Episode12, Episode13"
皆さん,みなさん,"1. all, everyone, everybody",N5,10,なので<b>皆さん</b>も そんな感じで 気軽に入部してください,So please feel free to join as well.,"Episode03, Episode08, Episode09, Episode14"
ケーキ,ケーキ,1. cake,N4,10,唯ちゃん <b>ケーキ</b>持ってきたから あとで食べよう,"Yui-chan, I brought some cake, so let's eat it later.","Episode03, Episode05, Episode07, Episode08, Episode09"
変わる,かわる,"1. to change, to be transformed, to be altered, to vary<br>2. to move to<br>3. to be different, to be uncommon, to be unusual",N4,10,今年も 澪ちゃんのポジションは <b>変わら</b>ずかあ,Will Mio's position remain the same this year?,"Episode03, Episode05, Episode07, Episode08, Episode09, Episode13, Episode14"
着る,きる,"1. to wear (in modern Japanese, from the shoulders down), to put on<br>2. to bear (guilt, etc.)",N5,10,それに 唯ちゃん達は 喜んで<b>着</b>てるわよ,And Yui-chan and the others are happy to wear them.,"Episode04, Episode06, Episode07, Episode08, Episode09, Episode14"
一番,いちばん,"1. number one, first, first place<br>2. best, most<br>3. game, round, bout<br>4. as a test, as an experiment, by way of experiment, by way of trial, tentatively<br>5. song (e.g. in noh), piece",N3,10,今年のクリスマスは 今までで<b>一番</b>盛り上がってるかも,This year's Christmas may be the most exciting ever.,"Episode04, Episode07, Episode08, Episode10, Episode12, Episode14"
聞こえる,きこえる,"1. to be heard, to be audible<br>2. to be said to be, to be reputed",N4,10,<b>聞こえ</b>ない 聞こえない…,"I can't hear, I can't hear...","Episode04, Episode05"
ステージ,ステージ,1. stage<br>2. performance,N2,10,いつか あの<b>ステージ</b>に立つ！,Someday I'll stand on that stage!,"Episode05, Episode06, Episode11, Episode12, Episode13, Episode14"
顧問,こもん,"1. adviser, advisor, consultant",Unlabeled,10,不本意ながらも 軽音部の<b>顧問</b>になったことだし,"Even though I didn't want to, I became an advisor to the light music club.","Episode05, Episode06, Episode07, Episode08, Episode09"
声,こえ,"1. voice<br>2. singing (of a bird), chirping (of an insect), hoot<br>3. voice, opinion (as expressed in words), view, wish, attitude, will<br>4. sound<br>5. sense (of something's arrival), feeling<br>6. voice, voiced sound",N5,10,今まで<b>声</b>をかけてきた男は数知れず,There are countless men who have called out to me until now.,"Episode05, Episode06, Episode10, Episode11"
まま,まま,As is / Condition,Unlabeled,10,この<b>まま</b>唯には休んでおいてもらった方がいいのかも,Maybe it's better to just let Yui rest like this.,"Episode08, Episode09, Episode10, Episode11, Episode12, Episode13"
ふる,ふる,"1. used item, secondhand item<br>2. old, used, previous",Unlabeled,10,わき目も<b>ふら</b>ずに 練習に打ち込んできたなんて とても言えないけど,I can't really say that I devoted myself to practice without worrying about it.,"Episode08, Episode11, Episode12, Episode14"
そろそろ,そろそろ,"1. slowly, quietly, steadily, gradually, gingerly<br>2. soon, momentarily, before long, any time now",N4,9,それよりも <b>そろそろ</b>教えてよ,"Rather than that, please tell me soon.","Episode01, Episode03, Episode04, Episode08, Episode09, Episode11, Episode13"
あら,あら,"1. oh, ah",N1,9,<b>あら</b> もちろんボーッと過ごしていたわけじゃないのよ,"Oh, of course I wasn't just sitting around in a daze.","Episode01, Episode05, Episode12"
高い,たかい,"1. high, tall<br>2. expensive, high-priced<br>3. high (level), above average (in degree, quality, etc.)<br>4. loud<br>5. high-pitched, shrill",N5,9,そっか 澪にはハードル<b>高い</b>かもね,"I see, the hurdles might be high for Mio.","Episode01, Episode02, Episode05, Episode13"
実は,じつは,"1. as a matter of fact, by the way, to tell you the truth, to be honest, frankly",N3,9,<b>実は</b> 入部するのやめさせてくださいって 言いにきたんです,"Actually, I came here to ask you not to join the club.","Episode01, Episode02, Episode03, Episode07, Episode08, Episode12"
ほる,ほる,"1. to dig, to excavate, to hollow<br>2. to delve into<br>3. to dig up (e.g. vegetables)<br>4. (for two men) to have anal sex",Unlabeled,9,<b>ほ</b>わいと·くりすます？,White Christmas?,"Episode01, Episode07, Episode08, Episode11, Episode13, Episode14"
者,もの,1. person,N3,9,軽音楽部に待望の入部希望<b>者</b>がやってきました,A long-awaited applicant for joining the light music club has arrived.,"Episode01, Episode07, Episode09, Episode11, Episode12, Episode14"
キーボード,キーボード,1. keyboard,Unlabeled,9,ムギは いつも普通に<b>キーボード</b>弾いてるよな,Mugi is always playing the keyboard normally.,"Episode01, Episode02, Episode05, Episode06, Episode13, Episode14"
こっち,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,9,<b>こっち</b>には ムギがいるもんね～,There's wheat over here.,"Episode01, Episode02, Episode06, Episode07, Episode08, Episode09"
せっかく,せっかく,1. stone burial chamber,Unlabeled,9,<b>せっかく</b>のカモを ここで手放すわけにはいかないぜ,I can't let go of my precious duck here.,"Episode01, Episode03, Episode04, Episode08, Episode11, Episode14"
とりあえず,とりあえず,"1. first of all, at once, right away<br>2. for now, for the time being",Unlabeled,9,<b>とりあえず</b>最初は コードを覚えるといいよ,It's best to memorize the code first.,"Episode01, Episode02, Episode03, Episode07, Episode09, Episode13"
すっごい,すっごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)",Unlabeled,9,でも 何だか <b>すっごく</b>楽しそうでした,But it seemed like a lot of fun,"Episode01, Episode06, Episode10, Episode11, Episode13, Episode14"
どうぞ,どうぞ,"1. please, kindly, I beg of you<br>2. by all means, feel free, you are welcome<br>3. here you are",N5,9,<b>どうぞ</b> 召し上がって,Please enjoy it.,"Episode01, Episode03, Episode06, Episode08, Episode09"
ううん,ううん,"1. um, er, well<br>2. nuh-uh, no<br>3. oof",Unlabeled,9,<b>ううん</b> 前にも言ったと思うけど,"Yeah, I think I said it before.","Episode01, Episode02, Episode04, Episode05, Episode09, Episode10, Episode11, Episode13"
わけ,わけ,Reason / Conclusion,Unlabeled,9,せっかくのカモを ここで手放す<b>わけ</b>にはいかないぜ,I can't let go of my precious duck here.,"Episode01, Episode03, Episode05, Episode07, Episode09, Episode10, Episode12"
何とか,なんとか,"1. something, something or other, so-and-so<br>2. somehow, anyhow, one way or another",N3,9,<b>何とか</b> 間に合った～,Somehow I made it in time~,"Episode01, Episode04, Episode05, Episode11"
こんなに,こんなに,"1. so, like this, in this way",N3,9,今日は 私がギターを忘れたせいで <b>こんなに</b>遅れてしまいました,I'm so late today because I forgot my guitar.,"Episode01, Episode02, Episode04, Episode06, Episode10, Episode12, Episode14"
ワン,ワン,1. one,Unlabeled,9,<b>ワン</b> ツー スリー フォー,one two three four,"Episode01, Episode06, Episode10, Episode11, Episode12, Episode14"
どうして,どうして,"1. how, in what way, by what means<br>2. why, for what reason, for what purpose, what for<br>3. cannot possibly<br>4. no way",N5,9,<b>どうして</b> そんなものばっかりなんだ！,Why are there so many things like that?,"Episode01, Episode07, Episode09, Episode14"
足,あし,"1. foot, paw, arm (of an octopus, squid, etc.)<br>2. leg<br>3. gait<br>4. pace<br>5. bottom structural component (i.e. radical) of a kanji<br>6. means of transportation<br>7. money, coin",N5,9,白鳥達はそう　見えないところでバタ<b>足</b>するんです,The swans fly in places you can't see.,"Episode01, Episode02, Episode03, Episode04, Episode05, Episode06, Episode07, Episode10"
一生懸命,いっしょうけんめい,"1. very hard, with utmost effort, with all one's might, for dear life",N4,9,それが今は <b>一生懸命</b>になってる,But now I'm working hard,"Episode01, Episode02, Episode03, Episode04, Episode05, Episode06, Episode07, Episode08, Episode11"
紬,ツムギ,Tsumugi,Unlabeled,9,律さんに <b>紬</b>さんまで,From Ritsu-san to Tsumugi-san,"Episode02, Episode06, Episode08, Episode10, Episode11, Episode12"
っぽい,っぽい,"1. -ish, -like",Unlabeled,9,ムギちゃんは かなり お嬢様<b>っぽい</b>です,Mugi-chan looks quite like a young lady.,"Episode02, Episode04, Episode07, Episode08, Episode10, Episode11"
ええ,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",N5,9,<b>ええ</b> でも めったに出会えない,"Yes, but we rarely meet","Episode02, Episode04, Episode05, Episode11, Episode12"
頼む,たのむ,"1. to request, to beg, to ask<br>2. to call, to order, to reserve<br>3. to entrust to<br>4. to rely on<br>5. please, please do",N5,9,食べきれもしない牛丼の特盛りを<b>頼ん</b>で,I ordered a special beef bowl that I couldn't finish.,"Episode02, Episode03, Episode06, Episode11, Episode13"
さすが,さすが,"1. as one would expect, just as you'd expect (from), just like (someone)<br>2. still, all the same, after all<br>3. even ... (e.g. ""even a genius"")",Unlabeled,9,<b>さすが</b>～ 頼りになる！,As expected~ Dependable!,"Episode02, Episode03, Episode04, Episode05, Episode06, Episode09"
家,いえ,"1. house, residence, dwelling<br>2. family, household<br>3. lineage, family name",N5,9,真鍋和です 唯とは<b>家</b>が近所で,My name is Kazu Manabe and I live close to Yui.,"Episode02, Episode03, Episode05, Episode07, Episode10"
とる,とる,"1. to take (a photo)<br>2. to record (video, audio, etc.), to make (a film)",Unlabeled,9,鏡の前で ポーズ<b>とっ</b>たり 写真撮ったり,Posing in front of the mirror and taking pictures,"Episode02, Episode03, Episode04, Episode07, Episode10, Episode11, Episode14"
うち,うち,Inside / While,N4,9,今の<b>うち</b>に 私たちのサイン もらっといたほうがいいよ,You'd better get our autographs now.,"Episode03, Episode05, Episode08, Episode14"
そして,そして,"1. and, and then, thus, and now, and finally",N5,9,<b>そして</b> やけになりヘビメタの道を突き進んで突き進んで,"Then, in desperation, I pushed forward on the path of heavy metal.","Episode03, Episode04, Episode07, Episode08, Episode11, Episode12"
クラス,クラス,1. class,N5,9,高校でも同じ<b>クラス</b>になりました,We were in the same class in high school,"Episode03, Episode06, Episode08, Episode11, Episode13"
まったく,まったく,"1. really, truly, entirely, completely, wholly, perfectly<br>2. indeed<br>3. good grief",Unlabeled,9,<b>まったく</b> 顧問を忘れるなんて どういうこと？,What do you mean you forgot your advisor at all?,"Episode03, Episode04, Episode07, Episode08, Episode10, Episode12, Episode13"
力,ちから,"1. force, strength, might, vigour, vigor, energy<br>2. capability, ability, proficiency, capacity, faculty<br>3. efficacy, effect<br>4. effort, endeavours, endeavors, exertions<br>5. power, authority, influence, good offices, agency<br>6. support, help, aid, assistance<br>7. stress, emphasis<br>8. means, resources",N4,9,残念だが 私の<b>力</b>ではどうすることもできない,"I'm sorry, but there's nothing I can do about it.","Episode03, Episode09, Episode10, Episode11"
二乗,にじょう,"1. squaring, multiplying (a number) by itself, second power",Unlabeled,9,ｘ<b>二乗</b>ｙマイナス４ｙは,x squared y minus 4y is,Episode03
全部,ぜんぶ,"1. all, entire, whole, altogether",N5,9,他のことは<b>全部</b> 忘れちゃうって,I'll forget everything else,"Episode03, Episode04, Episode06, Episode08, Episode09, Episode11, Episode13, Episode14"
いつか,いつか,"1. sometime, someday, one day, some time or other, the other day, in due course, in time",N3,9,<b>いつか</b> あのステージに立つ！,Someday I'll stand on that stage!,"Episode04, Episode13, Episode14"
なさる,なさる,1. to do,N4,9,罰として 唯ちゃんは これに着替え<b>なさい</b>,"As punishment, Yui-chan will have to change into this.","Episode04, Episode05, Episode07, Episode11, Episode12"
すぐ,すぐ,"1. immediately, at once, right away, directly<br>2. soon, before long, shortly<br>3. easily, readily, without difficulty<br>4. right (near), nearby, just (handy)<br>5. honest, upright, frank, straightforward",Unlabeled,9,浜辺にあるものを <b>すぐ</b>に片づけて,Clean up everything on the beach immediately,"Episode05, Episode09, Episode10, Episode12, Episode13"
去年,きょねん,1. last year,N5,9,<b>去年</b>にも こんなことあったな,Something like this happened last year too.,"Episode05, Episode07, Episode10, Episode11"
落ち着く,おちつく,"1. to calm down, to compose oneself, to regain presence of mind<br>2. to calm down, to settle down, to die down, to become stable, to abate<br>3. to settle down (in a location, job, etc.), to settle in<br>4. to be settled, to be fixed, to have been reached<br>5. to harmonize with, to harmonise with, to match, to suit, to fit<br>6. to be unobtrusive, to be quiet, to be subdued",Unlabeled,9,これが<b>落ち着い</b>ていられますか！,Can you stay calm like this?,"Episode05, Episode06, Episode09, Episode10, Episode13, Episode14"
いらっしゃる,いらっしゃる,"1. to come, to go, to be (somewhere)<br>2. to be (doing)",N4,9,えッ ええと 紬さんは<b>いらっしゃい</b>ますかしら？,"Um, um, is Tsumugi-san here?","Episode06, Episode07, Episode08, Episode10, Episode11, Episode12, Episode13"
二,に,1. two,N5,9,<b>二</b>人の距離　縮められるのにな,I wish the distance between us could be reduced,"Episode06, Episode12, Episode14"
ゃん,ゃん,1. Nyan (Auto-translated),Unlabeled,9,よかったね あずに<b>ゃん</b>２号 何でもなくて,"That's good, Azunyan No. 2. It's nothing.","Episode09, Episode10, Episode12, Episode13"
かぜ,かぜ,"1. wind, breeze, draught, draft<br>2. manner, behaviour, behavior<br>3. cold, influenza",Unlabeled,9,<b>かぜ</b>を完璧に治すこと,completely cure a cold,"Episode11, Episode12"
クラブ,クラブ,1. nightclub<br>2. clubs (card suit)<br>3. golf club,N1,8,次は 軽音楽部による <b>クラブ</b>紹介と演奏です,Next is a club introduction and performance by the light music club.,"Episode01, Episode03, Episode05, Episode08"
つもり,つもり,"1. intention, plan<br>2. conviction, belief",N4,8,まさか これを彼氏にあげる<b>つもり</b>だったんですか？,Were you planning on giving this to your boyfriend?,"Episode01, Episode04, Episode06, Episode07"
それで,それで,"1. and, thereupon, because of that",N4,8,<b>それで</b> プロになったら,So when you become a professional,"Episode01, Episode03, Episode04, Episode05, Episode08, Episode09, Episode11, Episode12"
いかが,いかが,"1. how, in what way, how about<br>2. questionable",N5,8,ご一緒に ポテトも <b>いかが</b>ですか？,Would you like some fries with your meal?,"Episode01, Episode02, Episode05, Episode13, Episode14"
初めて,はじめて,"1. for the first time<br>2. only after ... is it ..., only when ... do you ...",N5,8,今日は 梓ちゃんと<b>初めて</b>のお出かけです,Today is my first outing with Azusa.,"Episode01, Episode02, Episode04, Episode06, Episode10, Episode14"
名前,なまえ,"1. name<br>2. given name, first name",N5,8,ここに<b>名前</b>書いて ハンコ押すだけ,Just write your name here and press the stamp.,"Episode01, Episode05, Episode09, Episode11, Episode13, Episode14"
ただ,ただ,"1. ordinary, common, usual<br>2. free of charge<br>3. unaffected, as is, safe<br>4. only, merely, just, simply<br>5. but, however, nevertheless",N3,8,キサマ <b>ただ</b>でやめられると思ってるのか,Kisama: Do you think you can quit for free?,"Episode01, Episode02, Episode03, Episode05, Episode10, Episode11"
ツー,ツー,1. two<br>2. dash (in Morse code),Unlabeled,8,ワン <b>ツー</b> スリー フォー,one two three four,"Episode01, Episode06, Episode10, Episode11, Episode12"
ピック,ピック,"1. pick, plectrum<br>2. ice pick<br>3. pickaxe<br>4. pick (of an ice axe)<br>5. pick (tool for picking a lock), lock pick",Unlabeled,8,能ある鷹はそう　見えないとこに<b>ピック</b>隠すんです,A talented hawk hides his pick somewhere out of sight.,"Episode01, Episode02, Episode03, Episode04, Episode05, Episode06, Episode13, Episode14"
