Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
物,もの,"1. thing, object, article, stuff, substance<br>2. one's things, possessions, property, belongings<br>3. things, something, anything, everything, nothing<br>4. quality<br>5. reason, the way of things<br>6. used to emphasize emotion, judgment, etc., used to indicate a common occurrence in the past (after a verb in past tense), used to indicate a general tendency, used to indicate something that should happen<br>7. item classified as ..., item related to ..., work in the genre of ...<br>8. cause of ..., cause for ...<br>9. somehow, somewhat, for some reason<br>10. really, truly",N5,15,つまり <b>物</b>に触れることもできる,"In other words, you can touch things.","S01E02, S01E04, S01E05, S01E06, S01E09, S01E16, S01E17, S01E20, S01E21, S01E22"
勘違い,かんちがい,"1. misunderstanding, mistaken idea, wrong guess",N2,15,妹が 楠雄君に<b>勘違い</b>されたと,My sister was mistaken for Kusuo-kun.,"S01E02, S01E04, S01E07, S01E08, S01E09, S01E12, S01E13, S01E20, S01E24"
壁,かべ,"1. wall, partition<br>2. barrier, obstacle<br>3. Chinese ""Wall"" constellation (one of the 28 mansions)",N4,15,今までは <b>壁</b>どころか,"Until now, there was nothing like a wall","S01E02, S01E06, S01E21, S01E24"
引く,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",N5,15,次はオレが<b>引く</b>っスね！,I'll pull it next!,"S01E02, S01E03, S01E04, S01E12, S01E16, S01E20, S01E21, S01E22, S01E23"
蝶,ちょう,1. butterfly,N1,15,<b>蝶</b>野さんが箱へ！,Mr. Chono goes to the box!,"S01E03, S01E05, S01E09, S01E24"
パーティー,パーティー,"1. party (gathering, celebration, etc.)<br>2. party (group, political, etc.)",N5,15,ホーム<b>パーティー</b>にしても,Even if it's a home party,"S01E03, S01E04, S01E07, S01E15, S01E16, S01E23, S01E24"
方法,ほうほう,"1. method, process, manner, way, means, technique",N3,15,なんとか金に換える<b>方法</b>はないか,Is there any way to exchange it for money?,"S01E03, S01E04, S01E07, S01E08, S01E09, S01E14, S01E15, S01E18, S01E21"
秒,びょう,1. second (unit of time)<br>2. arc second,N3,15,"僕は目を覚まして 0,2<b>秒</b>で理解した",I woke up and understood within 0.2 seconds.,"S01E03, S01E06, S01E08, S01E09, S01E14, S01E16, S01E18, S01E20, S01E21, S01E24"
チッ,チェ,"1. tsk, tut, shoot, dang<br>2. chirp",Unlabeled,15,<b>チッ</b> 悪い夢でも見てるようだぜ,"Tsk, it's like I'm having a bad dream","S01E03, S01E04, S01E05, S01E10, S01E13, S01E17, S01E18, S01E19, S01E23"
返す,かえす,"1. to return (something), to restore, to put back<br>2. to turn over, to turn upside down, to overturn<br>3. to pay back, to retaliate, to reciprocate<br>4. to respond (with), to retort, to reply, to say back<br>5. to do ... back (e.g. speak back, throw back)<br>6. to do again, to do repeatedly",N5,15,<b>返さ</b>せてもらう！,I'll give it back!,"S01E03, S01E06, S01E09, S01E11, S01E13, S01E14, S01E15, S01E17, S01E20, S01E22"
話す,はなす,"1. to talk, to speak, to converse, to chat<br>2. to tell, to explain, to narrate, to mention, to describe, to discuss<br>3. to speak (a language)",N5,15,もっと<b>話し</b>たいのに！ もおお～！,I want to talk more! Moooo!,"S01E03, S01E04, S01E11, S01E12, S01E16, S01E19, S01E20, S01E24"
渡す,わたす,"1. to ferry across (e.g. a river), to carry across, to traverse<br>2. to lay across, to build across<br>3. to hand over, to hand in, to pass, to give, to transfer",N5,15,誰かに<b>渡す</b>ことは もはや明白！,It's obvious to give it to someone!,"S01E03, S01E05, S01E07, S01E08, S01E09, S01E16, S01E22, S01E23"
落ちる,おちる,"1. to fall down, to drop, to fall (e.g. rain), to sink (e.g. sun or moon), to fall onto (e.g. light or one's gaze), to be used in a certain place (e.g. money)<br>2. to be omitted, to be missing<br>3. to decrease, to sink<br>4. to fail (e.g. exam or class), to lose (contest, election, etc.)<br>5. to crash, to degenerate, to degrade, to fall behind<br>6. to become indecent (of a conversation)<br>7. to be ruined, to go under<br>8. to fade, to come out (e.g. a stain), to come off (e.g. makeup), to be removed (e.g. illness, possessing spirit, name on a list)<br>9. to fall (into someone's hands), to become someone's possession<br>10. to fall (into a trap), to fall (for a trick)<br>11. to give in, to give up, to confess, to flee<br>12. to fall, to be defeated, to surrender<br>13. to come to (in the end), to end in<br>14. to fall (in love, asleep, etc.)<br>15. to swoon (judo)<br>16. to consent, to understand<br>17. to go down (of a website, server, etc.), to crash<br>18. to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline<br>19. to die<br>20. to move to the depths<br>21. to go down (of a website, server, etc.)",N1,15,はい 転校生も<b>落ち</b>たっと,"Yes, the transfer student also failed.","S01E04, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E22, S01E23"
静か,しずか,"1. quiet, silent<br>2. slow, unhurried<br>3. calm, peaceful",N5,15,家で<b>静か</b>に過ごしたいものだ,I want to spend a quiet time at home,"S01E04, S01E07, S01E09, S01E11, S01E12, S01E14, S01E16, S01E18, S01E19, S01E21, S01E24"
装置,そうち,"1. equipment, device, installation, apparatus<br>2. stage setting",N3,15,制御<b>装置</b>には発信機が付いてるんだ,The control device is equipped with a transmitter.,"S01E05, S01E12, S01E13, S01E21"
買える,かいあたえる,1. to buy as a gift,Unlabeled,15,金で<b>買え</b>ないものもあるってことだ,It means that there are some things that money can't buy.,"S01E06, S01E08, S01E16, S01E17, S01E19, S01E23"
アポート,アボート,1. abort,Unlabeled,15,<b>アポート</b>！,Apport!,"S01E06, S01E11, S01E18, S01E19, S01E21"
元気,げんき,"1. lively, full of spirit, energetic, vigorous, vital, spirited<br>2. healthy, well, fit, in good health",N5,15,<b>元気</b>出して お姉ちゃん！,"Cheer up, sister!","S01E06, S01E12, S01E14, S01E20, S01E21, S01E24"
付く,つく,"1. to be attached, to be connected with, to adhere, to stick, to cling<br>2. to remain imprinted, to scar, to stain, to dye<br>3. to bear (fruit, interest, etc.)<br>4. to be acquired (of a habit, ability, etc.), to increase (of strength, etc.)<br>5. to take root<br>6. to accompany, to attend, to follow, to study with<br>7. to side with, to belong to<br>8. to possess, to haunt<br>9. to be lit, to be lighted<br>10. to be settled, to be resolved, to be decided<br>11. to be given (of a name, price, etc.)<br>12. to be sensed, to be perceived<br>13. to be lucky<br>14. to become (a state, condition, etc.)",N4,15,箱には両方 カギが<b>付い</b>てるから,Both boxes have keys.,"S01E09, S01E10, S01E11, S01E13, S01E16, S01E17, S01E18, S01E19, S01E21, S01E23"
ぼる,ぼる,"1. to ask a high price, to overcharge",Unlabeled,15,校長室のつ<b>ぼ</b>を盗み出したんだ！,I stole the pot from the principal's office!,"S01E10, S01E14, S01E23"
薬,くすり,"1. medicine, pharmaceuticals, (legal) drugs, pill, ointment, salve<br>2. efficacious chemical (gunpowder, pesticide, etc.)<br>3. (pottery) glaze<br>4. (illegal) drug, narcotic<br>5. small bribe",N5,15,とても現代科学では作れない<b>薬</b>だ,It's a drug that modern science can't make.,"S01E12, S01E22"
ヶ月,かげつ,1. months (period of),N1,14,生後１<b>ヶ月</b>で 歩くことができた,I was able to walk at 1 month old,"S01E01, S01E03, S01E04, S01E06, S01E09, S01E13, S01E15, S01E16, S01E17, S01E21, S01E24"
高い,たかい,"1. high, tall<br>2. expensive, high-priced<br>3. high (level), above average (in degree, quality, etc.)<br>4. loud<br>5. high-pitched, shrill",N5,14,“他店より１円でも<b>高い</b>場合”と,“If it is even 1 yen more expensive than other stores”,"S01E01, S01E03, S01E05, S01E06, S01E07, S01E12, S01E16, S01E19, S01E20, S01E21, S01E23, S01E24"
あまり,あまり,"1. remainder, remnant, rest, balance, surplus, remains (of a meal), leftovers<br>2. (not) very, (not) much<br>3. too much, excessively, overly<br>4. extreme, great, severe, tremendous, terrible<br>5. more than, over",N5,14,しかも <b>あまり</b>得意ではない,And I'm not very good at it,"S01E01, S01E07, S01E09, S01E10, S01E11, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20"
勝負,しょうぶ,"1. victory or defeat<br>2. match, contest, game, bout",N2,14,まさに君との<b>勝負</b>にふさわしい！,I'm the perfect match for you!,"S01E01, S01E02, S01E10, S01E16, S01E17, S01E20, S01E21, S01E22"
読める,よめる,"1. to be able to read, to be legible, to be decipherable<br>2. to be readable (text, etc.), to read well<br>3. to understand, to divine, to perceive, to see",Unlabeled,14,師匠は心が<b>読める</b>お方！,Master is someone who can read minds!,"S01E01, S01E04, S01E09, S01E10, S01E18, S01E19, S01E21"
心配,しんぱい,"1. worry, concern, anxiety, uneasiness, fear<br>2. care, help, aid, assistance",N4,14,もう <b>心配</b>させないでよ～！,Don't make me worry anymore!,"S01E01, S01E04, S01E05, S01E09, S01E10, S01E11, S01E13, S01E15, S01E18, S01E21, S01E22, S01E23"
くん,くん,"1. Mr (junior), master, boy",Unlabeled,14,それと 海藤<b>くん</b>！,And Kaito-kun!,"S01E01, S01E05, S01E13, S01E18, S01E20"
投げる,なげる,"1. to throw, to hurl, to fling, to toss, to cast<br>2. to give up, to abandon, to throw away<br>3. to cast (a glance, shadow, doubt, etc.)",N4,14,僕はボールを<b>投げる</b>力の調整が,[Unavailable],"S01E02, S01E05, S01E06, S01E10, S01E17, S01E21, S01E22, S01E23"
こりゃ,こりゃ,"1. hey there, I say, see here",Unlabeled,14,<b>こりゃ</b> 厳しいだろ さすがに,"It's really tough, isn't it?","S01E02, S01E03, S01E05, S01E08, S01E10, S01E12, S01E14, S01E24"
もはや,もはや,"1. already, now<br>2. no longer, not any more",Unlabeled,14,誰かに渡すことは <b>もはや</b>明白！,It's obvious to give it to someone!,"S01E02, S01E03, S01E05, S01E06, S01E08, S01E11, S01E14, S01E15, S01E17, S01E20, S01E22, S01E24"
目立つ,めだつ,"1. to be conspicuous, to stand out",N2,14,僕は<b>目立つ</b>ことなく生活できている,I can live my life without attracting attention.,"S01E02, S01E04, S01E06, S01E09, S01E20, S01E21, S01E22"
作戦,さくせん,"1. tactics, strategy<br>2. military operation, naval operation",N1,14,では <b>作戦</b>会議を始めよう,Let's start the strategy meeting.,"S01E02, S01E06, S01E08, S01E10, S01E14, S01E16, S01E21, S01E22, S01E24"
まず,まず,"1. first (of all), firstly, to begin with, before anything else<br>2. probably, most likely, almost certainly, virtually<br>3. more or less (satisfactory), on the whole, reasonably<br>4. anyway, at any rate, for now (at least), for the time being",N4,14,<b>まず</b> 私と斉木君は,"First of all, me and Saiki-kun","S01E02, S01E04, S01E06, S01E10, S01E13, S01E14, S01E15, S01E17, S01E20, S01E24"
おかしい,おかしい,"1. funny, amusing, comical, laughable, ridiculous<br>2. strange, odd, funny, peculiar, weird, unusual, eccentric<br>3. improper, unsuitable, unbecoming<br>4. suspicious",N4,14,<b>おかしい</b>と思った！,I thought it was funny!,"S01E02, S01E04, S01E08, S01E10, S01E15, S01E17, S01E18, S01E23, S01E24"
失敗,しっぱい,"1. failure, mistake, blunder",N4,14,作戦は全て<b>失敗</b>に終わった,All operations ended in failure,"S01E02, S01E03, S01E06, S01E10, S01E16, S01E17, S01E24"
続く,つづく,"1. to continue, to last, to go on<br>2. to continue (without a break), to be unbroken<br>3. to occur again and again<br>4. to lead to, to connect to, to adjoin<br>5. to come after, to follow, to succeed, to rank next to<br>6. to hold out, to keep, to last",N4,14,次回に<b>続い</b>てしまうとはな,I don't think it will continue next time.,"S01E02, S01E03, S01E04, S01E05, S01E12, S01E13, S01E16, S01E17, S01E22, S01E23, S01E24"
運ぶ,はこぶ,"1. to carry, to transport, to move, to convey<br>2. to come, to go<br>3. to wield (a tool, etc.), to use<br>4. to go (well, etc.), to proceed, to progress",N4,14,ここまでは君が<b>運ぶ</b>んだ！,You'll carry it this far!,"S01E02, S01E04, S01E10, S01E12, S01E13, S01E15, S01E21"
べし,べし,"1. shall, should, must",Unlabeled,14,する<b>べき</b>ことがあるだろ！,There's something to do!,"S01E02, S01E03, S01E05, S01E06, S01E10, S01E16, S01E17, S01E18, S01E20, S01E21, S01E23, S01E24"
息子,むすこ,1. son<br>2. penis,N4,14,<b>息子</b>です！,It's my son!,"S01E02, S01E04, S01E08, S01E09, S01E11, S01E14, S01E15, S01E16, S01E23"
価値,かち,"1. value, worth, merit",N3,14,これに 980円の<b>価値</b>がつくことは,This is worth 980 yen.,"S01E02, S01E06, S01E11, S01E12, S01E13, S01E18, S01E19, S01E21, S01E23"
隠す,かくす,"1. to hide, to conceal",N3,14,別に<b>隠す</b>ことないじゃないですか,"There's nothing to hide, right?","S01E02, S01E04, S01E07, S01E09, S01E10, S01E11, S01E12, S01E15, S01E17, S01E19, S01E23"
地,ち,"1. earth, ground, land, soil<br>2. place<br>3. territory<br>4. bottom (of a package, book, etc.)<br>5. earth (one of the five elements)",N3,14,この辺に遊園<b>地</b>があるなんて,There's an amusement park around here,"S01E02, S01E07, S01E10, S01E12, S01E13, S01E19, S01E20, S01E22"
打つ,うつ,"1. to hit, to strike, to knock, to beat, to punch, to slap, to tap, to bang, to clap, to pound<br>2. to strike (noon, etc.), to sound (cymbals, etc.), to beat (a drum, etc.)<br>3. to beat (rhythmically, e.g. pulse, waves, etc.)<br>4. to move, to impress, to touch<br>5. to drive in, to hammer in, to put in, to inject<br>6. to type, to send, to transmit<br>7. to insert, to write in, to mark<br>8. to make (noodles, etc.), to prepare<br>9. to till (soil)<br>10. to sprinkle, to throw, to cast<br>11. to do, to carry out, to play, to perform, to engage in (gambling, etc.)<br>12. to pay (a deposit, etc.)<br>13. to visit (on a pilgrimage)<br>14. to line (a coat)<br>15. to bind (a criminal)",N4,14,どおりで<b>打ち</b>にくいワケだな！,That's why it's hard to hit on the street!,"S01E02, S01E07, S01E08, S01E09, S01E17, S01E22, S01E24"
軽い,かるい,"1. light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily)<br>2. light (i.e. of foot), effortless, nimble, agile<br>3. non-serious, minor, unimportant, trivial<br>4. slight, small, gentle, soft, easy, lighthearted (e.g. joke)<br>5. easy, simple<br>6. indiscriminate",N5,14,おかげで体が<b>軽くっ</b>て～！,"Thanks to you, I feel lighter!","S01E02, S01E04, S01E05, S01E06, S01E11, S01E14, S01E16, S01E17, S01E22, S01E24"
こちら,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,14,<b>こちら</b>の方にも聞いてみましょう,Let's ask this person too.,"S01E03, S01E06, S01E08, S01E09, S01E14, S01E15, S01E16, S01E20, S01E22"
水,みず,"1. water (esp. cool, fresh water, e.g. drinking water)<br>2. fluid (esp. in an animal tissue), liquid<br>3. flood, floodwaters<br>4. water offered to wrestlers just prior to a bout<br>5. break granted to wrestlers engaged in a prolonged bout",N5,14,凶器は<b>水</b>に溶けるから,The murder weapon dissolves in water,"S01E03, S01E04, S01E06, S01E07, S01E08, S01E11, S01E13, S01E17, S01E20, S01E23"
ちょうど,ちょうど,"1. exactly, precisely, just, right<br>2. as if, as though, quite",N5,14,あ！ 斉木君 <b>ちょうど</b>よかった！,"a! Saiki-kun, it was just right!","S01E03, S01E04, S01E06, S01E11, S01E13, S01E16, S01E17, S01E18, S01E20, S01E22, S01E23"
サイ,サイ,1. psi,Unlabeled,14,<b>サイ</b>!? いいところに来たニャ！,Sai!? You’ve come to the right place!,"S01E04, S01E05, S01E10, S01E11, S01E14"
ちの,チノ,"1. chinos, chino pants<br>2. Chino",Unlabeled,14,オレっ<b>ちの</b>愛をよ！,Give me your love!,"S01E04, S01E10, S01E11, S01E14, S01E17, S01E18, S01E20, S01E21, S01E23"
難しい,むずかしい,"1. difficult, hard, troublesome, complicated, serious (disease, problem, etc.)<br>2. impossible, unfeasible<br>3. fussy, particular, fastidious, hard to please, displeased<br>4. gloomy, glum, sullen, serious (look)<br>5. dirty, unclean, filthy, detestable<br>6. unpleasant, uncomfortable, creepy, spooky",N5,14,力加減が<b>難しい</b>こと,Difficult to adjust force,"S01E04, S01E05, S01E06, S01E08, S01E10, S01E11, S01E13, S01E20, S01E21"
残念,ざんねん,"1. deplorable, regrettable, disappointing, vexing, unfortunate",N4,14,今 とても<b>残念</b>な予知が視えた,I now see a very unfortunate prediction.,"S01E04, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12, S01E19, S01E22"
台,だい,"1. stand, rack, table, bench, podium, pedestal, platform, stage<br>2. support, holder, rack<br>3. counter for machines, incl. vehicles<br>4. setting (e.g. in jewellery)<br>5. level (e.g. price level), range (e.g. after physical units), period (of time, e.g. a decade of one's life)<br>6. elevated area<br>7. viewing platform<br>8. dish tray<br>9. meal<br>10. tall building, tower",N3,14,証言<b>台</b>に立ってくれて ありがとう,Thank you for taking the witness stand.,"S01E04, S01E06, S01E08, S01E09, S01E11, S01E12, S01E15, S01E16, S01E19, S01E20, S01E24"
にとって,にとって,"1. to, for, from the standpoint of, as far as ... is concerned",Unlabeled,14,僕<b>にとって</b>最悪の学校行事である,This is the worst school event for me.,"S01E04, S01E06, S01E09, S01E11, S01E17, S01E18, S01E19, S01E21, S01E22, S01E24"
着く,つく,"1. to arrive at, to reach<br>2. to sit on, to sit at (e.g. the table)",N5,14,店が開店するころに<b>着く</b>はず,I should arrive by the time the store opens.,"S01E05, S01E06, S01E12, S01E13, S01E15, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24"
点,ちょぼ,"1. dot, point, mark<br>2. gidayū musicians (in kabuki)",N4,14,SSS組には300<b>点</b>が加算されます,300 points will be added to the SSS group.,"S01E05, S01E09, S01E18, S01E20, S01E21, S01E22"
派,は,"1. clique, group, coterie<br>2. (political) faction, wing, party, camp<br>3. school<br>4. sect, denomination",N1,14,“犬<b>派</b>か猫派か？”というのがある,“Are you a dog person or a cat person?”,"S01E05, S01E06, S01E07, S01E14"
走る,はしる,"1. to run<br>2. to run (of a vehicle), to drive, to travel, to move, to sail<br>3. to rush (to), to dash, to race<br>4. to retreat, to flee, to defect (to)<br>5. to run away, to abscond, to elope<br>6. to flash (of lightning), to streak, to shoot (through; e.g. of pain), to run (through), to flare, to flit (e.g. across one's face), to spread quickly (of news, shock, etc.)<br>7. to go (e.g. bad, to extremes), to become, to turn, to take to (e.g. crime), to get carried away by (e.g. one's emotions), to get involved in, to get wrapped up in<br>8. to run (through; of a road, street, etc.), to extend (e.g. of a mountain range), to stretch, to lie",N5,14,次の走者は <b>走る</b>女神 照橋さん！,The next runner is the running goddess Teruhashi!,"S01E05, S01E06, S01E17, S01E21, S01E22"
妙,みょう,"1. strange, weird, odd, curious<br>2. wonder, mystery, miracle, excellence<br>3. cleverness, adroitness, knack, skill",N3,14,でも <b>妙</b>な期待はしないこと,But don't have any strange expectations,"S01E05, S01E06, S01E09, S01E11, S01E13, S01E14, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22"
いくら,いくら,"1. how much<br>2. something over, and something, -odd<br>3. however (much), no matter how",N5,14,<b>いくら</b>何でも無理があるだろう,It would be impossible no matter how much,"S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E16, S01E18, S01E23"
千,せん,"1. 1,000, thousand",N5,14,じゃあ １億５<b>千</b>万で どうだ！,So how about 150 million?,"S01E06, S01E13, S01E15, S01E18, S01E23"
怪しい,あやしい,"1. suspicious, dubious, questionable, dodgy, shady, fishy<br>2. doubtful, unsure, uncertain, unlikely, implausible<br>3. untrustworthy, unreliable, clumsy, awkward, shaky, poor<br>4. strange, weird, eerie, spooky, uncanny<br>5. ominous (e.g. weather), threatening, dangerous (e.g. financial situation), uncertain<br>6. suspicious (of a potential amorous relation)<br>7. mysterious, bewitching, alluring, enticing, enchanting",N2,14,<b>怪しい</b>錠剤を飲んで寝るだけなの！,Just take some suspicious pills and go to sleep!,"S01E06, S01E10, S01E11, S01E18, S01E20, S01E21, S01E22"
卒業,そつぎょう,"1. graduation, completion (of a course)<br>2. moving on (from), outgrowing (something), leaving (a group, company, etc.), quitting",N4,14,<b>卒業</b>とこれは関係ねェだろ！,This has nothing to do with graduation!,"S01E06, S01E14, S01E18, S01E22"
デート,デート,"1. date (with someone), (social) outing (for two), date night<br>2. date (day)",N3,14,隣町で<b>デート</b>していたというのは,The fact that they were on a date in the next town,"S01E09, S01E16, S01E18, S01E20, S01E21, S01E22"
コーラ,コーラ,"1. cola (carbonated soft drink)<br>2. kola tree (Cola acuminata, etc.), cola tree",Unlabeled,14,うわ～ん <b>コーラ</b>漬けにされる～！,Wow! I'm being soaked in cola!,"S01E11, S01E15, S01E18"
編集,へんしゅう,"1. editing, compilation",N2,14,<b>編集</b>部をつくることになったんだ,I decided to create an editorial department.,"S01E11, S01E18, S01E23"
飛行機,ひこうき,"1. aeroplane, airplane, aircraft",N5,14,私は<b>飛行機</b>も 初！,This is my first time on a plane!,"S01E12, S01E13, S01E19, S01E21"
合宿,がっしゅく,"1. lodging together, training camp, boarding house",Unlabeled,14,<b>合宿</b>参加ってことでいいね！,It's great that you're participating in the training camp!,S01E22
ハロウィン,ハロウィーン,1. Halloween,Unlabeled,14,<b>ハロウィン</b>の儀を執り行うぞ！,Let's hold a Halloween ceremony!,S01E23
犬,いぬ,"1. dog (Canis (lupus) familiaris)<br>2. squealer, rat, snitch, informer, informant, spy<br>3. loser, asshole<br>4. counterfeit, inferior, useless, wasteful",N5,13,<b>犬</b>のフンに群がるハエよ！,Flies swarming around dog poop!,"S01E01, S01E06, S01E07, S01E09, S01E17, S01E20"
間,あいだ,"1. space (between), gap, interval, distance, stretch<br>2. period of time (during, while), duration, interval<br>3. between (two parties or things)<br>4. among (a group)<br>5. relations (between), relationship<br>6. midpoint, average, halfway, middle ground<br>7. due to, because of",N4,13,僕がちょっとトイレ行ってる<b>間</b>に,While I was going to the toilet for a while,"S01E01, S01E04, S01E08, S01E10, S01E13, S01E14, S01E15, S01E19, S01E21, S01E23, S01E24"
歩く,あるく,1. to walk,N5,13,30分も<b>歩か</b>せて どういうことだ！,What do you mean by making me walk for 30 minutes?,"S01E01, S01E03, S01E08, S01E17, S01E19, S01E22, S01E23, S01E24"
感,かん,"1. feeling, sensation, emotion, admiration, impression<br>2. interjection",Unlabeled,13,逆に君がさっき嫌悪<b>感</b>を示していた,"On the other hand, you were just showing disgust.","S01E01, S01E02, S01E11, S01E13, S01E15, S01E16, S01E17, S01E19, S01E21, S01E24"
ころ,ころ,"1. (approximate) time, around, about, toward<br>2. suitable time (or condition)<br>3. time of year, season",Unlabeled,13,店が開店する<b>ころ</b>に着くはず,I should arrive by the time the store opens.,"S01E01, S01E02, S01E06, S01E10, S01E11, S01E13, S01E17, S01E19, S01E20, S01E24"
昔,むかし,"1. olden days, former",N4,13,<b>昔</b>と違って 今は動物愛護法でな,"Unlike in the past, we now have animal protection laws.","S01E01, S01E03, S01E07, S01E09, S01E10, S01E12, S01E14, S01E17, S01E20, S01E21, S01E22, S01E24"
大きい,おおきい,"1. big, large, great<br>2. loud<br>3. extensive, spacious<br>4. important, decisive, valuable<br>5. older, grown up",N5,13,私たちが<b>大きく</b>なってるわ！,We're getting bigger!,"S01E01, S01E05, S01E06, S01E11, S01E18, S01E19, S01E22, S01E23, S01E24"
死,し,"1. death, decease<br>2. death penalty (by strangulation or decapitation)<br>3. (an) out",N1,13,生への葛藤と <b>死</b>への焦燥が,Conflict towards life and anxiety towards death,"S01E01, S01E03, S01E09, S01E14, S01E17, S01E18, S01E20, S01E21"
モン,モンスター,"1. monster, monstrosity<br>2. giant, influential figure, colossus<br>3. monsterlike, over-demanding, bullying, overbearing, bossy",Unlabeled,13,こんな<b>モン</b> 豚でも食わねーぞ！,I won't even eat a pig like this!,"S01E01, S01E06, S01E10, S01E12, S01E14, S01E17, S01E20, S01E22"
機,はた,1. loom,N1,13,制御装置には発信<b>機</b>が付いてるんだ,The control device is equipped with a transmitter.,"S01E01, S01E06, S01E07, S01E08, S01E14, S01E17, S01E21"
最悪,さいあく,"1. worst<br>2. horrible, horrid, awful, terrible<br>3. in the worst case, if worst comes to worst",Unlabeled,13,<b>最悪</b>手だな　僕を巻き込むとは,That's the worst move to involve me.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E08, S01E09, S01E11, S01E12, S01E21"
街,がい,"1. ... street, ... quarter, ... district",N3,13,前に<b>街</b>で お前を見かけて調べたぞ,I saw you on the street a while back and looked you up.,"S01E01, S01E06, S01E08, S01E09, S01E16, S01E20, S01E23, S01E24"
とても,とても,"1. very, awfully, exceedingly<br>2. (not) at all, by no means, simply (cannot)",N5,13,我々は それが<b>とても</b>憎い！,We hate it so much!,"S01E01, S01E07, S01E08, S01E10, S01E12, S01E14, S01E15, S01E16, S01E20, S01E22"
一生,いっしょう,"1. whole life, a lifetime, all through life, one existence, a generation, an age, the whole world, the era<br>2. (the only, the greatest, etc.) of one's life",N3,13,もう<b>一生</b> 口利かないから～っ！,I won't be able to talk to you for the rest of my life!,"S01E01, S01E02, S01E05, S01E06, S01E08, S01E09, S01E11, S01E14, S01E15, S01E18, S01E23"
チャンス,チャンス,"1. chance, opportunity",N3,13,孫と話す<b>チャンス</b>を逃すな！,Don't miss the chance to talk to your grandchildren!,"S01E01, S01E02, S01E07, S01E10, S01E12, S01E14, S01E18, S01E19, S01E22, S01E23"
合う,あう,"1. to come together, to merge, to unite, to meet<br>2. to fit, to match, to suit, to agree with, to be correct<br>3. to be profitable, to be equitable<br>4. to do ... to each other, to do ... together",N4,13,性格的に 全く<b>合う</b>気がしない,"Personality-wise, I don't think it suits me at all.","S01E01, S01E04, S01E09, S01E10, S01E11, S01E14, S01E15, S01E16, S01E18"
億,おく,"1. 10^8, 100,000,000, hundred million",N4,13,宝くじで２<b>億</b>とか当たりますように,I hope I win 200 million in the lottery.,"S01E01, S01E06, S01E07, S01E13, S01E18, S01E21, S01E23"
熱い,あつい,"1. hot (thing)<br>2. passionate (feelings, etc.), ardent, hot (e.g. gaze)<br>3. hot (e.g. temper)<br>4. zealous, enthusiastic, fired up<br>5. intense, severe, extreme<br>6. hot (topic), of interest",N5,13,もっと<b>熱く</b>なれよ！,Get even hotter!,"S01E02, S01E04, S01E05, S01E07, S01E10, S01E14, S01E15, S01E19, S01E20"
落とす,おとす,"1. to drop, to lose, to let fall, to shed (light), to cast (one's gaze), to pour in (liquid), to leave behind<br>2. to clean off (dirt, makeup, paint, etc.), to remove (e.g. stains or facial hair), to lose, to spend money at a certain place, to omit, to leave out, to secretly let escape<br>3. to lose (a match), to reject (an applicant), to fail (a course), to defeat (in an election)<br>4. to lower (e.g. shoulders or voice), to lessen (e.g. production or body weight), to worsen (quality), to reduce (e.g. rank or popularity), to speak badly of, to make light of, to fall into straitened circumstances<br>5. to fall into (e.g. a dilemma or sin), to make one's own, to have one's bid accepted, to force surrender, to take (e.g. an enemy camp or castle), to forcefully convince, to press for a confession, to deal with<br>6. to download, to copy from a computer to another medium<br>7. to make someone swoon (judo)<br>8. to finish a story (e.g. with the punch line)<br>9. to finish (a period, e.g. of fasting)",N1,13,こびり付いた汚れを<b>落とす</b>って！,Remove stuck dirt!,"S01E02, S01E04, S01E05, S01E10, S01E11, S01E14, S01E21"
