Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
ドドドド,ドドドド,1. dodo dodo (Auto-translated),Unlabeled,10,<b>ドドドド</b> ドリル！,Dododo drill!,S01E13
自由,じゆう,"1. freedom, liberty",N4,9,先生は<b>自由</b>に服装を変えられるから,Teachers can change their clothes freely,"S01E01, S01E02, S01E03, S01E09, S01E16, S01E17, S01E20, S01E21"
部分,ぶぶん,"1. portion, section, part",N3,9,まあ 重なる<b>部分</b>も割とあるので,"Well, there is some overlap, so","S01E01, S01E06, S01E09"
落とす,おとす,"1. to drop, to lose, to let fall, to shed (light), to cast (one's gaze), to pour in (liquid), to leave behind<br>2. to clean off (dirt, makeup, paint, etc.), to remove (e.g. stains or facial hair), to lose, to spend money at a certain place, to omit, to leave out, to secretly let escape<br>3. to lose (a match), to reject (an applicant), to fail (a course), to defeat (in an election)<br>4. to lower (e.g. shoulders or voice), to lessen (e.g. production or body weight), to worsen (quality), to reduce (e.g. rank or popularity), to speak badly of, to make light of, to fall into straitened circumstances<br>5. to fall into (e.g. a dilemma or sin), to make one's own, to have one's bid accepted, to force surrender, to take (e.g. an enemy camp or castle), to forcefully convince, to press for a confession, to deal with<br>6. to download, to copy from a computer to another medium<br>7. to make someone swoon (judo)<br>8. to finish a story (e.g. with the punch line)<br>9. to finish (a period, e.g. of fasting)",N1,9,厳しいとこは ランク<b>落とし</b>ながら,"When things get tough, I lower my rank.","S01E01, S01E09, S01E11, S01E18, S01E24"
白い,しろい,1. white,N5,9,でも うちには<b>白い</b>大きな犬や,But we have a big white dog.,"S01E01, S01E03, S01E07, S01E09, S01E15, S01E17"
甘い,あまい,"1. sweet-tasting, sweet, sugary, sugared<br>2. fragrant (smelling), sweet (music)<br>3. lightly salted, light in salt, not spicy<br>4. naive, overly optimistic, soft on, generous, indulgent, easy-going, lenient<br>5. half-hearted, not finished properly<br>6. insufficient, not satisfactory, inadequate, loose<br>7. mild<br>8. tempting, enticing, luring",N5,9,牛丼もね <b>甘い</b>タレによく合うんだ,Gyudon also goes well with the sweet sauce.,"S01E01, S01E05, S01E06, S01E07, S01E09, S01E16, S01E19, S01E20, S01E23"
忙しい,いそがしい,"1. busy, occupied, hectic<br>2. restless, hurried, fidgety",N5,9,テスト勉強とかで<b>忙しかっ</b>たからさ,I was busy studying for tests etc.,"S01E01, S01E03, S01E05, S01E13, S01E17"
足,あし,"1. foot, paw, arm (of an octopus, squid, etc.)<br>2. leg<br>3. gait<br>4. pace<br>5. bottom structural component (i.e. radical) of a kanji<br>6. means of transportation<br>7. money, coin",N5,9,<b>足</b>を踏み入れたことがないですね,I've never set foot there.,"S01E01, S01E02, S01E08, S01E15, S01E16, S01E22, S01E24"
映る,うつる,"1. to be reflected, to harmonize with (harmonise), to come out (photo), to be projected, to be displayed (on a screen)",N2,9,僕も<b>映っ</b>てませんでしたよ,I wasn't shown either.,"S01E01, S01E06, S01E14"
水,みず,"1. water (esp. cool, fresh water, e.g. drinking water)<br>2. fluid (esp. in an animal tissue), liquid<br>3. flood, floodwaters<br>4. water offered to wrestlers just prior to a bout<br>5. break granted to wrestlers engaged in a prolonged bout",N5,9,<b>水</b>を差すことになりますので,"You will have to add water, so","S01E01, S01E02, S01E06, S01E07, S01E09, S01E14, S01E19"
系,けい,"1. system, lineage, group<br>2. corollary<br>3. system (range of strata that correspond to a particular time period)<br>4. (taxonomical) series",N1,9,かがみにかわいい<b>系</b>は無理,It's impossible for Kagami to be cute,"S01E01, S01E03, S01E05, S01E07, S01E09, S01E16, S01E20"
今朝,けさ,1. this morning,N5,9,でも<b>今朝</b> カビ生えてた,"But this morning, there was mold.","S01E01, S01E05, S01E07, S01E15, S01E17, S01E19, S01E24"
平気,へいき,"1. coolness, calmness, composure, unconcern<br>2. all right, fine, OK, okay",N2,9,もうほとんど<b>平気</b>,I'm almost fine now,"S01E01, S01E03, S01E04, S01E06, S01E09, S01E13, S01E20"
遅れる,おくれる,"1. to be late, to be delayed, to fall behind schedule, to be overdue<br>2. to fall behind (in a race, one's studies, etc.), to lag behind, to be behind (the times)<br>3. to be bereaved of, to be preceded by (someone) in death<br>4. to be slow (of a clock or watch)",N4,9,じゃあ <b>遅れ</b>た大人な訳を,"Well then, why are you a late adult?","S01E01, S01E06, S01E07, S01E19, S01E21"
休む,やすむ,"1. to be absent, to take a day off<br>2. to rest, to have a break<br>3. to go to bed, to (lie down to) sleep, to turn in, to retire<br>4. to stop doing some ongoing activity for a time, to suspend business",N5,9,<b>休ん</b>だほうがいいですよ,It's better to rest,"S01E01, S01E02, S01E12, S01E14, S01E16, S01E21, S01E24"
コンビニ,コンビニ,1. convenience store,Unlabeled,9,<b>コンビニ</b>とかも,Convenience stores etc.,"S01E01, S01E02, S01E04, S01E10, S01E12, S01E15, S01E19"
重い,おもい,"1. heavy, weighty<br>2. heavy (feeling), depressed, gloomy, blue, uneasy<br>3. slow, sluggish, lumbering, ponderous, clumsy<br>4. important (position, responsibility, etc.), serious, grave<br>5. serious (punishment, illness, etc.), severe, critical<br>6. solid, established, dignified, sensible",N5,9,<b>重</b>さ測ってみたらストラップだけで,"When I weighed it, it was just the strap.","S01E01, S01E04, S01E07, S01E11, S01E20"
近く,ちかく,"1. near, neighbourhood, neighborhood, vicinity<br>2. nearly (e.g. ""it took nearly one year""), close to<br>3. shortly, soon",N5,9,水場が<b>近く</b>にあるといいからだよ,It's good to have a water source nearby.,"S01E01, S01E03, S01E09, S01E11, S01E14, S01E19, S01E20"
途中,とちゅう,"1. on the way, en route, halfway<br>2. in the middle of, midway",N4,9,も～ ゲーム<b>途中</b>なの！,"Also, I'm in the middle of a game!","S01E01, S01E02, S01E03, S01E06, S01E20, S01E21, S01E22"
いきなり,いきなり,"1. abruptly, suddenly, all of a sudden, without warning",N2,9,<b>いきなり</b>暴力はどうかと思うけど,I wonder if there will be sudden violence?,"S01E01, S01E04, S01E07, S01E09, S01E12, S01E16"
そもそも,そもそも,"1. in the first place, to begin with, from the start, originally, ab initio<br>2. after all, anyway, actually, well, ..., ... on earth (e.g. ""what on earth?""), ... in the world (e.g. ""why in the world?"")<br>3. beginning, start",Unlabeled,9,<b>そもそも</b>高校２年生の私たちには,"To begin with, we are second year high school students.","S01E01, S01E02, S01E09, S01E10, S01E12, S01E13, S01E22"
以外,いがい,"1. with the exception of, excepting",N4,9,特撮<b>以外</b>にアニメも入れてあるよ,"In addition to special effects, there is also anime included.","S01E01, S01E02, S01E03, S01E04, S01E09, S01E11, S01E15, S01E17, S01E18"
大好き,だいすき,"1. loveable, very likeable, like very much",N5,9,もちのろんろん <b>大好き</b>ですよ！,I love Mochi no Ronron!,"S01E01, S01E03, S01E05, S01E07, S01E09, S01E16, S01E19, S01E22"
いくら,いくら,"1. how much<br>2. something over, and something, -odd<br>3. however (much), no matter how",N5,9,<b>いくら</b>何でも大丈夫だよ！,Anything is fine!,"S01E01, S01E08, S01E09, S01E14, S01E17, S01E20"
感想,かんそう,"1. impressions, thoughts, feelings, reactions",N2,9,それと番組に対する<b>感想</b>などを,"Also, what are your thoughts on the program?","S01E01, S01E02, S01E03, S01E09, S01E13, S01E18, S01E20"
珍しい,めずらしい,"1. unusual, rare, curious<br>2. new, novel<br>3. fine (e.g. gift)",N4,9,インドア派も<b>珍しい</b>よな,Indoor people are also rare.,"S01E01, S01E02, S01E05, S01E07, S01E09, S01E15, S01E22"
もつ,もつ,"1. to hold (in one's hand), to take, to carry<br>2. to possess, to have, to own<br>3. to maintain, to keep<br>4. to last, to be durable, to keep, to survive<br>5. to take charge of, to be in charge of<br>6. to hold (meeting, etc.), to have (opportunity, etc.)",Unlabeled,9,勉強会で<b>もっ</b>てね,Bring it to your study session,"S01E02, S01E04, S01E10, S01E20, S01E21"
しっかり,しっかり,"1. tightly (holding on), firmly, securely<br>2. strongly (built), solidly, sturdily, steadily<br>3. properly, well, sufficiently, hard (working, etc.), fully, completely<br>4. reliably, dependably, levelheadedly, shrewdly, wisely, cleverly",N4,9,自分で<b>しっかり</b>やらないと,I have to do it myself,"S01E02, S01E04, S01E08, S01E09, S01E18, S01E23"
ひる,ひる,1. to dry,Unlabeled,9,<b>ひ</b>ゃあ～！,Hey!,"S01E02, S01E06, S01E13, S01E21"
それにしても,それにしても,"1. nevertheless, at any rate, even so, all things considered, be that as it may",Unlabeled,9,いやあ <b>それにしても</b>最近の子は,"Well, anyway, kids these days","S01E02, S01E05, S01E06, S01E14, S01E18, S01E19"
美人,びじん,1. beautiful woman,N3,9,目を細めると<b>美人</b>に見えるって,They say you look beautiful if you squint your eyes,"S01E02, S01E03, S01E07, S01E21"
ヤバ,やばい,"1. dangerous, risky<br>2. awful, terrible, crap<br>3. terrific, amazing, cool",Unlabeled,9,私も一時期 <b>ヤバ</b>かったわ,I was also crazy for a while.,"S01E02, S01E03, S01E05, S01E06, S01E09, S01E24"
理由,りゆう,"1. reason, pretext, motive",N4,9,特に夏に髪が傷む<b>理由</b>は,Why hair is damaged especially in summer,"S01E02, S01E03, S01E06, S01E11, S01E18"
交通,こうつう,"1. traffic, transportation, communication, exchange (of ideas, etc.), intercourse",N4,9,まあ 今は電線とか<b>交通</b>とかに,"Well, now it's about power lines and transportation.","S01E02, S01E03, S01E06, S01E10, S01E11, S01E13"
届け,とどけ,"1. report, notification, registration",N1,9,今日も夢色ハートで愛をお<b>届け</b>,"Today too, I will send you love with a dream-colored heart","S01E02, S01E03, S01E08, S01E09, S01E11, S01E13, S01E14, S01E17, S01E18"
百,ひゃく,"1. 100, hundred",N5,9,しょうがないから<b>百</b>円玉を,"There's nothing I can do about it, so I'll give you a 100 yen coin.","S01E02, S01E07, S01E11, S01E13"
真,しん,"1. truth, reality, genuineness<br>2. seriousness<br>3. logical truth<br>4. printed style writing<br>5. star performer",Unlabeled,9,君が考える<b>真</b>の掘り出し物を！,A true bargain that you can think of!,"S01E03, S01E09, S01E10, S01E12, S01E17, S01E21"
反応,はんのう,"1. reaction, response",N1,9,まあ 視聴者でも<b>反応</b>が,"Well, even the viewers reacted.","S01E03, S01E05, S01E06, S01E07, S01E08, S01E14, S01E19, S01E23"
続ける,つづける,"1. to continue, to keep up, to keep on",N4,9,でも よく勉強<b>続け</b>られたわね,But I was able to continue studying well.,"S01E03, S01E15, S01E21, S01E22"
相変わらず,あいかわらず,"1. as usual, as always, as before, as ever, still",N1,9,<b>相変わらず</b>ゲームだと,It's still a game,"S01E03, S01E07, S01E17, S01E19, S01E21, S01E22, S01E23"
面倒,めんどう,"1. trouble, bother<br>2. trouble, difficulty<br>3. care, attention",N3,9,他に<b>面倒</b>なことがあると,If you have other troubles,"S01E03, S01E12, S01E13, S01E14, S01E18, S01E19, S01E24"
おかしい,おかしい,"1. funny, amusing, comical, laughable, ridiculous<br>2. strange, odd, funny, peculiar, weird, unusual, eccentric<br>3. improper, unsuitable, unbecoming<br>4. suspicious",N4,9,私も<b>おかしい</b>ところ,I'm also weird,"S01E03, S01E06, S01E08, S01E18, S01E19, S01E20, S01E21"
告白,こくはく,"1. confession, acknowledgement, acknowledgment<br>2. confession of love, professing one's feelings<br>3. confession of sins (e.g. the confessional)",N1,9,きちんと<b>告白</b>した本人を,The person who confessed properly,"S01E03, S01E13, S01E14, S01E22, S01E23"
組,くみ,"1. set (of items)<br>2. group (of people), class (of students), company (esp. construction), family (i.e. mafia), team<br>3. typesetting, composition",N3,9,パーティー<b>組</b>んでるんだから,I'm having a party,"S01E04, S01E07, S01E14, S01E15, S01E18"
屋,や,1. (something) shop<br>2. somebody who sells (something) or works as (something)<br>3. somebody with a (certain) personality trait<br>4. house<br>5. roof,Unlabeled,9,しょうがないので たい焼き<b>屋</b>から,I have no choice but to go to a taiyaki restaurant.,"S01E04, S01E05, S01E09, S01E10, S01E11, S01E18, S01E21, S01E24"
ないし,ないし,1. emperor's secret orders,Unlabeled,9,今日は もよおして<b>ないし</b>,I'm not feeling well today.,"S01E04, S01E09, S01E11, S01E13, S01E15, S01E22, S01E23"
影響,えいきょう,"1. influence, effect<br>2. to influence, to affect, to have an influence on, to impact, to have an effect on",N3,9,漫画とかドラマに<b>影響</b>されて―,Influenced by manga and dramas...,"S01E04, S01E14, S01E15, S01E16, S01E20, S01E22"
今頃,いまごろ,1. about this time,Unlabeled,9,うーん <b>今頃</b>どの辺りを,"Hmm, where are you now?","S01E04, S01E20, S01E22"
暇,ひま,"1. spare time, free time, leisure<br>2. time (e.g. time it takes to do something)<br>3. time off, day off, vacation, holiday, leave<br>4. quitting (one's job), firing someone, divorcing (one's spouse)<br>5. (being) inactive, (of one's business) slow<br>6. leaving, departing",N5,9,ボケッとしとる<b>暇</b>はないで,Don't have time to be stupid,"S01E04, S01E05, S01E06, S01E07, S01E11, S01E14"
きょう,きょう,"1. imperial capital (esp. Kyoto)<br>2. final word of an iroha poem<br>3. 10^16, 10,000,000,000,000,000, ten quadrillion",Unlabeled,9,この“<b>きょう</b>ちゃん”にも,This “Kyo-chan” too,"S01E04, S01E07, S01E10, S01E16"
毎日,毎日,Mainichi,N5,9,先生とは ほぼ<b>毎日</b>,With the teacher almost every day,"S01E05, S01E07, S01E10, S01E14"
秒,びょう,1. second (unit of time)<br>2. arc second,N3,9,マジで恋する５<b>秒</b>前 ＭＫ５！,5 seconds before I seriously fell in love MK5!,"S01E05, S01E09, S01E15, S01E18, S01E24"
調べる,しらべる,"1. to examine, to look up, to investigate, to check up, to sense, to study, to inquire, to search",N4,9,いろいろ<b>調べ</b>たことも,I did a lot of research,"S01E05, S01E11, S01E13, S01E16, S01E18, S01E21"
会場,かいじょう,"1. assembly hall, meeting place, venue, grounds",N4,9,コミケ<b>会場</b>で同人誌が高いと,Doujinshi is expensive at Comiket venue.,"S01E05, S01E12, S01E13, S01E15"
とおり,とおり,"1. avenue, street, way, road<br>2. coming and going, street traffic<br>3. flow (of water, air, etc.)<br>4. transmission (of sound), reach (e.g. of voice)<br>5. fame, reputation, popularity<br>6. the same status or way, as (e.g. as expected, as I said)<br>7. understanding, comprehension<br>8. counter for sets of things, counter for methods, ways, types",Unlabeled,9,その<b>とおり</b>であります！,That's right!,"S01E05, S01E07, S01E09, S01E12, S01E14, S01E15, S01E16"
話題,わだい,"1. topic, subject",N3,9,これっぽっちでも<b>話題</b>にした？,Did you even talk about this at all?,"S01E05, S01E14, S01E17, S01E18, S01E23, S01E24"
人生,じんせい,1. (human) life (i.e. conception to death),N3,9,つまり <b>人生</b> 一期一会！,"In other words, once in a lifetime!","S01E05, S01E09, S01E14, S01E15, S01E23"
コラ,コラ,*,Unlabeled,9,おっ <b>コラ</b> 勝手に見るな！,"Hey, don't look at me!","S01E05, S01E07, S01E09, S01E10, S01E15, S01E21, S01E24"
ふん,ふん,"1. minute (unit of time)<br>2. fun (one tenth of a monme, 5.787 grains)",Unlabeled,9,別に <b>ふん</b>どし一丁で,"In addition, just a loincloth","S01E06, S01E09, S01E17, S01E19"
続く,つづく,"1. to continue, to last, to go on<br>2. to continue (without a break), to be unbroken<br>3. to occur again and again<br>4. to lead to, to connect to, to adjoin<br>5. to come after, to follow, to succeed, to rank next to<br>6. to hold out, to keep, to last",N4,9,清水寺へと<b>続く</b>坂道は,The slope leading to Kiyomizu-dera Temple,"S01E06, S01E09, S01E11, S01E15, S01E16, S01E20, S01E21"
歩く,あるく,1. to walk,N5,9,<b>歩い</b>ているうちにスカートが,"While I was walking, my skirt came out.","S01E07, S01E08, S01E09, S01E13, S01E16, S01E17, S01E20"
準備,じゅんび,"1. preparation, arrangements, getting ready, provision, setup, reserving",N4,9,お祭りは<b>準備</b>をしている時が,It's time to prepare for the festival,"S01E07, S01E15, S01E17, S01E24"
かなり,かなり,"1. considerably, fairly, quite",N3,9,今回は <b>かなり</b>差がついた,This time there was a big difference,"S01E07, S01E09, S01E11, S01E12, S01E15, S01E24"
腐る,くさる,"1. to rot, to go bad, to decay, to spoil, to fester, to decompose, to turn sour (e.g. milk)<br>2. to corrode, to weather, to crumble<br>3. to become useless, to blunt, to weaken (from lack of practice)<br>4. to become depraved, to be degenerate, to be morally bankrupt, to be corrupt<br>5. to be depressed, to be dispirited, to feel discouraged, to feel down<br>6. to have the audacity to, to be bastard enough to<br>7. to lose a bet<br>8. to be drenched, to become sopping wet",N3,9,<b>腐</b>女子の行く通りのことなのです,That's just the way fujoshis go.,"S01E07, S01E14, S01E18"
決める,きめる,"1. to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix<br>2. to clinch (a victory), to decide (the outcome of a match)<br>3. to persist in doing, to go through with<br>4. to always do, to have made a habit of<br>5. to take for granted, to assume<br>6. to dress up, to dress to kill, to dress to the nines<br>7. to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing<br>8. to immobilize with a double-arm lock (in sumo, judo, etc.)<br>9. to eat or drink something, to take illegal drugs",N4,9,ある程度の振り付けは<b>決める</b>こと！,Decide on a certain amount of choreography!,"S01E07, S01E10, S01E12, S01E15, S01E20, S01E21, S01E24"
間違える,まちがえる,"1. to make a mistake (in), to commit an error (e.g. in calculation)<br>2. to confuse, to mistake something for something else",N4,9,ヒマワリと<b>間違え</b>たのを,I mistook it for a sunflower,"S01E07, S01E09, S01E15, S01E17"
競争,きょうそう,"1. competition, contest, rivalry, race<br>2. competition (between organisms or species)",N4,9,でも <b>競争</b>相手がつかさじゃ,But the competition is Tsukasa.,"S01E08, S01E11, S01E23"
厳しい,きびしい,"1. severe, strict, rigid, unsparing, relentless<br>2. hard (to do), difficult, tricky<br>3. intense (e.g. cold), harsh (weather), inclement",N4,9,特に中間テストが<b>厳しい</b>ですよね,Midterm exams are especially tough.,"S01E08, S01E09, S01E10, S01E11, S01E19, S01E24"
やあ,やあ,1. Yo! (greeting)<br>2. Wow! (expression of surprise),Unlabeled,9,<b>やあ</b> 早いもので,"Hey, it's early.","S01E08, S01E14, S01E18, S01E19, S01E20"
乗り過ごす,のりすごす,"1. to ride past, to miss one's stop (train, bus, etc.)",Unlabeled,9,でも <b>乗り過ごし</b>も,But you can also miss it,"S01E11, S01E19"
サンタ,サンタ,Santa,Unlabeled,9,“<b>サンタ</b>の起源”というフレーズに,The phrase “Origin of Santa”,S01E11
寒い,さむい,"1. cold (e.g. weather)<br>2. uninteresting (esp. joke), lame, dull, weak, corny",N5,9,湯船に入るまでも すっごく<b>寒い</b>,It's so cold even in the bathtub,"S01E11, S01E12, S01E13, S01E15, S01E16, S01E21"
放送,ほうそう,"1. broadcast, broadcasting",N4,9,この前も初回<b>放送</b>が,The first broadcast was also held the other day.,"S01E11, S01E14, S01E18"
こちら,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,9,では <b>こちら</b>へ,Then go here,"S01E12, S01E14, S01E16, S01E21, S01E23"
切れる,きれる,"1. to break, to snap, to be cut, to split, to crack<br>2. to be injured<br>3. to wear out, to be worn out<br>4. to break, to burst, to collapse<br>5. to wear off, to stop working, to go dead<br>6. to expire (time limit, etc.), to run out, to become due<br>7. to run out (of stock, etc.), to be exhausted, to be used up, to be sold out, to be out of<br>8. to be broken off (e.g. of a relationship), to break up, to have severed ties, to be cut off, to be disconnected<br>9. to cut well, to be sharp<br>10. to be sharp-minded, to be keen, to be shrewd, to be quick-witted, to be able<br>11. to be short of, to drop under (a certain figure), to beat (e.g. a record time)<br>12. to dry off<br>13. to curve, to veer<br>14. to shuffle (cards)<br>15. to get angry, to snap, to blow one's top, to lose one's temper, to flip<br>16. to be able to do completely",N3,9,でね 電池が<b>切れ</b>た時は,"Well, when the battery runs out","S01E13, S01E16, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24"
店長,てんちょう,1. shop manager,Unlabeled,9,<b>店長</b> 目標をＤＶＤに変更です,Manager: We are changing our goal to DVD.,"S01E13, S01E17, S01E19"
司会,しかい,"1. leading a meeting, presiding over a meeting, officiating at a ceremony, chairmanship<br>2. chairman, presenter, host, moderator, master of ceremonies",N2,9,あっ もう<b>司会</b>は任せてください,"Ah, please leave the emcee to me now.","S01E15, S01E17"
奈良,奈良,Nara,Unlabeled,9,<b>奈良</b>だけに 奈良ならではの,Only in Nara Only in Nara,"S01E18, S01E21"
蚊,か,1. mosquito,N2,9,<b>蚊</b>が刺した時に腕に力を入れると,If you put pressure on your arm when a mosquito bites you,"S01E20, S01E22"
チア,チア,1. cheer<br>2. chia (Salvia hispanica)<br>3. cheerleading,Unlabeled,9,<b>チア</b>の衣装ができたっす！,Cheer costume is ready!,S01E24
細い,ほそい,"1. thin, slender, fine<br>2. unlucky",N5,8,でも なんで<b>細い</b>ほうが頭？,But why is the head thinner?,"S01E01, S01E07"
余る,あまる,"1. to remain, to be left over, to be in excess, to be too many",N2,8,ゆうべのウナギが<b>余っ</b>ていたので,"I had leftover eel from Yube, so","S01E01, S01E02, S01E07, S01E09"
混ぜる,まぜる,"1. to mix, to stir, to blend",N2,8,ルーとライスを<b>混ぜ</b>て食べる？,Do you eat roux and rice mixed together?,S01E01
生,き,"1. pure, undiluted, raw, crude",N3,8,<b>生</b>卵落としたりする時は―,When dropping raw eggs...,"S01E01, S01E06, S01E10, S01E11, S01E13, S01E19, S01E24"
親子,おやこ,1. parent and child,Unlabeled,8,卵と鳥肉は<b>親子</b>でしょう？,"Eggs and chicken meat are parent and child, right?","S01E01, S01E10, S01E16, S01E18, S01E22"
想像,そうぞう,"1. imagination, guess",N3,8,<b>想像</b>していた新生活とのギャップに,The gap between the new life I had imagined,"S01E01, S01E02, S01E03, S01E08, S01E19"
そのまま,そのまま,"1. without change, as is<br>2. just like, extremely similar<br>3. immediately, just after, without a pause",N3,8,それから顔は<b>そのまま</b>で―,Then keep your face the same-,"S01E01, S01E11, S01E16, S01E18, S01E19, S01E20"
内容,ないよう,"1. contents, content, substance, matter, detail, import",N3,8,とても友好的な<b>内容</b>には,Very friendly content,"S01E01, S01E09, S01E10, S01E14, S01E20, S01E23"
要素,ようそ,"1. component, factor, item (e.g. in list)<br>2. element (e.g. in array), member (e.g. data structure)",N3,8,３<b>要素</b>とは何か知っているか？,Do you know what the three elements are?,"S01E01, S01E03, S01E08, S01E13, S01E17"
っ子,っこ,"1. someone with a liking or characteristic, a true representative of (place)",Unlabeled,8,確かに ドジ<b>っ子</b>は,It's true that clumsy kids,"S01E01, S01E03, S01E07, S01E11, S01E19, S01E20"
メガネ,めがね,"1. glasses, eyeglasses, spectacles<br>2. judgment, judgement, discrimination, discernment, insight",Unlabeled,8,ゲームだと<b>メガネ</b>キャラが,"In the game, the glasses character","S01E01, S01E03, S01E07, S01E16"
熱,ねつ,"1. heat<br>2. fever, temperature<br>3. zeal, passion, enthusiasm, mania, craze, rage",N4,8,いや あと妹が<b>熱</b>出したりしてね,"No, my sister also had a fever.","S01E01, S01E04, S01E11, S01E13, S01E17, S01E20, S01E21"
見舞い,みまい,"1. visiting ill or distressed people, writing get-well letters<br>2. get-well gifts, get-well letters<br>3. expression of sympathy, expression of concern, enquiry, inquiry",N3,8,お<b>見舞い</b>にと思ったのですが,I wanted to visit you.,"S01E01, S01E23"
感動,かんどう,"1. being deeply moved emotionally, excitement, passion, inspiration, deep emotion, strong impression",N3,8,確かに私も<b>感動</b>しちゃった,I was certainly impressed too.,"S01E01, S01E07, S01E13, S01E15, S01E24"
行ける,いける,"1. to be good (at), to go well<br>2. to look (taste, etc.) good<br>3. to hold one's liquor, to be able to hold one's drink",Unlabeled,8,５合目までは車で<b>行け</b>ちゃうじゃん,You can go to the 5th station by car.,"S01E01, S01E13, S01E19, S01E20, S01E22"
仲間,ちゅうげん,"1. samurai's attendant, footman",N3,8,<b>仲間</b>と共に,with friends,"S01E01, S01E04, S01E11, S01E12, S01E13, S01E15, S01E19, S01E20"
詳しい,くわしい,"1. detailed, full, minute<br>2. knowing very well, knowledgeable (about), well-acquainted (with), well-informed (about), familiar (with)",N3,8,えっと それを<b>詳しく</b>ご説明すると,"Well, let me explain it in detail.","S01E01, S01E06, S01E10, S01E16, S01E18, S01E19, S01E23"
こんにちは,こんにちは,"1. hello, good day, good afternoon",N3,8,<b>こんにちは</b>！,Hello!,"S01E01, S01E05, S01E18, S01E20, S01E23"
エヘッ,エヘッ,*,Unlabeled,8,<b>エヘッ</b> そんなプリティーで,"Hehe, so pretty","S01E01, S01E14, S01E15, S01E19, S01E20, S01E24"
視聴,しちょう,"1. looking and listening, (television) viewing<br>2. attention, interest",Unlabeled,8,まあ <b>視聴</b>者でも反応が,"Well, even the viewers reacted.","S01E01, S01E05, S01E07, S01E10, S01E19, S01E23"
質問,しつもん,"1. question, inquiry, enquiry",N5,8,あんたが勉強のことで<b>質問</b>なんて,You asked me a question about studying.,"S01E01, S01E02, S01E03, S01E09, S01E12, S01E22"
激励,げきれい,"1. encouragement, spurring (on), cheering (on)",N1,8,皆さんから あきらへの質問や<b>激励</b>,Questions and encouragement from everyone to Akira,"S01E01, S01E02, S01E03, S01E09, S01E13, S01E18"
一夜漬け,いちやづけ,"1. last-minute cramming, overnight cramming<br>2. (vegetables) salted just overnight",Unlabeled,8,私は<b>一夜漬け</b>が得意だから大丈夫,It's okay because I'm good at staying overnight,"S01E02, S01E03, S01E04, S01E17"
意外と,意外と,1. unexpectedly (Auto-translated),Unlabeled,8,<b>意外と</b> こういう時には,Surprisingly at times like this,"S01E02, S01E04, S01E09, S01E11, S01E21, S01E22"
計画,けいかく,"1. plan, project, schedule, scheme, program, programme",N4,8,ちゃんと<b>計画</b>どおりにやろうと,Let's do it according to plan,"S01E02, S01E04, S01E07, S01E13, S01E21"
一体,いったい,"1. (what) the heck, (why) in the world, (who) on earth<br>2. one object, one body, unity<br>3. one form, one style<br>4. one Buddhist image (or carving, etc.)<br>5. generally, in general",N3,8,自分が<b>一体</b> どっちの方向に,Which direction am I going?,"S01E02, S01E06, S01E08, S01E11, S01E12, S01E15, S01E18"
歯,は,1. tooth,N5,8,え？ でも<b>歯</b>を削られるのは,picture? But having your teeth removed,"S01E02, S01E06, S01E09, S01E11, S01E23"
男子,だんし,"1. youth, young man",N3,8,でも<b>男子</b>は歯医者とか,But boys are dentists.,"S01E02, S01E03, S01E13, S01E18, S01E20, S01E22"
にとって,にとって,"1. to, for, from the standpoint of, as far as ... is concerned",Unlabeled,8,聴き慣れた人<b>にとって</b>は,For those who are used to hearing,"S01E02, S01E03, S01E09, S01E13, S01E15, S01E24"
さて,さて,"1. well, now, then",N3,8,<b>さて</b> 毎回たくさんのはがきを,"Now, I send a lot of postcards every time.","S01E02, S01E05, S01E06, S01E15, S01E21, S01E24"
トイレ,トイレ,"1. toilet, restroom, bathroom, lavatory",N5,8,<b>トイレ</b>が混んでまして,The toilet is crowded,"S01E02, S01E08, S01E12, S01E13, S01E14"
数,しばしば,"1. often, again and again, frequently, repeatedly",N3,8,この時期に映画館で入場者<b>数</b>が,Attendance at movie theaters during this period,"S01E02, S01E04, S01E13, S01E17, S01E21, S01E24"
むしろ,むしろ,"1. rather, better, instead, if anything",Unlabeled,8,あんたは <b>むしろ</b>必要な物まで,You rather have what you need,"S01E02, S01E03, S01E06, S01E09, S01E12, S01E14, S01E17"
プレ,プレ,Pure,Unlabeled,8,そこで 私は全<b>プレ</b>の,So I played all the games.,"S01E02, S01E03, S01E04, S01E07, S01E09, S01E11, S01E14, S01E16"
いま,いま,"1. living room (Western style), sitting room",Unlabeled,8,私が本編に出演しちゃ<b>いま</b>～す,I'll be appearing in the main episode.,"S01E02, S01E11, S01E18, S01E19"
すてき,すてき,"1. lovely, wonderful, nice, great, fantastic, superb, cool",N3,8,とても <b>すてき</b>ですね,It's very nice,"S01E02, S01E04, S01E11, S01E13, S01E20, S01E24"
