Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
ござる,ござる,1. to be,Unlabeled,52,ライチは　それを 敏感に感じ取ったので<b>ござる</b>。,That's because Litchi was sensitive to this.,"S01E03, S01E04, S01E05, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E17, S01E26, S01E27, S01E28, S01E30, S01E40, S01E41, S01E42, S01E47, S01E49, S01E50",
次,つぎ,"1. next, following, subsequent<br>2. stage, station",N5,52,ダウンは<b>次</b>のターンで　攻撃も防御も できなくなるところだ。,Down is when you can't attack or defend on the next turn.,"S01E03, S01E05, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E22, S01E23, S01E24, S01E25, S01E28, S01E30, S01E31, S01E32, S01E34, S01E35, S01E37, S01E38, S01E39, S01E41, S01E43, S01E44, S01E45, S01E46, S01E47, S01E51",
スポーツ,スポーツ,"1. sport, sports",N5,51,ありとあらゆる<b>スポーツ</b>やゲーム その頂点に爆丸は君臨する。,Bakugan reigns at the top of all kinds of sports and games.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
要素,ようそ,"1. component, factor, item (e.g. in list)<br>2. element (e.g. in array), member (e.g. data structure)",N3,51,すべてのスポーツやゲームの<b>要素</b>を あわせもつ爆丸バトル。,Bakugan Battle combines elements of all sports and games.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
勝負,しょうぶ,"1. victory or defeat<br>2. match, contest, game, bout",N2,51,観客も揃ったところで まずは　俺と<b>勝負</b>だ。,"Now that the audience has gathered, it's time to compete against me.","S01E01, S01E07, S01E09, S01E13, S01E14, S01E16, S01E18, S01E19, S01E20, S01E23, S01E25, S01E26, S01E28, S01E30, S01E31, S01E34, S01E35, S01E36, S01E39, S01E40, S01E41, S01E44, S01E45",
わかる,わかる,"1. to understand, to comprehend, to grasp, to see, to get, to follow<br>2. to become clear, to be known, to be discovered, to be realized, to be realised, to be found out<br>3. I know!, I think so too!",Unlabeled,51,ええい！ <b>わかっ</b>たところで　もう遅い！,"Yeah! By the time I understand, it's already too late!","S01E02, S01E03, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E14, S01E15, S01E17, S01E18, S01E19, S01E23, S01E26, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E39, S01E40, S01E41, S01E44, S01E46, S01E47, S01E48, S01E49",
力,ちから,"1. force, strength, might, vigour, vigor, energy<br>2. capability, ability, proficiency, capacity, faculty<br>3. efficacy, effect<br>4. effort, endeavours, endeavors, exertions<br>5. power, authority, influence, good offices, agency<br>6. support, help, aid, assistance<br>7. stress, emphasis<br>8. means, resources",N4,51,でも　俺には<b>力</b>が必要なんだ。,But I need strength.,"S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E18, S01E19, S01E21, S01E23, S01E25, S01E27, S01E28, S01E32, S01E34, S01E37, S01E41, S01E42, S01E44, S01E46, S01E48, S01E49, S01E50",
こんな,こんな,"1. this sort of, this kind of, like this, such",N5,51,でもね <b>こんな</b>メモが　中に入ってたの。,But there was a note like this inside.,"S01E02, S01E04, S01E06, S01E07, S01E08, S01E11, S01E12, S01E15, S01E16, S01E17, S01E18, S01E21, S01E24, S01E25, S01E27, S01E28, S01E30, S01E31, S01E33, S01E36, S01E37, S01E38, S01E39, S01E40, S01E42, S01E43, S01E45, S01E46, S01E47, S01E49, S01E50, S01E51",
じゃ,ジャ,Well then / To be (de-wa),N5,51,１人　１回シュートし　ひとつでも ダブルスタンド成功で　クリア<b>じゃ</b>。,"If each person shoots once and gets at least one successful double stand, the game is cleared.","S01E02, S01E03, S01E04, S01E05, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E17, S01E19, S01E20, S01E21, S01E25, S01E26, S01E27, S01E31, S01E33, S01E34, S01E36, S01E37, S01E38, S01E39, S01E41, S01E43, S01E46, S01E50, S01E51",
ちゅう,つう,"1. authority, expert, connoisseur, well-informed person<br>2. counter for messages, letters, notes, documents, etc.<br>3. understanding (esp. of male-female relations), tact, insight<br>4. supernatural powers, magical powers",Unlabeled,51,今日も　ハムさん<b>ちゅう</b>に びっくりすることが起こるのだ。,Something surprising will happen to Mr. Ham again today.,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E34, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
ザ,ザ,"1. the<br>2. quintessential, definitive, representative, typical, classic",Unlabeled,51,ループ・<b>ザ</b>・ループ１０は 連続でヨーヨーが円を描く→,"In Loop the Loop 10, the yo-yo draws a circle in succession →","S01E04, S01E08, S01E10, S01E12, S01E14, S01E17, S01E20, S01E24, S01E30, S01E31, S01E34, S01E39, S01E46, S01E48, S01E49, S01E50, S01E51",
戦略,せんりゃく,"1. strategy, tactics",Unlabeled,50,パワー　テクニック　<b>戦略</b> すべての競技の要素が。,"Power, technique, strategy, all elements of competition.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
頂点,ちょうてん,"1. top, summit<br>2. vertex",N2,50,ありとあらゆるスポーツやゲーム その<b>頂点</b>に爆丸は君臨する。,Bakugan reigns at the top of all kinds of sports and games.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
君臨,くんりん,"1. reigning, controlling, dictating",Unlabeled,50,ありとあらゆるスポーツやゲーム その頂点に爆丸は<b>君臨</b>する。,Bakugan reigns at the top of all kinds of sports and games.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
たい,たい,Want to... (Verb suffix),Unlabeled,50,俺　これからも　ずっと あいつと爆丸がやり<b>てえ</b>んだ。,I will continue to play with him and Bakugan forever.,"S01E01, S01E02, S01E03, S01E04, S01E07, S01E08, S01E10, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E20, S01E21, S01E23, S01E24, S01E26, S01E27, S01E30, S01E31, S01E32, S01E38, S01E39, S01E40, S01E46, S01E48, S01E49, S01E51",
そして,そして,"1. and, and then, thus, and now, and finally",N5,50,<b>そして</b>　爆丸塾の教えが 正しいことを証明するために！,And to prove that Bakugan Juku's teachings are correct!,"S01E02, S01E03, S01E04, S01E05, S01E07, S01E09, S01E10, S01E11, S01E13, S01E16, S01E21, S01E23, S01E24, S01E25, S01E27, S01E31, S01E34, S01E35, S01E36, S01E38, S01E40, S01E41, S01E43, S01E44, S01E46, S01E47, S01E49, S01E50, S01E51",
ジンリュウ,ジン,1. zine,Unlabeled,50,修復に　ホロムニキスのデータを使ってくれ。 <b>ジンリュウ</b>も！,Please use Holomnikis' data for repair. Jinryu too!,"S01E03, S01E06, S01E10, S01E12, S01E19, S01E22, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E42, S01E44, S01E50",
うん,うん,Yeah / Yes (casual),N4,49,<b>うん</b>！　キメル　今日もありがとう。,"Yeah! Kimmel, thank you for today.","S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E26, S01E27, S01E32, S01E33, S01E36, S01E37, S01E39, S01E40, S01E41, S01E44, S01E45, S01E46, S01E47, S01E49, S01E51",
タツマ,タツマ,1. Tatsuma (Auto-translated),Unlabeled,49,つまり　<b>タツマ</b>は　パワーバトルを極めて 爆ＴＥＣＨになったというわけか。,"In other words, Tatsuma has become extremely skilled in power battles and has become extremely skilled.","S01E02, S01E03, S01E06, S01E07, S01E10, S01E11, S01E14, S01E15, S01E16, S01E19, S01E26, S01E31, S01E33, S01E34, S01E35, S01E36, S01E39, S01E41, S01E44, S01E50",
オッケー,オッケー,"1. OK, okay",Unlabeled,49,しかたがねえ。　ムーン・サルト ここまでは　<b>オッケー</b>だな？,"I have no choice. Moon Salto So far it's okay, right?","S01E03, S01E07, S01E08, S01E10, S01E11, S01E12, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E31, S01E33, S01E35, S01E36, S01E37, S01E38, S01E42, S01E43, S01E44, S01E45",
そんな,そんな,"1. such, that sort of, that kind of, like that<br>2. no way!, never!",N4,48,<b>そんな</b>こと　みんなの前で 言わなくてもいいだろ！,You don't have to say that in front of everyone!,"S01E01, S01E04, S01E06, S01E07, S01E09, S01E11, S01E12, S01E16, S01E18, S01E19, S01E20, S01E23, S01E24, S01E25, S01E27, S01E28, S01E30, S01E32, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
あれ,アレ,That one over there,N5,48,<b>あれ</b>では爆丸がゲートカードに乗っても ポップアウトせぬぞ。,"With that, even if Bakugan gets on the gate card, it won't pop out.","S01E05, S01E07, S01E08, S01E11, S01E13, S01E14, S01E17, S01E18, S01E20, S01E21, S01E23, S01E25, S01E27, S01E28, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E42, S01E43, S01E45, S01E47, S01E49, S01E50",
さぁ,さ,"1. difference, variation<br>2. difference",Unlabeled,47,＜　<b>さぁ</b>　みんなもテイラーの 記録を目指してやってみよう。,"<Now, let's all try to beat Taylor's record.","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E13, S01E14, S01E15, S01E18, S01E22, S01E23, S01E24, S01E28, S01E30, S01E31, S01E33, S01E34, S01E36, S01E37, S01E38, S01E40, S01E42",
はい,はい,"1. yes, that is correct<br>2. understood, I see, OK, okay<br>3. present, here<br>4. pardon?, what's that?, come again?<br>5. now, here, here you go<br>6. giddy-up, giddap",N5,47,結構　早いんじゃないの？ <b>はい</b>　切れると大変危ないので。,"Isn't it quite early? Yes, it is very dangerous if it breaks.","S01E01, S01E02, S01E03, S01E08, S01E09, S01E11, S01E14, S01E16, S01E19, S01E20, S01E25, S01E26, S01E30, S01E34, S01E37, S01E38, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
奴,やつ,Guy / Person / Fellow / That thing,N1,46,へっ　とんでもねえ<b>奴</b>らだぜ。,"Hey, they're outrageous.","S01E01, S01E04, S01E05, S01E07, S01E08, S01E09, S01E11, S01E12, S01E13, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E27, S01E28, S01E30, S01E35, S01E36, S01E37, S01E38, S01E40, S01E42, S01E43, S01E44, S01E45",
回,かい,"1. counter for occurrences<br>2. a time, an instance<br>3. inning (baseball), round, game<br>4. episode, chapter, instalment<br>5. Hui (people)<br>6. Islam",N3,45,これができるようになったら １<b>回</b>だけ　ループを返してみる。,"Once you can do this, try returning the loop just once.","S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E24, S01E26, S01E34, S01E37, S01E49, S01E50",
併せ持つ,あわせもつ,"1. to have two things (at the same time) (e.g. good and bad points), to also have something (in addition to something else)",Unlabeled,44,すべてのスポーツやゲームの 要素を<b>併せ持つ</b>爆丸バトル。,Bakugan Battle combines elements of all sports and games.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E21, S01E22, S01E23, S01E24, S01E25, S01E27, S01E30, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
えっ,えっ,"1. huh?, what's up?",Unlabeled,44,<b>えっ</b>　なんで？ だって　私が作ったんだもん。,"Eh, why? After all, I made it.","S01E01, S01E02, S01E09, S01E10, S01E16, S01E19, S01E20, S01E22, S01E23, S01E25, S01E27, S01E30, S01E31, S01E32, S01E36, S01E37, S01E38, S01E40, S01E42, S01E45, S01E49",
テイラー,テーラー,1. tailor,Unlabeled,44,＜バトルを制したのはゼロと<b>テイラー</b>。,<Zero and Taylor won the battle.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E12, S01E16, S01E20, S01E24, S01E31, S01E33, S01E34, S01E36, S01E37, S01E38, S01E40, S01E41, S01E42, S01E47, S01E49",
道場,どうじょう,"1. dojo, hall used for martial arts training<br>2. manda (place of Buddhist practice or meditation, esp. the place under the bodhi tree where Buddha attained enlightenment)",N1,43,へえ～　お前も　この爆丸<b>道場</b>に いたことがあるのか。,"Hey, have you ever been to this Bakugan dojo?","S01E01, S01E02, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E20, S01E22, S01E24, S01E30, S01E36, S01E39, S01E44",
相手,あいて,"1. companion, partner, company<br>2. other party, addressee<br>3. opponent (sports, etc.)",N3,43,<b>相手</b>に　ゲートカードを　２枚 先取りされてしまうことは　必至。,It is inevitable that your opponent will get two gate cards ahead of you.,"S01E01, S01E02, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E17, S01E18, S01E21, S01E24, S01E26, S01E27, S01E28, S01E32, S01E36, S01E37, S01E38, S01E40, S01E42, S01E44, S01E45, S01E46, S01E47, S01E50",
なおと,なおと,Naoto,Unlabeled,43,<b>なおと</b>君　みんなが 僕を上から　にらんでくるんだ。,"Nao, everyone is staring at me from above.","S01E02, S01E04, S01E08, S01E09, S01E11, S01E14, S01E18, S01E21, S01E22, S01E23, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E36, S01E38, S01E39, S01E40, S01E41, S01E43, S01E46, S01E47, S01E48, S01E50, S01E51",
私,わたし,I / Me,N5,43,ちょっと　コツ教えてよ。 では　<b>私</b>が。,"Please tell me some tips. Well, it's me.","S01E03, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E19, S01E22, S01E27, S01E30, S01E35, S01E37, S01E38, S01E39, S01E40, S01E41, S01E45, S01E46",
られる,ラレ,Passive / Potential Form,Unlabeled,42,３対１とは なめ<b>られ</b>たものでござる。,The ratio of 3 to 1 is an understatement.,"S01E01, S01E02, S01E05, S01E06, S01E07, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E23, S01E25, S01E26, S01E27, S01E30, S01E31, S01E32, S01E33, S01E36, S01E37, S01E38, S01E39, S01E41, S01E42, S01E44, S01E45, S01E46, S01E48, S01E49, S01E51",
自分,じぶん,"1. myself, yourself, oneself, himself, herself<br>2. I, me<br>3. you",N5,42,<b>自分</b>でやりながら 目を回さないように注意。,Be careful not to roll your eyes while doing it yourself.,"S01E01, S01E02, S01E03, S01E06, S01E07, S01E10, S01E11, S01E12, S01E13, S01E19, S01E22, S01E23, S01E24, S01E27, S01E32, S01E34, S01E36, S01E37, S01E38, S01E39, S01E41, S01E42, S01E45, S01E50, S01E51",
来る,くる,"1. to come (spatially or temporally), to approach, to arrive<br>2. to come back, to do ... and come back<br>3. to come to be, to become, to get, to grow, to continue<br>4. to come from, to be caused by, to derive from<br>5. to come to (i.e. ""when it comes to spinach ..."")",N5,42,それに　我々は　友情ごっこをしに <b>来</b>たわけではない。,And we're not here to play friendship.,"S01E02, S01E05, S01E06, S01E14, S01E15, S01E16, S01E17, S01E19, S01E25, S01E26, S01E28, S01E31, S01E33, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E43, S01E45, S01E46, S01E48, S01E49, S01E50",
とき,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",Unlabeled,41,いつでも好きな<b>とき</b>に 爆スロンＤＸを使ってかまわんが→,You can use Bakuslon DX whenever you like →,"S01E01, S01E02, S01E03, S01E07, S01E08, S01E09, S01E11, S01E12, S01E14, S01E15, S01E18, S01E19, S01E22, S01E24, S01E26, S01E27, S01E28, S01E30, S01E35, S01E36, S01E39, S01E40, S01E41, S01E44, S01E46, S01E49, S01E50, S01E51",
みんな,みんな,"1. everyone, everybody, all<br>2. everything, all",N5,41,なおと君　<b>みんな</b>が 僕を上から　にらんでくるんだ。,"Nao, everyone is staring at me from above.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E13, S01E14, S01E15, S01E19, S01E22, S01E23, S01E25, S01E27, S01E28, S01E30, S01E32, S01E34, S01E35, S01E36, S01E37, S01E39, S01E42, S01E44, S01E45, S01E47, S01E48, S01E50",
もらう,もらう,"1. to receive, to take, to accept<br>2. to get somebody to do something<br>3. to have in one's pocket (a fight, match)<br>4. to contract (a disease), to catch, to be affected",N4,41,ドラガオンを扱うには　それなりの 試練を乗り越えて<b>もらう</b>。,"In order to handle Dragaon, you must overcome certain trials.","S01E01, S01E02, S01E05, S01E06, S01E08, S01E09, S01E10, S01E15, S01E16, S01E18, S01E19, S01E21, S01E22, S01E27, S01E28, S01E31, S01E32, S01E33, S01E36, S01E38, S01E40, S01E41, S01E42, S01E47, S01E48, S01E49, S01E50",
ファルコ,ファルコ,Fuァruko,Unlabeled,41,<b>ファルコ</b>にも自己進化爆丸の能力が 備わったんだ。,Falco also has the ability to self-evolve Bakugan.,"S01E04, S01E05, S01E15, S01E16, S01E17, S01E22, S01E23, S01E24, S01E25, S01E27, S01E28, S01E49",
早速,さっそく,"1. at once, immediately, without delay, promptly",N2,40,なら　<b>早速</b>　修業を 始めてもらおうかな。,"If that's the case, I'd like you to start training right away.","S01E02, S01E06, S01E11, S01E13, S01E14, S01E16, S01E17, S01E18, S01E21, S01E22, S01E23, S01E24, S01E26, S01E27, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
ねえ,ねえ,Hey! / Look! / (seeking agreement) / No / Not (Slang negative),Unlabeled,39,へっ　とんでも<b>ねえ</b>奴らだぜ。,"Hey, they're outrageous.","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12, S01E13, S01E15, S01E16, S01E19, S01E20, S01E25, S01E34, S01E36, S01E37, S01E38, S01E39, S01E40, S01E43, S01E44, S01E47, S01E49",
パーツ,パーツ,"1. part, component",Unlabeled,39,あいつは　シュートしたあとでも メタル<b>パーツ</b>を自在に操れる。,"Even after shooting, he can freely manipulate metal parts.","S01E01, S01E09, S01E11, S01E15, S01E18, S01E19, S01E21, S01E23, S01E26, S01E30, S01E31, S01E42, S01E43, S01E45, S01E46, S01E48, S01E49, S01E50, S01E51",
教える,おしえる,"1. to teach, to instruct<br>2. to tell, to inform<br>3. to preach",N5,39,ちょっと　コツ<b>教え</b>てよ。 では　私が。,"Please tell me some tips. Well, it's me.","S01E01, S01E03, S01E09, S01E11, S01E12, S01E13, S01E15, S01E18, S01E19, S01E20, S01E25, S01E26, S01E27, S01E28, S01E30, S01E32, S01E33, S01E39, S01E40, S01E41, S01E44, S01E46, S01E48, S01E49",
ため,ため,"1. good, advantage, benefit, welfare<br>2. sake, purpose, objective, aim<br>3. consequence, result, effect<br>4. affecting, regarding, concerning",Unlabeled,39,そして　爆丸塾の教えが 正しいことを証明する<b>ため</b>に！,And to prove that Bakugan Juku's teachings are correct!,"S01E06, S01E09, S01E10, S01E13, S01E14, S01E15, S01E18, S01E23, S01E24, S01E26, S01E27, S01E32, S01E36, S01E40, S01E41, S01E44, S01E47, S01E49, S01E50",
三,さん,"1. three, 3",N5,38,では　この看板 シャドウ<b>三</b>獣士がもらっていきやす。,"Well then, it's easy to get this signboard for the three Shadow Beastmen.","S01E05, S01E06, S01E07, S01E09, S01E10, S01E12, S01E14, S01E15, S01E18, S01E24, S01E26, S01E27, S01E28, S01E39, S01E40, S01E43, S01E47, S01E49",
ザクロ,ざくろ,1. pomegranate (Punica granatum),Unlabeled,38,しかも　この<b>ザクロ</b>がシュートしたことに 怒り　暴走するとは　おもしろい！,"What's more, it's funny how this pomegranate gets angry and goes berserk when it shoots!","S01E16, S01E17, S01E18, S01E24, S01E25, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51",
まだ,まだ,"1. still, as yet, only<br>2. (not) yet<br>3. more, (more) still<br>4. at least, comparatively, relatively<br>5. unfinished, incomplete, not yet done",N5,37,いや　その爆丸には <b>まだ</b>何か秘密がある。,"No, that Bakugan still has some secrets.","S01E01, S01E02, S01E05, S01E10, S01E12, S01E13, S01E15, S01E16, S01E17, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E32, S01E35, S01E37, S01E39, S01E40, S01E44, S01E45, S01E46, S01E48",
進化,しんか,"1. evolution, progress",N1,37,攻撃面でも　ドラガオン同様　はるかに <b>進化</b>しておる。,"In terms of attack, it is much more advanced, just like Dragaon.","S01E07, S01E08, S01E09, S01E12, S01E13, S01E18, S01E19, S01E21, S01E23, S01E24, S01E25, S01E27, S01E35, S01E36, S01E41",
見せる,みせる,"1. to show, to display",N5,37,美しく<b>見せる</b>には 同じテンポで同じ円を描くこと。,"To make it look beautiful, draw the same circles at the same tempo.","S01E08, S01E10, S01E12, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26, S01E27, S01E30, S01E32, S01E33, S01E34, S01E36, S01E37, S01E41, S01E44",
ループ,ループ,"1. loop, band, ring<br>2. loop (programming)<br>3. loop (railway line)<br>4. time loop, temporal loop",Unlabeled,37,これができるようになったら １回だけ　<b>ループ</b>を返してみる。,"Once you can do this, try returning the loop just once.","S01E10, S01E12, S01E13, S01E17, S01E20, S01E23, S01E24, S01E31, S01E43, S01E51",
なに,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",Unlabeled,36,ないよね　きっと？ <b>なに</b>を言うんだ。,Surely not? What are you saying?,"S01E01, S01E05, S01E08, S01E10, S01E11, S01E15, S01E16, S01E18, S01E20, S01E21, S01E23, S01E25, S01E26, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E46, S01E48, S01E50",
枚,まい,1. counter for flat objects (e.g. sheets of paper)<br>2. counter for positions or roles<br>3. counter for food portions (now only gyōza and soba)<br>4. counter for ranking level,N1,36,すでに　僕は　ゲートカードを ２<b>枚</b>　ゲットして　ラストワン。,I've already gotten two gate cards and it's my last one.,"S01E01, S01E02, S01E03, S01E05, S01E08, S01E10, S01E14, S01E18, S01E19, S01E21, S01E28, S01E30, S01E32, S01E33, S01E36, S01E37, S01E40, S01E41, S01E42, S01E44, S01E45, S01E46",
うわ,うわ,"1. upper, upward, outer, surface, top",Unlabeled,35,<b>うわ</b>！ あれは！ 激烈爆速はがしの構え！,Wow! That’s it! Ready to peel off at a furious speed!,"S01E02, S01E03, S01E05, S01E06, S01E08, S01E10, S01E14, S01E20, S01E23, S01E27, S01E31, S01E32, S01E35, S01E36, S01E40, S01E44, S01E46, S01E47, S01E49, S01E51",
今度,こんど,"1. this time, now<br>2. next time, another time, shortly, soon<br>3. recently, lately, the other day",N4,34,<b>今度</b>は ウインドミルが先にスタンドしたっす。,"This time, Windmill stood first.","S01E01, S01E02, S01E05, S01E07, S01E08, S01E09, S01E11, S01E13, S01E16, S01E22, S01E24, S01E25, S01E28, S01E32, S01E34, S01E36, S01E37, S01E40, S01E41, S01E43, S01E44, S01E45",
シュン,シュン,Shyun,Unlabeled,34,＜ゼロがトリックを成功させ <b>シュン</b>にプレッシャーをかける。,<Zero succeeds in his trick and puts pressure on Shun.,"S01E02, S01E04, S01E05, S01E07, S01E08, S01E13, S01E14, S01E24, S01E25, S01E26, S01E27, S01E28, S01E36, S01E42, S01E44, S01E51",
上,うえ,"1. above, up, over, elder (e.g. daughter)<br>2. top, summit, head (e.g. of a staircase)<br>3. surface<br>4. before, previous<br>5. superiority, one's superior, one's elder<br>6. on top of that, besides, what's more, not only ... but<br>7. upon (further inspection, etc.), based on (and occurring after)<br>8. matters concerning ..., as concerns ...<br>9. since (i.e. ""for that reason"")<br>10. honorable, venerable<br>11. place of one's superior (e.g. the throne)<br>12. emperor, sovereign, shogun, daimyo<br>13. noblewoman (esp. the wife of a nobleman)",N5,34,なおと君　みんなが 僕を<b>上</b>から　にらんでくるんだ。,"Nao, everyone is staring at me from above.","S01E02, S01E03, S01E05, S01E06, S01E09, S01E12, S01E13, S01E17, S01E18, S01E19, S01E20, S01E24, S01E28, S01E30, S01E32, S01E34, S01E35, S01E37, S01E40, S01E44, S01E45, S01E46, S01E48, S01E49",
クリア,クリア,"1. clear<br>2. clearing (a bar, hurdle, etc.)<br>3. overcoming, getting through, getting past, completing, solving, settling, meeting (e.g. a standard)<br>4. clearing (the ball)<br>5. clearing (e.g. a checked box)",Unlabeled,34,課題を<b>クリア</b>できれば　このまま 一緒に暮らせるとのこと。,"They say that if they can clear the challenges, they can continue living together.","S01E02, S01E03, S01E05, S01E07, S01E08, S01E09, S01E10, S01E13, S01E15, S01E22, S01E24, S01E25, S01E26, S01E33, S01E35, S01E50, S01E51",
