Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
チェリー,チェリー,Cherry,Unlabeled,34,≪<b>チェリー</b>ブロッサムが来るぞ～！ ≪すぐ後ろにジョーだ！,≪Cherry Blossom is coming! ≪Joe is right behind you!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
ビーフ,ビーフ,1. beef,Unlabeled,33,<b>ビーフ</b>だ～！ シャドウとレキがやるぞ！ 勇気を見せろ～！,It's beef! Shadow and Reki will do it! Show your courage!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
ここ,ココ,Here,N5,33,<b>ここ</b>には次に 愛抱夢と滑るヤツがいるだろ～が,"There's going to be someone here next who's going to skate with Aimu, right?","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
やめる,やめる,"1. to stop (an activity), to cease, to discontinue, to end, to quit<br>2. to cancel, to abandon, to give up, to abolish, to abstain, to refrain",Unlabeled,33,<b>やめろ</b>！　こんなくだらない世界に 僕を連れもどすな！,Stop it! Don't take me back to this stupid world!,"#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
バカ,ばか,"1. idiot, moron, fool<br>2. trivial matter, folly, absurdity<br>3. stupid, foolish, dull, absurd, ridiculous<br>4. fervent enthusiast, nut, person singularly obsessed with something<br>5. Mactra chinensis (species of trough shell)",Unlabeled,32,俺のスケートを<b>バカ</b>にしたこと 取り消してもらうぞ　シャドウ！,"I'll have you take back the fact that you made fun of my skating, Shadow!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
あれ,アレ,That one over there,N5,32,<b>あれ</b>なら　どの方向にノーズを 振っても　ストレスがかかりにくい,"That way, no matter which direction you swing your nose, it will be less stressful.","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
まで,まで,"1. until (a time), till, to, up to<br>2. to (a place), as far as<br>3. to (an extent), up to, so far as, even<br>4. only, merely",Unlabeled,31,いつも晩ごはん<b>まで</b>には 帰ってくる子なんだけどねぇ,He always comes home by dinner time.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
とき,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",Unlabeled,31,いつでも　どこでも どんな<b>とき</b>でも　スケートは滑れる！,"You can skate anytime, anywhere, at any time!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #05 PART 情熱のダンシングNight!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
おい,おい,"1. hey!, oi!, ahoy!<br>2. I, me",Unlabeled,31,<b>おい</b>　なんとか言えよ！,"Hey, say something!","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja",
なに,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",Unlabeled,30,<b>なに</b>　しれっと 得意分野にしてやがる　卑怯メガネ！,"Why, those cowardly glasses that make it their specialty!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
愛之介,愛之介,Ainosuke,Unlabeled,30,でも　気をつけなさい <b>愛之介</b>さんは優秀だから—,"But be careful, Ainosuke-san is excellent.","#04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
いや,ひ,"1. no, the noes",Unlabeled,28,<b>いや</b>だね　それに時間がない,"No, I don't have time for that.","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
よう,ヨウ,Seem / Like / Way,Unlabeled,28,プッシュは基本だから 目つぶってもできる<b>よう</b>になれ～,"Pushing is the basics, so learn to do it even if you close your eyes.","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
行く,いく,"1. to go, to move (in a direction or towards a specific location), to head (towards), to be transported (towards), to reach<br>2. to proceed, to take place<br>3. to pass through, to come and go<br>4. to walk<br>5. to die, to pass away<br>6. to do (in a specific way)<br>7. to stream, to flow<br>8. to continue<br>9. to have an orgasm, to come, to cum<br>10. to trip, to get high, to have a drug-induced hallucination",N5,28,俺たちは全力で あのルーキーを潰しに<b>行く</b>ぞ,We'll do everything in our power to destroy that rookie.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
せる,せる,1. to compete<br>2. to bid<br>3. to sell at auction,Unlabeled,28,ああいう生意気なガキには ハッキリわから<b>せ</b>てやらね～とな,I'll have to make it clear to such a brash brat.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
ほう,かた,"1. direction, way<br>2. person, lady, gentleman<br>3. method of, manner of, way of<br>4. care of ...<br>5. person in charge of ...<br>6. side (e.g. ""on my mother's side"")",N5,28,よしっ！ 先に着いた<b>ほう</b>が　ジュース１本な！,Alright! The first one to get there gets a bottle of juice!,"#02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
スピーカー,スピーカー,1. speaker,N2,28,[<b>スピーカー</b>]人は誰しも 過ちを犯します,[Speaker] Everyone makes mistakes.,"#02 PART はじめてのサイコー！.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #12 PART 俺たちの無限大!.ja",
負ける,まける,"1. to lose, to be defeated<br>2. to succumb, to give in, to surrender, to yield<br>3. to be inferior to<br>4. to break out in a rash due to (e.g. lacquer, shaving, etc.)<br>5. to reduce the price, to give a discount, to throw in (something extra) for free",N4,28,俺が<b>負け</b>たら　次はお前なんだぞ！,"If I lose, you're next!","#03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
ボード,ボード,1. board,Unlabeled,27,お前の<b>ボード</b>は コイツで生まれ変わる！,Your board will be reborn with this one!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
ちょっと,ちょっと,A little / A moment,N5,26,<b>ちょっと</b>トリックがうまいぐらいで 調子に乗んな,"I'm just good at tricks, so don't get carried away.","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
なぁ,な,"1. greens, vegetables<br>2. rape (Brassica napus), rapeseed",Unlabeled,26,<b>なぁ</b>なぁランガ カナダってどんなとこ？,"Hey Langa, what kind of place is Canada?","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
すげぇ,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",Unlabeled,26,でもMIYAが ケガに<b>すげぇ</b>効く温泉があるって—,But MIYA says there's a hot spring that's amazingly effective for injuries.,"#03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
られる,ラレル,Passive / Potential Form,Unlabeled,25,でも　何が幸せかなんて 答え<b>られる</b>ヤツいるか？,But is there anyone who can answer what makes you happy?,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
いく,いく,"1. to go, to move (in a direction or towards a specific location), to head (towards), to be transported (towards), to reach<br>2. to proceed, to take place<br>3. to pass through, to come and go<br>4. to walk<br>5. to die, to pass away<br>6. to do (in a specific way)<br>7. to stream, to flow<br>8. to continue<br>9. to have an orgasm, to come, to cum<br>10. to trip, to get high, to have a drug-induced hallucination",N1,25,ランガみたいに 百発百中とは<b>いか</b>ねえ,It's not like Langa is a 100 out of 100.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
よい,よい,"1. good, excellent, fine, nice, pleasant, agreeable<br>2. sufficient, enough, ready, prepared<br>3. profitable (deal, business offer, etc.), beneficial<br>4. OK, all right, fine, no problem",N5,25,でも　体重のかけ方を直せば もっと<b>よく</b>なる,"But if you change the way you put your weight on it, things will get better.","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja",
もっと,もっと,"1. (some) more, even more, longer, further",N5,25,本番では <b>もっと</b>頑丈なやつにしてきなよ,I'll have to use something more sturdy for the actual performance.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
モニター,モニター,"1. (computer) monitor<br>2. consumer who comments on products, television programs, etc. (programmes)<br>3. program or utility that monitors a program or activity",N1,25,[<b>モニター</b>]現状では 任意同行という形ですが—,"[Monitor] Currently, it is a voluntary accompaniment, but...","#04 PART 愛のマタドール、愛抱夢.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #11 PART キング VS ザコ.ja",
相手,あいて,"1. companion, partner, company<br>2. other party, addressee<br>3. opponent (sports, etc.)",N3,24,曲がってくる<b>相手</b>の正面を 保ち続けるとか　不可能でしょ,It's impossible to keep facing an opponent who is turning.,"#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
じゃあ,で,"1. coming out, going out, outflow, efflux, rising (of the Sun or the Moon)<br>2. attending (work), appearing (on stage), one's turn to go on<br>3. start, beginning<br>4. origins, background, person (or item) originating from ..., graduate of ..., native of ..., member of ... (lineage)<br>5. architectural member that projects outward<br>6. highest point of the stern of a ship<br>7. amount (comprising something), amount of time or effort required to do something",N5,24,<b>じゃあ</b> 雨が降るのを読んでたってこと？,So you were reading about it raining?,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
さん,サン,Suffix for names (Mr./Ms.),N5,24,でも　気をつけなさい 愛之介<b>さん</b>は優秀だから—,"But be careful, Ainosuke-san is excellent.","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #11 PART キング VS ザコ.ja",
聞く,きく,"1. to hear<br>2. to listen (e.g. to music)<br>3. to ask, to enquire, to query<br>4. to hear about, to hear of, to learn of<br>5. to follow (advice, order, etc.), to obey, to listen to, to comply with<br>6. to hear (e.g. a plea), to grant (a request), to accept (e.g. an argument), to give consideration to<br>7. to smell (esp. incense), to sample (a fragrance)<br>8. to taste (alcohol), to try",N5,24,レキが俺に 何でも<b>聞け</b>って言ったのに,Reki told me to ask him anything.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
はっ,はっ,"1. oh<br>2. yes<br>3. huh?, hm?, what's that?",Unlabeled,24,なに!? <b>はっ</b>！ 暦が前に出た！,What!? Ha! The calendar has come forward!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
まだ,まだ,"1. still, as yet, only<br>2. (not) yet<br>3. more, (more) still<br>4. at least, comparatively, relatively<br>5. unfinished, incomplete, not yet done",N5,23,ですが　松村警視 神道議員の捜査が<b>まだ</b>！,"However, Superintendent Matsumura, the Shinto lawmaker is still under investigation!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
知る,しる,"1. to be aware of, to know, to be conscious of, to cognize, to cognise<br>2. to notice, to feel<br>3. to understand, to comprehend, to grasp<br>4. to remember, to be acquainted with (a procedure)<br>5. to experience, to go through, to learn<br>6. to be acquainted with (a person), to get to know<br>7. to concern",N5,23,お前らが アイツの何を<b>知っ</b>てるんだ！,What do you guys know about him?,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
なっ,なあ,"1. hey, say, look",Unlabeled,23,<b>なっ</b>　なんでもありませ～ん！,It's nothing!,"#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
違う,ちがう,"1. to differ (from), to vary<br>2. to not be in the usual condition<br>3. to not match the correct (answer, etc.)<br>4. to be different from promised<br>5. isn't it?, wasn't it?",N5,23,ムダだ　お前と愛抱夢とでは 次元が<b>違い</b>すぎる,It's useless. You and my love dream are on a different level.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
すぎる,すぎる,"1. to pass through, to pass by, to go beyond<br>2. to pass (of time), to elapse<br>3. to have expired, to have ended, to be over<br>4. to exceed, to surpass, to be above<br>5. to be no more than ...<br>6. to be excessive, to be too much, to be too ...",Unlabeled,23,ムダだ　お前と愛抱夢とでは 次元が違い<b>すぎる</b>,It's useless. You and my love dream are on a different level.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
すごい,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",N3,23,前に進むときは <b>すごく</b>進むのに—,"When we move forward, we move forward a lot...","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
ダメ,だめ,No / Bad / Forbidden / Useless,Unlabeled,22,<b>ダメ</b>だよ　バイトで 字を書く仕事があったらバレる,"It's no good. If you have a part-time job of writing, you'll be found out.","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
どこ,ドコ,Where?,N5,22,いつでも　<b>どこ</b>でも どんなときでも　スケートは滑れる！,"You can skate anytime, anywhere, at any time!","#02 PART はじめてのサイコー！.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
カーラ,カーラ,Kara,Unlabeled,21,ありがとう　<b>カーラ</b> カーラ？,Thank you Carla Carla?,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #11 PART キング VS ザコ.ja",
出る,でる,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward<br>4. to come to, to get to, to lead to, to reach<br>5. to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display<br>6. to appear (in print), to be published, to be announced, to be issued, to be listed, to come out<br>7. to attend, to participate, to take part, to enter (an event), to play in, to perform<br>8. to be stated, to be expressed, to come up, to be brought up, to be raised<br>9. to sell<br>10. to exceed, to go over<br>11. to stick out, to protrude<br>12. to break out, to occur, to start, to originate<br>13. to be produced<br>14. to come from, to be derived from<br>15. to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid<br>16. to answer (phone, door, etc.), to get<br>17. to assume (an attitude), to act, to behave<br>18. to pick up (speed, etc.), to gain<br>19. to flow (e.g. tears), to run, to bleed<br>20. to graduate<br>21. to ejaculate, to cum",N5,21,なに!? はっ！ 暦が前に<b>出</b>た！,What!? Ha! The calendar has come forward!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #04 PART 愛のマタドール、愛抱夢.ja, #05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
