Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
でる,てる,"1. to shine<br>2. to look slightly upward (of a noh mask; indicating joy, etc.)",Unlabeled,31,なに マンガなんか読ん<b>でん</b>のよ！,"What, are you reading manga?","S01E01, S01E02, S01E04, S01E05, S01E07, S01E08, S01E10, S01E11, S01E12, S01E13, S01E14, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E26",
しれる,しれる,"1. to become known, to come to light, to be discovered<br>2. to be known, to be understood<br>3. to obviously not amount to much, to seem trivial<br>4. to be evident, to be obvious, to go without saying<br>5. to be very intense (worry, hope, etc.), to be extremely severe",Unlabeled,31,はかせには まだ ちょっと早いかも<b>しれ</b>ない,It may still be a little early for me to get used to it.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E08, S01E10, S01E11, S01E12, S01E14, S01E15, S01E17, S01E18, S01E22, S01E24, S01E25",
てく,てく,1. to continue,Unlabeled,31,じゃあ そのあと カラオケもし<b>てく</b>？,"So, do you want to do karaoke after that?","S01E02, S01E04, S01E05, S01E07, S01E08, S01E09, S01E11, S01E13, S01E14, S01E16, S01E17, S01E19, S01E20, S01E21, S01E23, S01E26",
おい,おい,"1. hey!, oi!, ahoy!<br>2. I, me",Unlabeled,31,<b>おい</b> ガキ！ 聞き分けのないことを言うな！,Hey kid! Don't say things you don't understand!,"S01E06, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E21, S01E22, S01E24, S01E25",
ネジ,ねじ,"1. screw<br>2. key (of a clock, watch, etc.), spring (of a clock, watch, etc.)",Unlabeled,30,もしかして これだけのために<b>ネジ</b>を？,Maybe a screw just for this?,"S01E01, S01E07, S01E09, S01E12, S01E13, S01E14, S01E15, S01E16, S01E25, S01E26",
しょう,たくみ,"1. workman, artisan, mechanic, carpenter<br>2. craft, skill<br>3. means, idea",Unlabeled,30,買ってきちゃったもんは <b>しょう</b>がないでしょ,"There's nothing you can do about what you bought, right?","S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E13, S01E14, S01E16, S01E18, S01E20, S01E24, S01E26",
ちょっ,いっすん,"1. one sun (approx. 3.03 cm)<br>2. little bit (of time, distance, etc.)",Unlabeled,30,そうとも知らず いつもいつも <b>ちょっ</b>かい出して,"Without even knowing it, I'm always messing with you","S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E15, S01E16, S01E17, S01E18, S01E21, S01E22",
はっ,はっ,"1. oh<br>2. yes<br>3. huh?, hm?, what's that?",Unlabeled,30,<b>はっ</b>！ いいぞ 行ってこい！,"Ha! Okay, let's go!","S01E04, S01E05, S01E06, S01E07, S01E11, S01E14, S01E17, S01E18, S01E19, S01E21, S01E22, S01E24",
うわあ,うわ,"1. upper, upward, outer, surface, top",Unlabeled,29,<b>うわあ</b> 何だ これは！,"Wow, what is this!","S01E01, S01E03, S01E04, S01E05, S01E07, S01E09, S01E10, S01E13, S01E14, S01E16, S01E19, S01E20, S01E21, S01E22, S01E23, S01E26",
すごい,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",N3,29,<b>すごい</b>よ 80点は やればできるじゃん！,That's amazing! You can get 80 points if you try!,"S01E01, S01E03, S01E05, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E21",
カワイイ,かわいい,"1. cute, adorable, charming, lovely, pretty<br>2. dear, precious, darling, pet<br>3. innocent, childlike, childish, lovable<br>4. dainty, cute little, tiny",Unlabeled,29,<b>カワイイ</b>姫君との かくれんぼも そろそろ終わりにしましょう,Let's end the hide-and-seek game with the cute princess soon.,"S01E01, S01E03, S01E04, S01E07, S01E09, S01E14, S01E15, S01E16, S01E17, S01E21, S01E22, S01E23, S01E26",
次,つぎ,"1. next, following, subsequent<br>2. stage, station",N5,29,ゆっくりでいいから <b>次</b>は 教えたとおりに跳びなよ,"It's okay to be slow, so next time jump just like I taught you.","S01E02, S01E03, S01E05, S01E07, S01E09, S01E10, S01E11, S01E15, S01E16, S01E18, S01E19, S01E20, S01E24, S01E25",
なさる,なさる,1. to do,N4,29,あんた 何時だと思ってんの！ 静かに寝<b>なさい</b>！,What time do you think it is? Sleep quietly!,"S01E03, S01E04, S01E09, S01E11, S01E12, S01E13, S01E14, S01E15, S01E18, S01E20, S01E21, S01E23, S01E25, S01E26",
相生,相生,Aioi,Unlabeled,29,<b>相生</b>さんには 伝えておきますので,I'll tell Mr. Aioi.,"S01E05, S01E07, S01E10, S01E15, S01E16, S01E21, S01E22, S01E25, S01E26",
帰る,かえる,"1. to return, to come home, to go home, to go back<br>2. to leave<br>3. to get home, to get to home plate",N5,28,途中で ミキサーと リンゴの果樹園を買って<b>帰る</b>ぞ,I'll buy a blender and an apple orchard on the way home.,"S01E01, S01E03, S01E05, S01E06, S01E07, S01E11, S01E12, S01E14, S01E16, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26",
怒る,おこる,"1. to get angry, to get mad<br>2. to tell someone off, to scold<br>3. to be angular, to be square",N4,28,誰が やったんですか？ <b>怒ら</b>ないから手を上げてください,"Who did it? Please raise your hand, I'm not angry.","S01E01, S01E02, S01E03, S01E05, S01E07, S01E09, S01E10, S01E13, S01E14, S01E18, S01E23, S01E25",
いつ,いつ,"1. when, at what time, how soon<br>2. normal times, ordinary days",N5,28,<b>いつ</b>までも水があるなんて 平和ボケしてるんじゃないよ！,It's not like we're forgetting the peace that we'll have water forever!,"S01E01, S01E03, S01E04, S01E05, S01E09, S01E10, S01E11, S01E15, S01E16, S01E17, S01E18, S01E22, S01E23, S01E24, S01E25, S01E26",
普通,ふつう,"1. normal, ordinary, regular, usual, common, average<br>2. normally, ordinarily, usually, generally, commonly<br>3. local train, train that stops at every station",N4,28,私は もっと <b>普通</b>が いいんです！,I prefer normal!,"S01E01, S01E02, S01E04, S01E05, S01E07, S01E09, S01E14, S01E15, S01E16, S01E17, S01E18, S01E24, S01E25, S01E26",
一緒,いっしょ,"1. together<br>2. at the same time<br>3. same, identical",N5,28,<b>一緒</b>に住んでいる はかせが作ってくれたロボットです,"This is a robot made by Hakase, who lives with me.","S01E01, S01E02, S01E03, S01E05, S01E07, S01E08, S01E12, S01E13, S01E14, S01E16, S01E22, S01E24, S01E25, S01E26",
日常,にちじょう,"1. everyday, daily, ordinary, usual, routine, regular",N3,28,もっと普通で 楽しい <b>日常</b>が待ってるかも,A more normal and fun everyday life may be waiting for you.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26",
楽しみ,たのしみ,"1. enjoyment, pleasure, diversion, amusement, hobby<br>2. anticipation, looking forward to",N4,28,人が<b>楽しみ</b>にしてた モンブランに！,The Mont Blanc that people were looking forward to!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E21, S01E22, S01E23, S01E24, S01E25",
より,より,"1. than<br>2. from, out of, since, at, on<br>3. except, but, other than<br>4. more",N5,28,しかも その絵を見るのが <b>より</b>によって ゆっこ,"What's more, looking at that picture is even better than Yukko.","S01E02, S01E03, S01E04, S01E05, S01E06, S01E10, S01E11, S01E13, S01E14, S01E15, S01E17, S01E18, S01E20, S01E21, S01E24, S01E25, S01E26",
ガキ,がき,"1. brat, kid, urchin, little devil<br>2. preta, hungry ghost",Unlabeled,28,１人でトイレに行けってほうが 無理なのかもなあ <b>ガキ</b>だから,"Maybe it's impossible for me to go to the bathroom by myself, because I'm a kid.","S01E04, S01E07, S01E08, S01E09, S01E10, S01E13, S01E14, S01E19, S01E20, S01E21, S01E22, S01E25, S01E26",
そこ,ソコ,There,N5,27,半年や <b>そこ</b>らのつきあいで 私の何が分かるっていうの！,What can you understand about me after six months or so of dating?,"S01E01, S01E03, S01E04, S01E10, S01E11, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26",
やめる,やめる,"1. to stop (an activity), to cease, to discontinue, to end, to quit<br>2. to cancel, to abandon, to give up, to abolish, to abstain, to refrain",Unlabeled,27,<b>やめよう</b> 俺が王になったところで,Let's stop now that I'm king,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E13, S01E14, S01E15, S01E20, S01E21",
桜井,桜井,Sakurai,Unlabeled,27,<b>桜井</b>がいないと まともに部の説明もできないなあ,"Without Sakurai, I wouldn't be able to properly explain the club.","S01E01, S01E04, S01E07, S01E11, S01E12, S01E14, S01E15, S01E17, S01E21, S01E23, S01E25",
悪い,わるい,"1. bad, poor, undesirable<br>2. poor (quality), inferior, insufficient<br>3. evil, sinful<br>4. ugly, not beautiful<br>5. at fault, to blame, in the wrong<br>6. bad (at doing something)<br>7. unprofitable, unbeneficial<br>8. sorry, (my) bad, unforgivable",N5,27,お前が床に置いてんのが <b>悪い</b>んだろ！,It must be your fault that you put it on the floor!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E10, S01E11, S01E13, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26",
お菓子,おかし,"1. confections, sweets, candy, cake",N5,27,タダで<b>お菓子</b>がもらえるらしいとの ことなので 食いつく　フフフッ,"Apparently I can get sweets for free, so I dig them in. Hehehe.","S01E04, S01E05, S01E08, S01E09, S01E10, S01E12, S01E13, S01E18, S01E21, S01E23, S01E24",
目,め,"Eye / (part of idiom ""teach a lesson"")",N5,26,そうだ　はかせが ちゃんとした<b>目</b>にすれば―,"That's right, if Hakase looks at it properly...","S01E01, S01E02, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E15, S01E17, S01E19, S01E20, S01E25",
自分,じぶん,"1. myself, yourself, oneself, himself, herself<br>2. I, me<br>3. you",N5,26,<b>自分</b>で取ろうとしても 全然取れなかったのに,"Even though I tried to get it myself, I couldn't get it at all.","S01E01, S01E02, S01E06, S01E07, S01E08, S01E11, S01E12, S01E14, S01E15, S01E18, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26",
よし,よし,1. even if,Unlabeled,26,違う 違う 違う！ <b>よし</b>とか言って俺はアホか！,"No, no, no! Am I an idiot for saying it's okay?","S01E01, S01E05, S01E06, S01E07, S01E10, S01E11, S01E14, S01E15, S01E16, S01E17, S01E18, S01E22, S01E23, S01E26",
本,もと,"1. origin, source<br>2. base, basis, foundation, root<br>3. cause<br>4. ingredient, material<br>5. (somebody's) side, (somebody's) location<br>6. original cost (or capital, principal, etc.)<br>7. (plant) root, (tree) trunk<br>8. first section of a waka<br>9. counter for blades of grass, tree trunks, etc., and for falcons (in falconry)<br>10. handle (chopsticks, brush, etc.), grip",N5,26,ただ <b>本</b>を 拾ってもらっただけですが,I just picked up the book.,"S01E01, S01E03, S01E05, S01E10, S01E11, S01E14, S01E15, S01E16, S01E18, S01E20, S01E22, S01E23, S01E24, S01E26",
君,きみ,"1. you, buddy, pal<br>2. monarch, ruler, sovereign, (one's) master",N4,26,カワイイ姫<b>君</b>との かくれんぼも そろそろ終わりにしましょう,Let's end the hide-and-seek game with the cute princess soon.,"S01E01, S01E04, S01E07, S01E11, S01E14, S01E15, S01E17, S01E18, S01E21, S01E23, S01E24, S01E25",
手,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",N5,26,古代兵器を<b>手</b>に入れることが できちゃう　ハッハッハッ,I can get my hands on an ancient weapon hahaha,"S01E01, S01E06, S01E07, S01E08, S01E11, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26",
第,だい,1. prefix for forming ordinal numbers,N1,26,これで私も 普通の人としての <b>第</b>一歩を,This is my first step as a normal person.,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
ちゃんと,ちゃんと,"1. diligently, seriously, earnestly, reliably, steadily, legitimately<br>2. perfectly, properly, exactly, orderly, punctually, regularly<br>3. sufficiently, satisfactorily<br>4. quickly",N3,26,もう さっきは <b>ちゃんと</b> できたじゃーん,It worked fine just now.,"S01E02, S01E03, S01E04, S01E05, S01E08, S01E09, S01E11, S01E12, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
寝る,ねる,"1. to sleep (lying down)<br>2. to go to bed, to lie in bed<br>3. to lie down<br>4. to sleep (with someone, i.e. have intercourse)<br>5. to lie flat (e.g. of hair)<br>6. to lie idle (of funds, stock, etc.)<br>7. to ferment (of soy sauce, miso, etc.)",N5,26,あんた 何時だと思ってんの！ 静かに<b>寝</b>なさい！,What time do you think it is? Sleep quietly!,"S01E03, S01E04, S01E08, S01E09, S01E11, S01E12, S01E17, S01E18, S01E19, S01E21, S01E24, S01E25",
出す,だす,"1. to take out, to get out<br>2. to put out, to reveal, to show<br>3. to submit (e.g. thesis), to turn in<br>4. to publish, to make public<br>5. to send (e.g. letter)<br>6. to produce (a sound), to start (fire)<br>7. to serve (food)<br>8. ... out (e.g. to jump out, to carry out)<br>9. to begin ..., to start to ..., to burst into ...",N5,25,やるまでの やる気を<b>出す</b>には どうすりゃいいの？,What should I do to motivate myself to do it?,"S01E01, S01E02, S01E03, S01E08, S01E09, S01E11, S01E13, S01E14, S01E16, S01E17, S01E20, S01E21, S01E23, S01E25, S01E26",
逃げる,にげる,"1. to escape, to run away",N4,25,なに<b>逃げ</b>てんすか？ 高崎先生！,What are you running away from? Mr. Takasaki!,"S01E01, S01E02, S01E06, S01E07, S01E09, S01E10, S01E22, S01E23, S01E25, S01E26",
ちゃ,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",Unlabeled,25,でも タブーがあって まず１人でやっ<b>ちゃ</b>ダメなのと―,But there's a taboo that says you shouldn't do it alone...,"S01E01, S01E04, S01E05, S01E08, S01E10, S01E12, S01E13, S01E14, S01E16, S01E18, S01E20, S01E23, S01E24, S01E25, S01E26",
とりあえず,とりあえず,"1. first of all, at once, right away<br>2. for now, for the time being",Unlabeled,25,<b>とりあえず</b> 飛んでるってことは―,"Anyway, flying means...","S01E01, S01E03, S01E04, S01E05, S01E07, S01E08, S01E10, S01E11, S01E13, S01E19, S01E21, S01E24, S01E25, S01E26",
取れる,とれる,"1. to come off, to be removed<br>2. to disappear (of pain, a fever, etc.)<br>3. to be caught, to be harvested<br>4. to be interpreted (as), to be taken (as)<br>5. to be attained (of balance, etc.)<br>6. to be obtainable",N3,25,自分で取ろうとしても 全然<b>取れ</b>なかったのに,"Even though I tried to get it myself, I couldn't get it at all.","S01E01, S01E07, S01E08, S01E11, S01E13, S01E15, S01E22, S01E25, S01E26",
面白い,おもしろい,"1. interesting, fascinating, intriguing, enthralling<br>2. amusing, funny, comical<br>3. enjoyable, fun, entertaining, pleasant, agreeable<br>4. good, satisfactory, favourable, desirable, encouraging",N1,25,なんかこう <b>面白い</b>ことが 転がってないものかねえ,I wonder if something interesting like this isn't happening.,"S01E01, S01E03, S01E05, S01E06, S01E07, S01E10, S01E14, S01E15, S01E18, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26",
とく,とく,"1. to untie, to unfasten, to unwrap, to undo, to unbind, to unpack<br>2. to unsew, to unstitch<br>3. to solve, to work out, to answer<br>4. to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease<br>5. to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege)<br>6. to release (from duty), to relieve, to dismiss<br>7. to comb (out), to card, to untangle (hair)",Unlabeled,25,言っ<b>とく</b>が やる気のないやつは すぐ内申に反映させるからな,"I'm telling you, those who aren't motivated will be reflected in the report right away.","S01E02, S01E03, S01E05, S01E06, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E18, S01E19, S01E20, S01E23, S01E25, S01E26",
ちょ,いっすん,"1. one sun (approx. 3.03 cm)<br>2. little bit (of time, distance, etc.)",Unlabeled,25,<b>ちょ</b> ちょ ちょっ！ 何ですか その すちゃらか機能は,Hey hey hey! What is that amazing feature?,"S01E02, S01E03, S01E06, S01E07, S01E08, S01E09, S01E14, S01E15, S01E18, S01E20, S01E23, S01E25, S01E26",
あと,あと,"1. behind, rear<br>2. after, later<br>3. remainder, the rest<br>4. more (e.g. five more minutes), left<br>5. also, in addition<br>6. descendant, successor, heir<br>7. after one's death<br>8. past, previous",N3,25,なしだよ なし　グッチョパなし！ <b>あと</b> 仏でたたくのもなし！,"No, no, no Gucciopa! Also, there is no need to bash the Buddha!","S01E02, S01E03, S01E05, S01E06, S01E09, S01E11, S01E12, S01E14, S01E18, S01E21, S01E22, S01E24, S01E25, S01E26",
全然,ぜんぜん,"1. (not) at all, (not) in the slightest<br>2. wholly, entirely, completely, totally<br>3. extremely, very",N3,25,でも <b>全然</b>食べてないですよ 少しは食べないと,But I haven't eaten at all. I need to eat a little.,"S01E02, S01E03, S01E07, S01E08, S01E09, S01E11, S01E14, S01E15, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E26",
番,ばん,"1. number (in a series)<br>2. (one's) turn<br>3. watch, guard, lookout<br>4. rank, standing, position<br>5. bout, match<br>6. pieces (in a collection)",N3,25,まさか ４<b>番</b>まで クジ番号３番 前に,"I never expected it to be number 4, before the lottery number 3.","S01E03, S01E11, S01E18, S01E19, S01E26",
まさか,まさか,"1. by no means, never!, well, I never!, you don't say!, certainly (not)<br>2. something unexpected, emergency<br>3. currently, for the time being, presently, for now<br>4. indeed, really, truly, unexpectedly",N3,24,<b>まさか</b> そんなふうに 思われているとは,I never thought you would think that way.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E11, S01E13, S01E16, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25",
教える,おしえる,"1. to teach, to instruct<br>2. to tell, to inform<br>3. to preach",N5,24,ゆっくりでいいから 次は <b>教え</b>たとおりに跳びなよ,"It's okay to be slow, so next time jump just like I taught you.","S01E01, S01E02, S01E07, S01E13, S01E14, S01E17, S01E18, S01E19, S01E21, S01E23, S01E24, S01E25, S01E26",
先輩,せんぱい,"1. senior (at work or school), superior, elder, older graduate, progenitor, old-timer",N4,24,さっき 笹原<b>先輩</b>となのちゃんが 一緒に歩いてた,Sasahara-senpai and Nano-chan were walking together a while ago.,"S01E01, S01E14, S01E17, S01E24, S01E25, S01E26",
わあ,わあ,"1. wow!, oh!, eek!, gee!<br>2. yeah!, alright!, hurray!<br>3. waah!, boohoo!",Unlabeled,24,の<b>わあ</b>あ！,Noaaaaaaaaaaaaaaaa!,"S01E01, S01E03, S01E05, S01E06, S01E07, S01E08, S01E12, S01E13, S01E14, S01E15, S01E16, S01E21, S01E24",
まー,まあ,"1. just (e.g. ""just wait here""), come now, now, now<br>2. tolerably, passably, moderately, reasonably, fairly, rather, somewhat<br>3. well..., I think..., it would seem..., you might say..., Hmmm, I guess so...<br>4. oh!, oh dear!, oh, my!, wow!, goodness gracious!, good heavens!",Unlabeled,24,朝も はよから おはようござい<b>まー</b>す　なんつって,"It's early in the morning, so good morning.","S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E16, S01E17, S01E22, S01E25, S01E26",
すぎる,すぎる,"1. to pass through, to pass by, to go beyond<br>2. to pass (of time), to elapse<br>3. to have expired, to have ended, to be over<br>4. to exceed, to surpass, to be above<br>5. to be no more than ...<br>6. to be excessive, to be too much, to be too ...",Unlabeled,24,どう考えても さっきのは なで<b>すぎ</b>やろ！,"No matter how you look at it, you stroked it too much earlier!","S01E01, S01E02, S01E03, S01E08, S01E09, S01E11, S01E12, S01E15, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26",
やっぱり,やはり,"1. as expected, sure enough, just as one thought<br>2. after all (is said and done), in the end, as one would expect, in any case<br>3. too, also, as well, likewise, (not) either<br>4. still, as before<br>5. all the same, even so, still, nonetheless",N4,24,こんなに喜んでくれるなんて <b>やっぱり</b> 孫はカワイイ,My grandson is so cute that he is so happy.,"S01E01, S01E03, S01E04, S01E07, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E18, S01E21, S01E23, S01E25",
次回,じかい,1. next time (occasion),Unlabeled,24,<b>次回</b>の「日常」は 第２話です お楽しみに,The next “Nichijou” is episode 2. Please look forward to it.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25",
少し,すこし,"1. small quantity, little, few, something<br>2. little while<br>3. short distance",N5,24,<b>少し</b>でも跳べるように ならないと,I need to be able to jump even a little,"S01E02, S01E03, S01E04, S01E05, S01E09, S01E10, S01E13, S01E14, S01E19, S01E21, S01E22, S01E24, S01E25",
さあ,さあ,"1. come, come now, come along, go on, hurry up<br>2. well, who knows, I don't know..., uh, hmm<br>3. well now, let's see, there we go, all right<br>4. about that, you see",N5,24,<b>さあ</b> ボールは どこにあるでしょうか？ えっ？,Now where is the ball? Huh?,"S01E03, S01E05, S01E06, S01E07, S01E12, S01E14, S01E18, S01E19, S01E20, S01E21, S01E23, S01E26",
はあ,はあ,"1. yes, indeed, well<br>2. ha!<br>3. what?, huh?<br>4. sigh",N3,24,<b>はあ</b>？ バカって言ったほうが バカでしょ　この バカ！,"Huh? It would be more stupid to call you an idiot, you idiot!","S01E03, S01E04, S01E06, S01E07, S01E11, S01E14, S01E18, S01E20, S01E21, S01E23, S01E24, S01E25",
とにかく,とにかく,"1. anyhow, at any rate, anyway, somehow or other, generally speaking, in any case, at least",N3,23,<b>とにかく</b> まずは 信じてもらわなければ,"Anyway, I have to get you to believe me first.","S01E01, S01E02, S01E06, S01E10, S01E11, S01E14, S01E16, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26",
たり,たり,"1. -ing and -ing (e.g. ""coming and going"")<br>2. doing such things as...<br>3. expresses a command<br>4. to be<br>5. indicates completion or continuation of an action",Unlabeled,23,普通の人みたいに イスに座っ<b>たり</b> 寝返りを打ったりしたいんです,I want to sit in a chair and roll over like a normal person.,"S01E01, S01E03, S01E05, S01E09, S01E11, S01E12, S01E14, S01E15, S01E19, S01E20, S01E22, S01E23, S01E25, S01E26",
みたい,みたい,"1. -like, sort of, similar to, resembling",Unlabeled,23,もうちょっと普通の女の子<b>みたい</b>に あいさつできてればなあ,I wish I could greet you a little more like a normal girl.,"S01E01, S01E03, S01E04, S01E05, S01E09, S01E11, S01E12, S01E14, S01E16, S01E17, S01E18, S01E21, S01E23, S01E26",
時間,じかん,"1. time<br>2. hour<br>3. period, class, lesson",N5,23,僕は 休日を利用し 片道８<b>時間</b>の恐山の地に立った,"I took advantage of my day off to stand on Mt. Osore, an 8-hour one-way trip.","S01E01, S01E05, S01E09, S01E10, S01E11, S01E14, S01E15, S01E18, S01E20, S01E21, S01E24, S01E26",
終わる,おわる,"1. to end, to come to an end, to close, to finish",N1,23,ハロウィンは とっくに<b>終わっ</b>てますよ,Halloween is already over,"S01E01, S01E02, S01E06, S01E09, S01E13, S01E14, S01E16, S01E18, S01E21, S01E22, S01E25, S01E26",
いっぱい,いっぱい,"1. amount necessary to fill a container (e.g. cupful, spoonful, etc.), drink (usu. alcoholic)<br>2. full<br>3. one squid, octopus, crab, etc., one boat<br>4. fully, to capacity<br>5. a lot, much<br>6. all of ..., the entire ...",N4,23,口に <b>いっぱい</b> お菓子のカス つけてるのは誰ですか？,Who has a mouth full of candy crumbs?,"S01E01, S01E02, S01E04, S01E05, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E18, S01E21, S01E22, S01E24",
日,ひ,"1. day, days<br>2. sun, sunshine, sunlight<br>3. (the) day, daytime, daylight<br>4. date, deadline<br>5. (past) days, time (e.g. of one's childhood)<br>6. case (esp. unfortunate), event",N4,23,でも ２～３<b>日</b>は ゆっこに からかわれるんだろうなあ,But I'm sure Yukko will tease me for a few days.,"S01E01, S01E03, S01E05, S01E08, S01E09, S01E11, S01E13, S01E15, S01E16, S01E19, S01E21, S01E24, S01E26",
こっち,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,23,いい？ 次こそは真剣に来てよ <b>こっち</b>も必殺技 出すからね,"good? Next time, come seriously, I'll use a special move too.","S01E02, S01E03, S01E04, S01E06, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E21, S01E22, S01E23, S01E25, S01E26",
いつも,いつも,"1. always, all the time, at all times<br>2. never<br>3. usual, regular, habitual, customary",N5,23,機械のようにボケまくって いっつも<b>いつも</b> 私がツッコんで,"You're acting like a machine, and I'm always the one trying to make you laugh","S01E03, S01E09, S01E11, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26",
たあ,た,1. multi-,Unlabeled,22,みおちゃん　宝くじ ３等10万円が当たっ<b>たあ</b>！,"Mio-chan won the third prize of 100,000 yen in the lottery!","S01E01, S01E03, S01E05, S01E07, S01E08, S01E09, S01E13, S01E17, S01E24",
見せる,みせる,"1. to show, to display",N5,22,一応 念のために ２人ともカバンの中だけ<b>見せ</b>て,"Just in case, please let us both see what's inside your bag.","S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E10, S01E12, S01E14, S01E16, S01E19, S01E20, S01E22",
ありがとう,ありがとう,"1. thank you, thanks",N3,22,今日は <b>ありがとう</b> 遅くまで ごめんね,Thank you for today. Sorry for being late.,"S01E01, S01E02, S01E03, S01E04, S01E07, S01E08, S01E11, S01E12, S01E15, S01E16, S01E18, S01E22, S01E24, S01E25",
死ぬ,しぬ,"1. to die, to pass away<br>2. to lose spirit, to lose vigor, to look dead<br>3. to cease, to stop",N5,22,<b>死ん</b>でいくものだとばかり 思っていたが―,I just thought that I was going to die...,"S01E01, S01E05, S01E06, S01E07, S01E08, S01E11, S01E15, S01E21, S01E22, S01E23, S01E25",
絵,え,"1. picture, drawing, painting, sketch<br>2. image (TV, film, etc.), picture, footage",N5,22,そんな<b>絵</b>がウマかったら マンガ家にでもなればいいでしょ！,"If you like drawings like that, you should become a manga artist!","S01E02, S01E05, S01E06, S01E07, S01E14, S01E16, S01E23, S01E24",
なし,ない,"1. nonexistent, not being (there)<br>2. unowned, not had, unpossessed<br>3. unique<br>4. not, impossible, won't happen<br>5. not<br>6. to not be, to have not",Unlabeled,22,<b>なし</b>だよ なし　グッチョパなし！ あと 仏でたたくのもなし！,"No, no, no Gucciopa! Also, there is no need to bash the Buddha!","S01E02, S01E03, S01E05, S01E09, S01E11, S01E12, S01E14, S01E16, S01E19, S01E20, S01E23",
