Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
ばっかり,ばかり,"1. only, merely, nothing but, no more than<br>2. approximately, about<br>3. just (finished, etc.)<br>4. as if to, (as though) about to<br>5. indicates emphasis<br>6. always, constantly",Unlabeled,16,ちょっと おにぎりの具 笹<b>ばっかり</b>じゃなくてクルミも入れてよ！,Please add walnuts instead of just bamboo!,"S01E03, S01E04, S01E22, S01E23, S01E24, S01E25, S01E33, S01E36, S01E37, S01E40, S01E44"
スマフォ,スマホ,"1. smartphone, smart phone",Unlabeled,16,僕も　<b>スマフォ</b>ですし,I also use a smartphone.,S01E04
本当に,ほんとうに,"1. really, truly",Unlabeled,16,編集長が　<b>本当に</b> ここは　すばらしいカフェだと,The editor-in-chief says that this is truly a wonderful cafe.,"S01E04, S01E06, S01E08, S01E11, S01E14, S01E19, S01E27, S01E34, S01E39, S01E42, S01E43, S01E44, S01E50"
やっぱ,やっぱ,"1. too, also, likewise, either<br>2. still, as before<br>3. even so, either way, nonetheless, in any event, all the same<br>4. as expected",Unlabeled,16,でも　今日は<b>やっぱ</b>やめとこうかな,But I guess I should stop today.,"S01E04, S01E06, S01E07, S01E08, S01E09, S01E11, S01E14, S01E16, S01E25, S01E26, S01E30"
嬉しい,うれしい,"1. happy, glad, pleased, delighted, overjoyed<br>2. joyful, delightful, gratifying, pleasant",N3,16,ありがとう とっても<b>嬉しい</b>！,Thank you very much!,"S01E04, S01E09, S01E12, S01E17, S01E22, S01E24, S01E26, S01E28, S01E30, S01E38, S01E40, S01E43"
必要,ひつよう,"1. necessary, needed, essential, indispensable<br>2. necessity, need, requirement",N4,16,リンリンは　僕のこと<b>必要</b>ないでしょ,"Linlin doesn't need me, right?","S01E04, S01E07, S01E10, S01E18, S01E20, S01E22, S01E24, S01E28, S01E38, S01E46, S01E47, S01E50"
おもしろい,おもしろい,"1. interesting, fascinating, intriguing, enthralling<br>2. amusing, funny, comical<br>3. enjoyable, fun, entertaining, pleasant, agreeable<br>4. good, satisfactory, favourable, desirable, encouraging",N5,16,<b>おもしろい</b>ことが始まりそうな気配ないけど,I don't think anything interesting is about to start though.,"S01E04, S01E07, S01E11, S01E13, S01E16, S01E20, S01E22, S01E26, S01E28, S01E35, S01E39, S01E43"
口,くち,"1. mouth<br>2. opening, hole, gap, orifice<br>3. mouth (of a bottle), spout, nozzle, mouthpiece<br>4. gate, door, entrance, exit<br>5. speaking, speech, talk (i.e. gossip)<br>6. taste, palate<br>7. mouth (to feed)<br>8. opening (i.e. vacancy), available position<br>9. invitation, summons<br>10. kind, sort, type<br>11. opening (i.e. beginning)<br>12. counter for mouthfuls, shares (of money), and swords",N5,16,噛み切れない筋とともに <b>口</b>の中に広がってくる,It spreads in my mouth with streaks that I can't chew.,"S01E05, S01E08, S01E16, S01E19, S01E23, S01E33, S01E37, S01E41, S01E45, S01E47"
意味,いみ,"1. meaning, significance, sense",N5,16,ポルトガル語で　異教徒を<b>意味</b>する ジェンツーだなんて！,Gentoo means pagan in Portuguese!,"S01E06, S01E09, S01E12, S01E13, S01E18, S01E19, S01E21, S01E22, S01E23, S01E25, S01E26, S01E29, S01E31, S01E37, S01E48"
ちまう,ちまう,"1. to do completely<br>2. to do accidentally, to do without meaning to, to happen to do",Unlabeled,16,俺が　ずっと 運転になっ<b>ちまう</b>じゃねえかよ,I guess I'll end up driving all the time.,"S01E06, S01E16, S01E17, S01E24, S01E26, S01E28, S01E34, S01E38, S01E42, S01E43, S01E45, S01E46"
人生,じんせい,1. (human) life (i.e. conception to death),N3,16,<b>人生</b>には枕より大切なものがあるんじゃないかな?,Isn't there something more important in life than a pillow?,"S01E06, S01E07, S01E08, S01E11, S01E16, S01E19, S01E29, S01E35, S01E36, S01E38, S01E42, S01E44"
系,けい,"1. system, lineage, group<br>2. corollary<br>3. system (range of strata that correspond to a particular time period)<br>4. (taxonomical) series",N1,16,癒やし<b>系</b>でとってもラブリーなの,It's soothing and very lovely.,"S01E07, S01E13, S01E23, S01E26, S01E27, S01E31, S01E34, S01E36, S01E38, S01E49"
人間,にんげん,"1. human being, human, person, man, mankind, humankind<br>2. character (of a person)",N3,16,<b>人間</b>のことは人間に聞いたほうが,It's better to ask humans about humans,"S01E07, S01E17, S01E19, S01E24, S01E25, S01E35, S01E45, S01E48"
枚,まい,1. counter for flat objects (e.g. sheets of paper)<br>2. counter for positions or roles<br>3. counter for food portions (now only gyōza and soba)<br>4. counter for ranking level,N1,16,ちょっと多めにって３<b>枚</b>も,A little more than 3 pieces,"S01E07, S01E09, S01E13, S01E22, S01E35, S01E38, S01E49"
喜ぶ,よろこぶ,"1. to be delighted, to be glad, to be pleased<br>2. to congratulate<br>3. to gratefully accept",N4,16,お客さんも<b>喜ん</b>でるみたいだし盛り上がりそうだね,"The customers seem to be happy, so it looks like it's going to be fun.","S01E07, S01E10, S01E17, S01E26, S01E32, S01E33, S01E34, S01E37, S01E40, S01E44, S01E46"
下,した,"1. below, down, under, younger (e.g. daughter)<br>2. bottom<br>3. beneath, underneath<br>4. just after, right after<br>5. inferiority, one's inferior (i.e. one's junior)<br>6. trade-in<br>7. preliminary, preparatory",N5,16,僕は三つ子のいちばん<b>下</b>で いちばん体が小さかった,I was the youngest of the triplets and the smallest.,"S01E08, S01E17, S01E18, S01E20, S01E21, S01E31, S01E38, S01E41, S01E45, S01E49"
好み,このみ,"1. liking, taste, choice",N3,16,ははぁ　真相は お<b>好み</b>ってことですね,"Haha, the truth is that it's your choice.","S01E08, S01E09, S01E20, S01E23, S01E27, S01E35, S01E40"
かかる,かかる,"1. to span, to bridge, to cross, to straddle",N5,16,まぁ　俺の手に<b>かかりゃ</b> こんなもんよ,"Well, this is what happens in my hands.","S01E08, S01E15, S01E17, S01E20, S01E30, S01E33, S01E35, S01E39, S01E43, S01E46, S01E47"
世界,せかい,"1. the world, society, the universe<br>2. sphere, circle, world<br>3. world-renowned, world-famous<br>4. realm governed by one Buddha, space",N4,16,私の落語がつまらないとバカにした<b>世界</b>に,In a world that made fun of my rakugo as boring.,"S01E09, S01E15, S01E16, S01E18, S01E25, S01E29, S01E33, S01E34, S01E37, S01E42, S01E47, S01E48"
初めて,はじめて,"1. for the first time<br>2. only after ... is it ..., only when ... do you ...",N5,16,パンダが竹食べてるとこ<b>初めて</b>見た！,It was the first time I saw a panda eating bamboo!,"S01E10, S01E16, S01E17, S01E19, S01E21, S01E22, S01E32, S01E33, S01E35, S01E37, S01E41, S01E48, S01E50"
オオカミ,おおかみ,"1. wolf (Canis lupus)<br>2. wolf in sheep's clothing, womanizer",Unlabeled,16,<b>オオカミ</b>は　もともと群れる動物なんだけど,Wolves are originally pack animals.,"S01E26, S01E34, S01E37"
ほど,ほど,"1. extent, degree, measure<br>2. limit, bounds<br>3. (span of) time<br>4. (a) distance<br>5. the state of, the status of, the condition of<br>6. about, around, approximately, or so<br>7. as much as ..., to the extent of ..., like ...<br>8. the more ... the more ...",N4,15,えっと 趣味って<b>ほど</b>でもないけど ツルツルした小石集めが好きって,"Well, it's not really a hobby, but I like collecting smooth pebbles.","S01E01, S01E12, S01E16, S01E17, S01E21, S01E22, S01E30, S01E33, S01E34, S01E35, S01E45, S01E48, S01E50"
やる気,やるき,"1. willingness (e.g. to do something), eagerness, motivation, inspiration, determination, high aspirations",Unlabeled,15,もっと　ダイエット<b>やる気</b>になるのにな,I wish I was more motivated to go on a diet.,"S01E01, S01E06, S01E07, S01E11, S01E15, S01E19, S01E21, S01E26, S01E27, S01E35, S01E39, S01E41"
お待ち,おまちかね,"1. long-awaited, long-waited-for<br>2. someone who has waited a long time, something that one has waited impatiently for",Unlabeled,15,は～い！ちょっと　<b>お待ち</b>くださ～い！,Yes! Please wait a moment!,"S01E01, S01E04, S01E10, S01E13, S01E20, S01E28, S01E31, S01E34, S01E38, S01E41, S01E43, S01E44, S01E49"
まったく,まったく,"1. really, truly, entirely, completely, wholly, perfectly<br>2. indeed<br>3. good grief",Unlabeled,15,<b>まったく</b>　そんなにいつも寝てばっかりで,"No way, I just sleep all the time","S01E02, S01E08, S01E12, S01E13, S01E17, S01E22, S01E29, S01E34, S01E36, S01E40, S01E43, S01E49"
疲れ,つかれ,"1. tiredness, fatigue",N3,15,あっ　シロクマさん　こんにちは！お<b>疲れ</b>っす！,"Ah, hello polar bear! Thank you for your hard work!","S01E02, S01E09, S01E10, S01E17, S01E20, S01E24, S01E26, S01E32, S01E33, S01E37, S01E38, S01E40"
問題,もんだい,"1. question (e.g. on a test), problem<br>2. problem (e.g. societal, political), question, issue, subject (e.g. of research), case, matter<br>3. question (i.e. doubt)<br>4. public discussion, controversy<br>5. trouble, problem, inconvenience, difficulty",N5,15,おいしいとかの<b>問題</b>じゃないでしょ!,It's not a question of whether it tastes good or not!,"S01E02, S01E03, S01E08, S01E18, S01E19, S01E22, S01E27, S01E28, S01E30, S01E36, S01E37, S01E46"
痛い,いたい,"1. painful, sore<br>2. cringy, embarrassing<br>3. exceeding",N5,15,僕竹食べるとお腹<b>痛く</b>なっちゃうんです,"When I eat bamboo, I get a stomach ache.","S01E02, S01E03, S01E07, S01E21, S01E29, S01E32, S01E41"
逆,ぎゃく,"1. reverse, opposite<br>2. converse (of a hypothesis, etc.)<br>3. inverse (function)",N3,15,半田さんは 間が悪いから それを<b>逆</b>に活かすべきだね,"Mr. Handa is bad at making mistakes, so he should take advantage of that.","S01E02, S01E03, S01E06, S01E14, S01E18, S01E20, S01E22, S01E23, S01E30, S01E32, S01E38"
楽しむ,たのしむ,1. to enjoy (oneself),N1,15,これは実際に見たものと絵に定着したものとの相関とかい離を<b>楽しん</b>でほしいな,I hope you enjoy the correlation and disparity between what you actually see and what is fixed in the picture.,"S01E03, S01E10, S01E23, S01E25, S01E33, S01E35, S01E37, S01E38, S01E40, S01E45, S01E48"
はねる,はねる,"1. to jump, to leap, to prance, to spring up, to bound, to hop<br>2. to break up, to close, to come to an end<br>3. to hit (e.g. to have a car hit something or someone)",Unlabeled,15,今回<b>はね</b>　バックに カピバラキッズがつくんですって,"This time, there will be capybara kids on the background.","S01E04, S01E10, S01E12, S01E13, S01E15, S01E17, S01E20, S01E25, S01E29, S01E31, S01E33, S01E35, S01E40"
もちろん,もちろん,"1. of course, certainly, naturally",N4,15,<b>もちろん</b>です　見にきてください,"Of course, please come and see it.","S01E04, S01E07, S01E09, S01E10, S01E12, S01E26, S01E30, S01E31, S01E34, S01E35, S01E37, S01E45, S01E47, S01E50"
そっち,そちら,"1. that way, that direction<br>2. there<br>3. that (one)<br>4. you, your family, your company<br>5. that person",N5,15,<b>そっち</b>！？ っていうか勝手に寝ないで！,"Over there! ? I mean, don't go to sleep without permission!","S01E04, S01E17, S01E19, S01E20, S01E25, S01E29, S01E31, S01E33, S01E40, S01E45, S01E46, S01E48, S01E50"
旅,たび,"1. travel, trip, journey",N3,15,<b>旅</b>に出ると気持ちが盛り上がるね,I feel excited when I go on a journey.,"S01E04, S01E09, S01E16, S01E23, S01E24, S01E48, S01E49"
電車,でんしゃ,"1. train, electric train",N5,15,朝　会社に行く人たちで<b>電車</b>がいっぱいになるのが,"In the morning, the train is filled with people going to work.","S01E05, S01E19, S01E37, S01E44, S01E48, S01E49"
昔,むかし,"1. olden days, former",N4,15,へぇ～　<b>昔</b>は　おとなしかったのにな,"Hey, you used to be quiet.","S01E06, S01E09, S01E18, S01E25, S01E26, S01E43, S01E49"
続く,つづく,"1. to continue, to last, to go on<br>2. to continue (without a break), to be unbroken<br>3. to occur again and again<br>4. to lead to, to connect to, to adjoin<br>5. to come after, to follow, to succeed, to rank next to<br>6. to hold out, to keep, to last",N4,15,うん　という答えも待たずに 話は<b>続く</b>んでしょ？,"The story continues without waiting for the answer to be yes, right?","S01E06, S01E08, S01E10, S01E18, S01E20, S01E23, S01E24, S01E26, S01E27, S01E29, S01E44, S01E47"
はず,はず,"1. should (be), bound (to be), expected (to be), must (be)<br>2. nock (of a bow)<br>3. nock (of an arrow)<br>4. nock-shaped grip (between thumb and forefinger)<br>5. wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out",N4,15,二度と 家の敷居はまたがせないと言った<b>はず</b>だぞ,I told you I'd never step over the threshold of your house again.,"S01E07, S01E08, S01E18, S01E20, S01E23, S01E24, S01E33, S01E40, S01E41, S01E47"
個,こ,1. counter for articles<br>2. counter for military units<br>3. individual,N1,15,飲み会で最後に残った一<b>個</b>を食べる時は,When you eat the last piece at a drinking party,"S01E07, S01E08, S01E12, S01E18, S01E22, S01E32, S01E34, S01E35, S01E37, S01E41"
杯,さかずき,"1. sake cup, cup for alcoholic beverages",N1,15,その１<b>杯</b> 食ったら ６階で枕見るぞ。,"After I eat that one cup, I'll look at the pillow on the 6th floor.","S01E07, S01E16, S01E26, S01E28, S01E35, S01E36, S01E39, S01E43, S01E47"
それでは,それでは,"1. well then ...<br>2. in that situation, in which case",N5,15,<b>それでは</b> よーい！,Well then!,"S01E08, S01E22, S01E24, S01E32, S01E39, S01E41, S01E45, S01E46"
心,こころ,"1. mind, heart, spirit<br>2. the meaning of a phrase (riddle, etc.)",N4,15,いくつになってもときめく<b>心</b>を 忘れちゃダメなのよ! 女子は!,"No matter how old you are, you can't forget your heart that flutters! Girls!","S01E08, S01E13, S01E15, S01E16, S01E21, S01E24, S01E32, S01E35, S01E36, S01E37, S01E42"
決める,きめる,"1. to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix<br>2. to clinch (a victory), to decide (the outcome of a match)<br>3. to persist in doing, to go through with<br>4. to always do, to have made a habit of<br>5. to take for granted, to assume<br>6. to dress up, to dress to kill, to dress to the nines<br>7. to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing<br>8. to immobilize with a double-arm lock (in sumo, judo, etc.)<br>9. to eat or drink something, to take illegal drugs",N4,15,私は目的を<b>決め</b>ずに自転車で遠出するとかかな,I guess I go out on my bike without having a specific purpose in mind.,"S01E09, S01E10, S01E12, S01E17, S01E21, S01E24, S01E26, S01E27, S01E37"
ン,ン,1. some (at the start of a number in place of a digit),Unlabeled,15,まず　中央にそっと座って そのまま後ろにゴロ<b>ン</b>とする,"First, sit quietly in the center and move backwards.","S01E12, S01E15, S01E26, S01E30, S01E40, S01E43, S01E45"
まま,まま,As is / Condition,Unlabeled,15,これは　掃除機に吸われて 寝グセがついた<b>まま</b>のパンダくんです,This is a panda that was sucked up by a vacuum cleaner and is still sleeping.,"S01E15, S01E23, S01E24, S01E27, S01E28, S01E31, S01E35, S01E36, S01E37, S01E43, S01E48, S01E49"
間,あいだ,"1. space (between), gap, interval, distance, stretch<br>2. period of time (during, while), duration, interval<br>3. between (two parties or things)<br>4. among (a group)<br>5. relations (between), relationship<br>6. midpoint, average, halfway, middle ground<br>7. due to, because of",N4,15,半田さんは <b>間</b>が悪いから それを逆に活かすべきだね,"Mr. Handa is bad at making mistakes, so he should take advantage of that.","S01E17, S01E18, S01E20, S01E23, S01E25, S01E33, S01E36, S01E37, S01E40, S01E43"
基本,きほん,"1. basics, fundamentals, basis, foundation",N3,15,バイキングの<b>基本</b>は ２番目に 好きなものから食べるよ,The basics of buffet eating are the second thing you eat first.,"S01E18, S01E23, S01E26, S01E28, S01E31, S01E32, S01E34, S01E35, S01E39, S01E44, S01E45"
エゾリスママ,エゾリスママ,1. Squirrel Mama (Auto-translated),Unlabeled,15,まぁ <b>エゾリスママ</b> こんにちは,"Well, Hello Ezo Squirrel Mama","S01E19, S01E23, S01E24, S01E27, S01E35, S01E47"
どれ,どれ,"1. which (of three or more)<br>2. well, now, c'mon",N5,14,えーと  働かないでお金がもらえる仕事が載っているのは<b>どれ</b>ですか,"Well, which one has jobs where you can get paid without working?","S01E01, S01E14, S01E23, S01E24, S01E25, S01E28, S01E30, S01E31, S01E35, S01E40, S01E43, S01E44"
確か,たしか,"1. sure, certain, positive, definite<br>2. reliable, trustworthy, safe, sound, firm, accurate, correct, exact<br>3. If I'm not mistaken, If I remember correctly, If I remember rightly",N4,14,<b>確か</b>に　そうだけど　もっと　いろんなもの食べてみたいよ,"That's true, but I'd like to try more things.","S01E01, S01E03, S01E06, S01E13, S01E14, S01E28, S01E29, S01E34, S01E40, S01E41, S01E44, S01E46"
係,かかり,"1. charge, duty, person in charge, official, clerk<br>2. connection, linking",N3,14,キャンプの<b>係</b>を決めようぜ！,Let's decide who will be in charge of the camp!,"S01E01, S01E17, S01E20, S01E21, S01E24, S01E45"
相談,そうだん,"1. consultation, discussion, discussing, asking (somebody) for advice",N4,14,あの　グルグル回らず そこで<b>相談</b>なさって かまいませんから！,I don't mind if you talk to me there instead of going around in circles!,"S01E01, S01E04, S01E08, S01E12, S01E15, S01E22, S01E23, S01E28, S01E36, S01E44"
期,き,"1. period, time<br>2. opportunity, chance, occasion<br>3. age<br>4. term (e.g. in office)<br>5. session (e.g. of parliament)<br>6. stage (e.g. of a disease)<br>7. season (e.g. of a TV series)",N1,14,繁殖<b>期</b>は　季節が巡ってこないと 訪れないんだけど,The breeding season doesn't come until the season is right.,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E16"
家族,かぞく,"1. family, members of a family",N5,14,朝起きて一番に　中庭に集まって<b>家族</b>みんなで太極拳をします,"First thing we wake up in the morning, we gather in the courtyard and do tai chi with the whole family.","S01E02, S01E12, S01E18, S01E23, S01E33, S01E37, S01E38, S01E42"
っぽい,っぽい,"1. -ish, -like",Unlabeled,14,もっと鬼<b>っぽい</b>ほうがいいよね,It's better to be more like a demon.,"S01E02, S01E21, S01E32, S01E34, S01E35, S01E37, S01E41, S01E43"
こんなに,こんなに,"1. so, like this, in this way",N3,14,こんばんは <b>こんなに</b>お客さん来てるとは思いませんでした,"Good evening, I didn't expect so many customers to come.","S01E02, S01E03, S01E05, S01E07, S01E15, S01E21, S01E26, S01E30, S01E37, S01E38, S01E41, S01E47, S01E49, S01E50"
送る,おくる,"1. to send (a thing), to dispatch, to despatch, to transmit<br>2. to take or escort (a person somewhere), to see off (a person)<br>3. to bid farewell (to the departed), to bury<br>4. to spend (time), to live one's life<br>5. to pass (down the line)<br>6. to affix okurigana",N4,14,実家から<b>送ら</b>れてきたおイモで作った　煮っころがしとか,I made nikkorogashi with potatoes sent from my parents' house.,"S01E02, S01E18, S01E27, S01E30, S01E32, S01E36, S01E39, S01E44, S01E48"
動く,うごく,"1. to move, to stir, to shift, to shake, to swing<br>2. to operate, to run, to go, to work<br>3. to make a move, to take action, to act, to go into action<br>4. to be touched, to be influenced<br>5. to change, to vary, to fluctuate, to waver<br>6. to be transferred",N4,14,こまめに<b>動く</b>タイプなんです,I'm the type that moves frequently.,"S01E03, S01E13, S01E14, S01E20, S01E22, S01E24, S01E27, S01E31, S01E32, S01E34, S01E35, S01E44"
おっ,おっ,"1. oh, oops",Unlabeled,14,<b>おっ</b> この枕よさそうだな。,"Whoa, this pillow looks nice.","S01E03, S01E06, S01E17, S01E19, S01E20, S01E26, S01E36, S01E38, S01E43, S01E46, S01E49"
あんな,あんな,"1. that sort of, that kind of, like that, such, so",N4,14,シロクマが <b>あんな</b>ヤロウどもに食われるかよ！,Is a polar bear going to be eaten by those bastards?,"S01E03, S01E12, S01E13, S01E16, S01E17, S01E18, S01E19, S01E22, S01E27, S01E36, S01E41, S01E45"
自然体,しぜんたい,"1. natural posture (esp. in judo), natural stance<br>2. natural attitude, relaxed manner, calm manner",Unlabeled,14,自然でいることが　<b>自然体</b>じゃないかな,Isn't it natural to be natural?,"S01E03, S01E29, S01E30"
関係,かんけい,"1. relation, relationship, connection<br>2. participation, involvement, concern<br>3. influence, effect<br>4. sexual relations, sexual relationship<br>5. related to, connected to",N4,14,リンリンには <b>関係</b>ないやい！,It has nothing to do with Linlin!,"S01E03, S01E05, S01E06, S01E11, S01E13, S01E20, S01E21, S01E27, S01E29, S01E33, S01E45"
新しい,あたらしい,"1. new, novel, fresh, recent, latest, up-to-date, modern",N5,14,僕も<b>新しい</b>ポシェットにしたらかっこよくなっちゃうかな!,I think I would look cool with a new pochette too!,"S01E03, S01E21, S01E23, S01E26, S01E29, S01E33, S01E34, S01E35, S01E37, S01E40, S01E44"
本当,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",N3,14,しろくまカフェが来週から駐車場になっちゃうって<b>本当</b>,It's true that the Polar Bear Cafe will become a parking lot from next week.,"S01E03, S01E13, S01E14, S01E18, S01E20, S01E21, S01E22, S01E28, S01E39, S01E43, S01E47, S01E48"
車,くるま,"1. car, automobile, vehicle<br>2. wheel",N5,14,あぁ　この<b>車</b> オプションはなにがあるのかね,"Ah, what options does this car have?","S01E04, S01E29, S01E45"
生,き,"1. pure, undiluted, raw, crude",N3,14,これは　コーヒーの<b>生</b>豆よ！,This is raw coffee beans!,"S01E04, S01E10, S01E11, S01E14, S01E17, S01E19, S01E30, S01E41, S01E49, S01E50"
僕ら,ぼくら,1. we,Unlabeled,14,やった～！ 皆さん <b>僕ら</b>に祝福の嵐をお願いします！,"Yay! Everyone, please shower us with a storm of blessings!","S01E05, S01E13, S01E15, S01E19, S01E24, S01E30, S01E37, S01E38"
コウテイペンギン,こうていペンギン,1. emperor penguin (Aptenodytes forsteri),Unlabeled,14,<b>コウテイペンギン</b>なんかと 仲間にしないでよ！,Don't make friends with emperor penguins!,"S01E05, S01E17, S01E19, S01E31, S01E33"
代わる,かわる,"1. to succeed, to relieve, to replace<br>2. to take the place of, to substitute for, to take over for, to represent, to hand over (telephone)<br>3. to be exchanged, to change (places with), to switch",N1,14,何かあると すぐにバイトを <b>代わっ</b>てもらおうとするし,"When something happens, I immediately try to replace my part-time job.","S01E05, S01E07, S01E10, S01E20, S01E22, S01E26, S01E27, S01E32, S01E37, S01E43, S01E44"
ファン,ファン,"1. fan, enthusiast, lover (of)<br>2. fan (e.g. electric)",N1,14,今日は　ヤマアラシ<b>ファン</b>の　お友達のお家に行くのよ,Today I'm going to my friend's house who is a porcupine fan.,"S01E05, S01E08, S01E12, S01E31, S01E34, S01E35, S01E45"
おかげ,おかげ,"1. grace (of God), benevolence (of Buddha), blessing<br>2. assistance, help, aid<br>3. effects, influence",N4,14,もともとは ナマケモノさんの<b>おかげ</b>ですし,It was originally thanks to Mr. Sloth.,"S01E05, S01E08, S01E16, S01E29, S01E32, S01E33, S01E35, S01E41, S01E42, S01E44, S01E46"
水,みず,"1. water (esp. cool, fresh water, e.g. drinking water)<br>2. fluid (esp. in an animal tissue), liquid<br>3. flood, floodwaters<br>4. water offered to wrestlers just prior to a bout<br>5. break granted to wrestlers engaged in a prolonged bout",N5,14,ラッコは <b>水</b>の中に入らないとダメでしょ,"Sea otters have to go into the water, right?","S01E05, S01E07, S01E11, S01E16, S01E21, S01E28, S01E33, S01E41, S01E45, S01E48"
ヤツ,やつ,"1. fellow, guy, chap<br>2. thing, object<br>3. he, she, him, her",Unlabeled,14,こんな図体がでかいだけの<b>ヤツ</b>と 一緒にしないでちょうだい！,Please don't mix it up with this big guy!,"S01E06, S01E08, S01E16, S01E19, S01E21, S01E42, S01E44, S01E45"
ワイルド,ワイルド,1. wild,Unlabeled,14,僕に足りないのは <b>ワイルド</b>さだと思うんだ,I think what I'm missing is wildness,"S01E06, S01E16, S01E27, S01E41, S01E47"
焼く,やく,"1. to burn<br>2. to roast, to broil, to grill, to bake, to toast, to barbecue<br>3. to heat, to heat up<br>4. to make (charcoal, pottery, bricks, etc.), to bake, to fire, to burn<br>5. to tan (i.e. suntan), to burn<br>6. to print (a photo), to burn (an optical disc)<br>7. to be jealous of, to be envious of, to envy",N4,14,俺も 早く豆を<b>焼い</b>てみたい～！,I want to bake beans soon too!,"S01E06, S01E14, S01E17, S01E29, S01E32, S01E33, S01E34, S01E40, S01E45, S01E47, S01E50"
クマ,くま,1. bear (any mammal of family Ursidae),Unlabeled,14,同じ<b>クマ</b>として　シロクマ！お前もコイツに何か言ってやれ！,Polar bear as the same bear! You should say something to this guy too!,"S01E06, S01E08, S01E16, S01E17, S01E25, S01E40, S01E49"
盛り上がる,もりあがる,"1. to swell, to rise, to bulge, to be piled up<br>2. to rouse, to get excited",N1,14,窓開かんないし それにそこまでは<b>盛り上がっ</b>てないかな,"The windows don't open, and I don't think it's that exciting.","S01E07, S01E22, S01E23, S01E26, S01E31, S01E32, S01E33, S01E35, S01E41, S01E43"
つもり,つもり,"1. intention, plan<br>2. conviction, belief",N4,14,やだ　デートで女の子にお金払わせる<b>つもり</b>？,"Oh no, are you trying to make a girl pay for a date?","S01E07, S01E14, S01E16, S01E25, S01E33, S01E35, S01E38, S01E40, S01E41, S01E46, S01E47"
マスター,マスター,"1. to master (a skill)<br>2. proprietor, manager, owner, barkeeper<br>3. leader, chief, head<br>4. master (of arts, science, etc.)<br>5. master (recording)<br>6. master (device)",N3,14,僕が思うに シロクマ君は<b>マスター</b>としての責任を,I think Polar Bear has a responsibility as a master.,"S01E08, S01E14, S01E16, S01E26, S01E27, S01E32, S01E34, S01E42, S01E49"
そして,そして,"1. and, and then, thus, and now, and finally",N5,14,<b>そして</b> 今では メジャーリーグで大活躍している,And now he's playing in the major leagues.,"S01E08, S01E09, S01E12, S01E14, S01E16, S01E27, S01E30, S01E31, S01E39, S01E40, S01E41, S01E45"
雨,あめ,"1. rain<br>2. rainy day, rainy weather<br>3. the November suit (in hanafuda)",N5,14,<b>雨</b>に濡れた緑が鮮やかで,The rain-soaked green is vivid,"S01E12, S01E18, S01E23, S01E25, S01E38, S01E44"
高い,たかい,"1. high, tall<br>2. expensive, high-priced<br>3. high (level), above average (in degree, quality, etc.)<br>4. loud<br>5. high-pitched, shrill",N5,14,今日 ペンギンさん率が<b>高い</b>ですね,There are a lot of penguins today.,"S01E14, S01E20, S01E22, S01E23, S01E27, S01E30, S01E31, S01E35, S01E36"
住む,すむ,"1. to live (of humans), to reside, to inhabit, to dwell, to abide",N5,14,他のみんなは　どんなところに <b>住ん</b>でるんだろうね？,I wonder where everyone else lives?,"S01E17, S01E20, S01E32, S01E37, S01E41, S01E49, S01E50"
家出,いえで,"1. running away from home, elopement<br>2. outing, going out<br>3. becoming a Buddhist monk, entering the priesthood",N1,14,こういうのは <b>家出</b>って言わないでしょ,"This isn't called running away from home, right?","S01E18, S01E20, S01E33, S01E40"
機,はた,1. loom,N1,14,僕は　プレゼントに パンダかき氷<b>機</b>が欲しかったんだよ！,I wanted a panda shaved ice machine as a present!,"S01E18, S01E28, S01E29, S01E33, S01E34, S01E35, S01E38, S01E50"
アナグマ,あなぐま,1. badger<br>2. Eurasian badger (Meles meles)<br>3. defensive opening for shogi,Unlabeled,14,１位 レッサーパンダさんと<b>アナグマ</b>さんチーム！,1st place Red panda and badger team!,"S01E20, S01E21, S01E24, S01E30, S01E49"
派遣,はけん,"1. dispatch, despatch, deployment<br>2. temporary employee (esp. from an agency), temporary worker, agency temp",N1,14,来週から<b>派遣</b>パンダさんが来るそうです,It seems that the dispatched panda will be coming from next week.,S01E26
野球,やきゅう,1. baseball,Unlabeled,14,みんなで<b>野球</b>をしながら 草を食べるんですよ,We all eat grass while playing baseball together.,"S01E27, S01E38, S01E48"
春,はる,"1. spring, springtime<br>2. New Year<br>3. prime (of life), height (of one's prosperity), heyday<br>4. adolescence, puberty<br>5. sexuality, sexual desire",N5,14,また <b>春</b>にね。 元気でね。,See you in spring. Stay well.,"S01E32, S01E36, S01E38, S01E40, S01E49, S01E50"
ひな,ひな,"1. countryside, rural areas",Unlabeled,14,<b>ひな</b>まつりおめでとうございます,Congratulations on the Hinamatsuri,S01E46
