Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
高い,たかい,"1. high, tall<br>2. expensive, high-priced<br>3. high (level), above average (in degree, quality, etc.)<br>4. loud<br>5. high-pitched, shrill",N5,8,いや でも ロリ好きには むしろポイント<b>高い</b>だろ!?,"No, but it's actually a good point for loli lovers!","S01E01, S01E03, S01E04, S01E05, S01E09",
姉,あね,"1. older sister, elder sister",N5,8,このままでは <b>姉</b>としての面目が立たない,"If things continue like this, I won't be able to honor myself as an older sister.","S01E01, S01E03, S01E05, S01E06, S01E08, S01E09",
いっそ,いっそ,"1. rather, sooner, preferably",N1,8,もう あれじゃね？ <b>いっそ</b>全裸で接客すれば よくね？,Isn't that already? Wouldn't it be better if you served customers completely naked?,"S01E01, S01E03, S01E04, S01E07, S01E10",
落ち着く,おちつく,"1. to calm down, to compose oneself, to regain presence of mind<br>2. to calm down, to settle down, to die down, to become stable, to abate<br>3. to settle down (in a location, job, etc.), to settle in<br>4. to be settled, to be fixed, to have been reached<br>5. to harmonize with, to harmonise with, to match, to suit, to fit<br>6. to be unobtrusive, to be quiet, to be subdued",Unlabeled,8,<b>落ち着い</b>てからでいいよ,It's okay after you calm down.,"S01E01, S01E02, S01E05, S01E10",
決める,きめる,"1. to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix<br>2. to clinch (a victory), to decide (the outcome of a match)<br>3. to persist in doing, to go through with<br>4. to always do, to have made a habit of<br>5. to take for granted, to assume<br>6. to dress up, to dress to kill, to dress to the nines<br>7. to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing<br>8. to immobilize with a double-arm lock (in sumo, judo, etc.)<br>9. to eat or drink something, to take illegal drugs",N4,8,サッカー部のフォワードって 試合で１ゴール<b>決める</b>度に―,Every time a forward on the soccer team scores a goal in a game...,"S01E01, S01E04, S01E10, S01E12",
女子,じょし,"1. woman, girl",N3,8,クラスでは なじめないけど 才能を持った<b>女子</b>がいて―,"There's a girl in my class who doesn't fit in, but has talent...","S01E01, S01E02, S01E04, S01E06, S01E10, S01E12",
一,いち,"1. one, 1<br>2. best<br>3. first, foremost",N5,8,<b>一</b>日中 看病してやったのに 人に風邪もうつせなかったクズが！,This scumbag couldn't even give anyone a cold even though I took care of him all day!,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07",
意味,いみ,"1. meaning, significance, sense",N5,8,弟との会話特訓は あまり<b>意味</b>がなかったが―,There wasn't much point in the conversation training with my younger brother...,"S01E01, S01E06, S01E08, S01E09, S01E11, S01E12",
ところ,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",Unlabeled,8,<b>ところ</b>で もこっち 今日はコスプレしないの？,"By the way, Mokocchi, aren't you going to cosplay today?","S01E01, S01E05, S01E06, S01E08, S01E10, S01E11, S01E12",
どれ,ドレ,Which one?,N5,8,あと<b>どれ</b>くらいで おねえちゃん家に着く？,How much time will it take for you to get home?,"S01E01, S01E02, S01E04, S01E08, S01E09",
ものすごい,ものすごい,"1. terrific, staggering, tremendous, incredible, extreme<br>2. frightful, ghastly, horrific, terrible, awful, gruesome, eerie",Unlabeled,8,普通に <b>ものすごく</b>自然に 人と会話できた～！,I was able to converse with people very naturally!,"S01E01, S01E04, S01E06, S01E10",
とく,とく,"1. to untie, to unfasten, to unwrap, to undo, to unbind, to unpack<br>2. to unsew, to unstitch<br>3. to solve, to work out, to answer<br>4. to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease<br>5. to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege)<br>6. to release (from duty), to relieve, to dismiss<br>7. to comb (out), to card, to untangle (hair)",Unlabeled,8,言っ<b>とく</b>が 風邪はうつっても すぐには かかんねえぞ,"I'm telling you, even if you catch a cold, it won't catch you right away.","S01E01, S01E03, S01E05, S01E09, S01E11, S01E12",
うまい,うまい,"1. skillful, skilful, clever, expert, wise, successful<br>2. delicious, appetizing, appetising, tasty<br>3. fortunate, splendid, promising",N4,8,どっかで“<b>うまい</b>”って 聞いたことがあったな,"I've heard somewhere that it's ""good"".","S01E01, S01E02, S01E05, S01E06, S01E10, S01E11",
店,みせ,"1. store, shop, establishment, restaurant",N5,8,しかも 何だ？ この<b>店</b> すごく いい匂いがする,And what? This store smells really good,"S01E01, S01E04, S01E05, S01E09",
まさか,まさか,"1. by no means, never!, well, I never!, you don't say!, certainly (not)<br>2. something unexpected, emergency<br>3. currently, for the time being, presently, for now<br>4. indeed, really, truly, unexpectedly",N3,8,<b>まさか</b>壊れるとはな,I never thought it would break,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09",
顔,かお,"1. face, visage<br>2. look, expression, countenance<br>3. honor, honour, face<br>4. influence, notoriety",Unlabeled,8,でも 女に 縁がない<b>顔</b>してるから―,But he has a face that has no connection to women...,"S01E01, S01E02, S01E03, S01E07, S01E12",
会う,あう,"1. to meet, to encounter, to see<br>2. to have an accident, to have a bad experience",N5,8,今日は あいつと <b>会い</b>たくなかったのに～,I didn't want to meet him today.,"S01E02, S01E03, S01E07, S01E08, S01E11",
席,せき,"1. seat<br>2. location (of a gathering, etc.), place<br>3. position, post",N4,8,昼休みに トイレとか行かず <b>席</b>をキープすれば―,If you don't go to the toilet during your lunch break and keep your seat...,"S01E02, S01E09, S01E10, S01E12",
全部,ぜんぶ,"1. all, entire, whole, altogether",N5,8,<b>全部</b> 智貴に やってもらったんじゃない,I didn't have Tomoki do everything for me.,"S01E02, S01E04, S01E05, S01E09, S01E11",
アニメ,アニメ,"1. animation, animated film, animated cartoon, anime",Unlabeled,8,結局 何も <b>アニメ</b>っぽいことは 起こらなかったが―,"In the end, nothing anime-like happened, but...","S01E02, S01E10, S01E11",
使う,つかう,"1. to use (a thing, method, etc.), to make use of, to put to use<br>2. to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate<br>3. to use (time, money, etc.), to spend, to consume<br>4. to use (language), to speak",N5,8,じゃあ ダブルス組んで 順番にコート<b>使っ</b>てね,"Well, let's form doubles and take turns using the court.","S01E02, S01E03, S01E05, S01E08, S01E10, S01E12",
時,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",N3,8,<b>時</b>には戦略的撤退も必要だ,Sometimes a strategic retreat is necessary.,"S01E02, S01E05, S01E09, S01E10",
すむ,すむ,"1. to finish, to end, to be completed<br>2. to merely result in something less severe than expected<br>3. to feel at ease<br>4. to feel unease or guilt for troubling someone, to be sorry",Unlabeled,8,本当に<b>すみ</b>ませんでした！,I'm so sorry!,"S01E02, S01E03, S01E04, S01E07, S01E09, S01E10",
つく,つく,"1. to be attached, to be connected with, to adhere, to stick, to cling<br>2. to remain imprinted, to scar, to stain, to dye<br>3. to bear (fruit, interest, etc.)<br>4. to be acquired (of a habit, ability, etc.), to increase (of strength, etc.)<br>5. to take root<br>6. to accompany, to attend, to follow, to study with<br>7. to side with, to belong to<br>8. to possess, to haunt<br>9. to be lit, to be lighted<br>10. to be settled, to be resolved, to be decided<br>11. to be given (of a name, price, etc.)<br>12. to be sensed, to be perceived<br>13. to be lucky<br>14. to become (a state, condition, etc.)",Unlabeled,8,増水して橋に水が<b>つい</b>てる！,The water is rising and the bridge is covered with water!,"S01E02, S01E03, S01E06, S01E07, S01E10",
適当,てきとう,"1. suitable, proper, appropriate, adequate, fit, fair<br>2. perfunctory, half-minded, sloppy, lazy, careless, noncommittal, unreliable, irresponsible",N4,8,いいや 私も<b>適当</b>で,"No, I'm fine too.","S01E02, S01E04, S01E09, S01E11",
頑張る,がんばる,"1. to persevere, to persist, to keep at it, to hang on, to hold out, to do one's best<br>2. to insist that, to stick to (one's opinion)<br>3. to remain in a place, to stick to one's post, to refuse to budge",Unlabeled,8,だから ゆうちゃんも<b>頑張っ</b>て！,"So, do your best, Yuu-chan!","S01E02, S01E10, S01E11",
世界,せかい,"1. the world, society, the universe<br>2. sphere, circle, world<br>3. world-renowned, world-famous<br>4. realm governed by one Buddha, space",N4,8,といっても この<b>世界</b>に入るまで 私 口下手で―,"However, until I entered this world, I was not very good at talking...","S01E02, S01E05, S01E07",
傘,かさ,"1. umbrella, parasol<br>2. something shaped like an umbrella or a conical hat, shade (of a lamp), mushroom cap, pileus",N5,8,<b>傘</b>をとるようなヤツが この学校にいるんだ,There's a guy in this school who takes umbrellas.,"S01E03, S01E08",
風邪,かぜ,"1. (common) cold, influenza, flu, ague, inflammatory respiratory system illness (in general)",N5,8,言っとくが <b>風邪</b>はうつっても すぐには かかんねえぞ,"I'm telling you, even if you catch a cold, it won't catch you right away.",S01E03,
夢,ゆめ,1. dream,N4,8,あなたは<b>夢</b>の中で 野道を歩いています,you are walking on a field in your dream,"S01E03, S01E04, S01E12",
あげる,あげる,"1. to raise, to elevate<br>2. to do up (one's hair)<br>3. to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.)<br>4. to land (a boat)<br>5. to deep-fry<br>6. to show someone (into a room)<br>7. to give<br>8. to send someone (away)<br>9. to enrol (one's child in school), to enroll<br>10. to increase (price, quality, status, etc.), to develop (talent, skill), to improve<br>11. to make (a loud sound), to raise (one's voice)<br>12. to earn (something desirable)<br>13. to praise<br>14. to give (an example, etc.), to cite<br>15. to summon up (all of one's energy, etc.)<br>16. to arrest<br>17. to nominate<br>18. to summon (for geishas, etc.)<br>19. to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.)<br>20. to bear (a child)<br>21. to conduct (a ceremony, esp. a wedding)<br>22. (of the tide) to come in<br>23. to vomit<br>24. to do for (the sake of someone else)<br>25. to complete ...<br>26. to humbly do ...",N4,8,これからは もっと優しくして<b>あげ</b>なきゃ,I have to be more kind to you from now on.,"S01E03, S01E07, S01E08, S01E10",
暑い,あつい,"1. hot, warm, sultry, heated<br>2. passionate, impassioned, burning (desire, etc.)<br>3. on everybody's mind, on the radar, du jour, interested (gaze, etc.)",N5,8,<b>暑く</b>なってきたと思ったら 途端にギトギト色気づきやがって,"Just when I thought it was getting hot, I suddenly noticed how stiff it was.","S01E04, S01E06, S01E07, S01E11",
とりあえず,とりあえず,"1. first of all, at once, right away<br>2. for now, for the time being",Unlabeled,8,<b>とりあえず</b> 宿題でも,Even if it's homework for now,"S01E04, S01E05, S01E09, S01E11, S01E12",
無表情,むひょうじょう,"1. lack of expression, blank look (on one's face)",Unlabeled,8,<b>無表情</b>はともかく 無口キャラは演じなくても完璧だな,"Expressionless aside, silent characters are perfect even if you don't act them out.",S01E05,
メスブタ,めぶた,1. sow,Unlabeled,8,<b>メスブタ</b>が ずっとここに閉じ込めてやる,The female pig will keep you here forever.,S01E07,
ごはん,ごはん,1. cooked rice<br>2. meal,Unlabeled,8,<b>ごはん</b> 出来てるから あとで降りてきなさい,"Dinner is ready, so come down later.","S01E07, S01E10, S01E12",
回,かい,"1. counter for occurrences<br>2. a time, an instance<br>3. inning (baseball), round, game<br>4. episode, chapter, instalment<br>5. Hui (people)<br>6. Islam",N3,7,消しゴムを落とすと ３<b>回</b>に１回は拾ってもらえる,"If you drop an eraser, it will be picked up 1 out of 3 times.","S01E01, S01E03, S01E04, S01E05, S01E06",
うわっ,うわ,"1. upper, upward, outer, surface, top",Unlabeled,7,<b>うわっ</b> ゴキブリ！ でけえ！,"Wow, cockroach! Big!","S01E01, S01E06, S01E08, S01E10, S01E12",
くらい,くらい,Around / Approximately (Time/Amount),Unlabeled,7,中学生でも それ<b>くらい</b>分かるだろ！,Even junior high school students can understand that much!,"S01E01, S01E03, S01E06, S01E07, S01E08",
おう,おお,"1. large, big, great, major, important, serious, heavy, loud<br>2. older, senior<br>3. final, ultimate<br>4. rough, broad, general",Unlabeled,7,おはよう <b>おう</b>！,Good morning!,"S01E01, S01E02, S01E03, S01E10, S01E12",
いろいろ,いろいろ,"1. various, all sorts of, variety of<br>2. various colors (colours)",N5,7,<b>いろいろ</b>な人が 私に振り向いてくれるだろう,Many people will turn to me,"S01E01, S01E02, S01E06, S01E10, S01E11",
最近,さいきん,"1. recently, lately, these days, nowadays, right now<br>2. nearest, closest",N4,7,<b>最近</b>は洋服とかも ここで買ってるんだ,I've been buying clothes here lately.,"S01E01, S01E02, S01E04, S01E06, S01E08, S01E09",
ため,ため,"1. good, advantage, benefit, welfare<br>2. sake, purpose, objective, aim<br>3. consequence, result, effect<br>4. affecting, regarding, concerning",Unlabeled,7,私はスコープに映る 哀れなターゲットの<b>ため</b>に―,"I'm reflected in the scope, for the poor target...","S01E01, S01E03, S01E04, S01E06, S01E08, S01E11",
どんな,どんな,"1. what kind of, what sort of, what<br>2. no matter what (kind of), whatever, any, all",N3,7,自分がクラスで <b>どんな</b>ふうに ささやかれるか確認しなければ,I have to check how I'm being whispered about in class.,"S01E01, S01E02, S01E04, S01E07, S01E08, S01E09, S01E12",
いつ,いつ,"1. when, at what time, how soon<br>2. normal times, ordinary days",N5,7,じゃあ <b>いつ</b>食べるの？ 今でしょ！,So when are you going to eat? Right now!,"S01E01, S01E03, S01E06, S01E08, S01E10",
いらっしゃる,いらっしゃる,"1. to come, to go, to be (somewhere)<br>2. to be (doing)",N4,7,<b>いらっしゃい</b>ませ ご注文をどうぞ,"Welcome, please place your order.","S01E01, S01E05, S01E08, S01E09, S01E11",
以上,いじょう,"1. not less than, ... and over, ... and above, ... and upwards, ... or more<br>2. beyond (e.g. one's expectations), above, more than, further than<br>3. above-mentioned, aforementioned, foregoing<br>4. since ..., seeing that ..., now that ..., once ...<br>5. that's all, that is the end, the end",N4,7,お前とのトークも 半年<b>以上</b>になるが―,It's been over half a year since I last talked with you...,"S01E02, S01E05, S01E08, S01E09, S01E12",
出す,だす,"1. to take out, to get out<br>2. to put out, to reveal, to show<br>3. to submit (e.g. thesis), to turn in<br>4. to publish, to make public<br>5. to send (e.g. letter)<br>6. to produce (a sound), to start (fire)<br>7. to serve (food)<br>8. ... out (e.g. to jump out, to carry out)<br>9. to begin ..., to start to ..., to burst into ...",N5,7,私が本気を<b>出せ</b>ば何でもできる！,"If I put my mind to it, I can do anything!","S01E02, S01E06, S01E07, S01E10, S01E12",
おはよう,おはよう,1. good morning,N2,7,<b>おはよう</b> あのことを今江さんに話したら―,"Good morning, I talked to Mr. Imae about that...","S01E02, S01E03, S01E06, S01E11, S01E12",
隣,となり,"1. next (to), adjoining, adjacent<br>2. house next door, neighbouring house, next-door neighbour, next-door neighbor",N5,7,あんま うるさくしてっと <b>隣</b>の先生が来んぞ！,"Don't make too much noise, the teacher next door will come!","S01E02, S01E03, S01E04, S01E12",
すぎ,すぎ,"1. past, after<br>2. too (much), over- (e.g. eating)",Unlabeled,7,おい！ 超力強<b>すぎ</b> ふざけんな お前！,"Hey! You're too powerful, don't mess around with me!","S01E02, S01E10, S01E11, S01E12",
感じ,かんじ,"1. feeling, sense, impression",N3,7,もっと胸元見せる<b>感じ</b>で まあるくね,Curl it to show more of your chest.,"S01E02, S01E05, S01E09, S01E10, S01E11, S01E12",
殺す,ころす,"1. to kill, to slay, to murder, to slaughter<br>2. to suppress, to block, to hamper, to destroy (e.g. talent), to eliminate (e.g. an odour), to spoil (e.g. a flavour), to kill (e.g. one's speed)<br>3. to suppress (a voice, feelings, etc.), to hold back, to stifle (a yawn, laugh, etc.), to hold (one's breath)<br>4. to put out (a runner)<br>5. to pawn, to put in hock",N3,7,食ったに決まってんだろ！ <b>殺す</b>ぞ！,I'm sure he ate it! I'll kill you!,"S01E03, S01E04, S01E10",
切る,きる,"1. to cut, to cut through, to perform (surgery)<br>2. to sever (connections, ties)<br>3. to turn off (e.g. the light)<br>4. to terminate (e.g. a conversation), to hang up (the phone), to disconnect<br>5. to punch (a ticket), to tear off (a stub)<br>6. to open (something sealed)<br>7. to start<br>8. to set (a limit), to do (something) in less or within a certain time, to issue (cheques, vouchers, etc.)<br>9. to reduce, to decrease, to discount<br>10. to shake off (water, etc.), to let drip-dry, to let drain<br>11. to cross, to traverse<br>12. to criticize sharply<br>13. to act decisively, to do (something noticeable), to go first, to make (certain facial expressions, in kabuki)<br>14. to turn (vehicle, steering wheel, etc.)<br>15. to curl (a ball), to bend, to cut<br>16. to shuffle (cards)<br>17. to discard a tile<br>18. to dismiss, to sack, to let go, to expulse, to excommunicate<br>19. to dig (a groove), to cut (a stencil, on a mimeograph)<br>20. to trump<br>21. to cut (the connection between two groups) (in go)<br>22. to start a fire (with wood-wood friction or by striking a metal against stone)<br>23. to draw (a shape) in the air (with a sword, etc.)<br>24. to finish, to complete",N5,7,紙 <b>切る</b>の 無理だったら もう死んでるだろ！,"If I couldn't cut paper, I'd be dead by now!","S01E03, S01E09, S01E11",
さあ,さあ,"1. come, come now, come along, go on, hurry up<br>2. well, who knows, I don't know..., uh, hmm<br>3. well now, let's see, there we go, all right<br>4. about that, you see",N5,7,<b>さあ</b> みんな ノリノリでいくよ！,"Come on, everyone, let's get excited!","S01E03, S01E08, S01E11",
ウゼ,ウゼイル・ハジベヨフ,1. Uzeyir Hajibeyov,Unlabeled,7,謝られた 意味 分からんが <b>ウゼ</b>え！,"I don't know what it means to be apologized to, but it's so cool!","S01E03, S01E04, S01E06, S01E10",
足りる,たりる,"1. to be sufficient, to be enough<br>2. to be worth doing, to be worthy of, to deserve<br>3. to do (the job), to serve, to answer",N4,7,では 一体 何が<b>足り</b>ないというのだ？,So what exactly is missing?,"S01E04, S01E05, S01E08, S01E09",
あそこ,アソコ,Over there,N5,7,<b>あそこ</b>には平穏があった,There was peace there,"S01E04, S01E10, S01E11",
付く,つく,"1. to be attached, to be connected with, to adhere, to stick, to cling<br>2. to remain imprinted, to scar, to stain, to dye<br>3. to bear (fruit, interest, etc.)<br>4. to be acquired (of a habit, ability, etc.), to increase (of strength, etc.)<br>5. to take root<br>6. to accompany, to attend, to follow, to study with<br>7. to side with, to belong to<br>8. to possess, to haunt<br>9. to be lit, to be lighted<br>10. to be settled, to be resolved, to be decided<br>11. to be given (of a name, price, etc.)<br>12. to be sensed, to be perceived<br>13. to be lucky<br>14. to become (a state, condition, etc.)",N4,7,もしかして 下着に匂いが<b>付い</b>てるのか？,Maybe there's a smell in your underwear?,"S01E04, S01E06, S01E09, S01E11",
決まる,きまる,"1. to be decided, to be settled, to be fixed, to be arranged<br>2. to be unchanging, to be the same (as always), to be fixed, to be set<br>3. to be a fixed rule, to be destined, to be a convention, to be a custom, to be common knowledge<br>4. to be well executed (of a manoeuvre in a sport, game, etc.), to go well, to succeed, to connect (of a punch)<br>5. to look good (of clothing), to look sharp, to be stylish, to suit one, to be held in place (of a hairdo)<br>6. to be struck and held (of a pose in kabuki)",N1,7,今日中にって <b>決まる</b>まで帰るなってことか？,Does that mean I'm not going home until it's decided today?,"S01E04, S01E08, S01E10",
ケーキ,ケーキ,1. cake,N4,7,で バイト先は <b>ケーキ</b>屋がいいんだけど,I'd like to work part-time at a cake shop.,"S01E04, S01E09",
クール,クール,"1. cool (temperature, color, etc.)<br>2. cool (i.e. calm and collected)<br>3. cool (i.e. fashionable, attractive, etc.)<br>4. course (of medical treatment)<br>5. season (series) of a television program (usu. 13 installments over a 3-month period)",Unlabeled,7,私は無口で<b>クール</b>でかわいい女の子,"I'm a quiet, cool and cute girl",S01E05,
ウフフッ,うふふ,1. tee-hee,Unlabeled,7,<b>ウフフッ</b>… 部屋を掃除してたら見つけてね,Woohoo... I found it when I was cleaning my room.,"S01E06, S01E07, S01E09, S01E12",
高校生,こうこうせい,1. senior high school student,N4,6,思えば<b>高校生</b>になってから 一度も寄り道とかしてないしな,"Now that I think about it, I haven't taken a detour even once since I became a high school student.","S01E01, S01E04, S01E06, S01E08",
楽しむ,たのしむ,1. to enjoy (oneself),N1,6,ぼっちというか 私は ソロプレイを<b>楽しん</b>でるだけだし,"Or rather, I just enjoy playing solo.","S01E01, S01E02, S01E07, S01E10, S01E11",
スカート,スカート,1. skirt,N5,6,<b>スカート</b>短え！,Shorter skirt!,"S01E01, S01E04",
初めて,はじめて,"1. for the first time<br>2. only after ... is it ..., only when ... do you ...",N5,6,もうすぐ <b>初めて</b>の中間テストがある,I have my first midterm exam coming up soon.,"S01E01, S01E02, S01E06",
そこ,ソコ,There,N5,6,せめて <b>そこ</b>にある 自分のものだけでも整理しなさい,At least organize your own things that are there.,"S01E01, S01E03, S01E05, S01E08, S01E09, S01E10",
頭,とう,"1. counter for large animals (e.g. head of cattle), counter for insects in a collection, counter for helmets, masks, etc.",N5,6,おねえさん 絶対に<b>頭</b> 上げないでください,"Sister, please never raise your head.","S01E01, S01E03, S01E06, S01E08, S01E10",
帰り,かえり,"1. return, coming back",N4,6,俺と洋平と隣のクラスの女子２人と カラオケ行った<b>帰り</b>に見かけて―,"Me, Youhei, and the two girls from the class next door saw me on the way home from karaoke.","S01E01, S01E02, S01E04, S01E05",
帰れる,帰れる,1. I can go home (Auto-translated),Unlabeled,6,おう 気をつけて<b>帰れよ</b>,"Hey, be careful when you go home.","S01E01, S01E12",
元気,げんき,"1. lively, full of spirit, energetic, vigorous, vital, spirited<br>2. healthy, well, fit, in good health",N5,6,何だか 今朝は<b>元気</b>そうね いいことでもあった？,You seem to be doing well this morning. Did something good happen?,"S01E01, S01E03, S01E06, S01E07",
とも,とも,"1. companion, follower, attendant, retinue",Unlabeled,6,かわいいのか？ 少なく<b>とも</b> ブスではないよな？,"Is it cute? At least it's not ugly, right?","S01E01, S01E12",
美少女,びしょうじょ,1. beautiful girl,Unlabeled,6,自分は痴漢に遭う<b>美少女</b>とでも 言いたいのか？,Do you want to say that you are a beautiful girl who gets molested?,"S01E01, S01E04, S01E06, S01E07",
急,きゅう,"1. sudden, abrupt, unexpected<br>2. urgent, pressing<br>3. steep, sharp, precipitous<br>4. rapid, swift, fast<br>5. emergency, crisis, danger<br>6. urgency, hurrying, haste<br>7. (in gagaku or noh) end of a song",N4,6,高校生になったら<b>急</b>に 人生の難易度 上がったな～って,"When I became a high school student, life suddenly became more difficult.","S01E01, S01E04, S01E06, S01E09, S01E11",
ども,ども,1. first-person plural (or singular)<br>2. second or third person plural (implies speaker is of higher status than those referred to),Unlabeled,6,うるせえな チャラ男とバカ女<b>ども</b>が,"Noisy, frivolous men and stupid women","S01E01, S01E02, S01E04, S01E09, S01E11",
ちゃんと,ちゃんと,"1. diligently, seriously, earnestly, reliably, steadily, legitimately<br>2. perfectly, properly, exactly, orderly, punctually, regularly<br>3. sufficiently, satisfactorily<br>4. quickly",N3,6,とにかく きー<b>ちゃんと</b> おばさんが来るから―,"Anyway, Ki-chan and Auntie are coming...","S01E01, S01E08, S01E09, S01E10, S01E11",
はず,はず,"1. should (be), bound (to be), expected (to be), must (be)<br>2. nock (of a bow)<br>3. nock (of an arrow)<br>4. nock-shaped grip (between thumb and forefinger)<br>5. wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out",N4,6,ファーストフードぐらい 女子高生１人でも入る<b>はず</b>だ,"It's like fast food, even a high school girl should be able to fit in there.","S01E01, S01E05, S01E09, S01E10, S01E12",
トイレ,トイレ,"1. toilet, restroom, bathroom, lavatory",N5,6,更に 10枚ごとに <b>トイレ</b>で休憩を取る,"Also, take a restroom break after every 10 photos.","S01E01, S01E07, S01E11, S01E12",
過去,かこ,"1. the past, bygone days<br>2. one's past (that one would prefer remained secret)<br>3. past (tense), preterit, preterite<br>4. previous life",N3,6,今更 <b>過去</b>を悔やんだところで どうしようもない,There's nothing I can do about regretting the past now.,"S01E02, S01E12",
食う,くう,"1. to eat<br>2. to live, to make a living, to survive<br>3. to bite, to sting (as insects do)<br>4. to tease, to torment, to taunt, to make light of, to make fun of<br>5. to encroach on, to eat into, to consume<br>6. to defeat a superior, to threaten a position<br>7. to consume time and-or resources<br>8. to receive something (usu. an unfavourable event)<br>9. to have sexual relations with a woman, esp. for the first time",N3,6,それとも １人で カップ麺 <b>食っ</b>てるから？,Or is it because I'm eating cup noodles by myself?,"S01E02, S01E03, S01E04, S01E07, S01E09",
借りる,かりる,"1. to borrow, to have a loan<br>2. to rent, to hire",N5,6,友達に<b>借り</b>たのと 演劇部で余ったのと買ってきたやつ,"I borrowed some from a friend, some were left over from the drama club, and some I bought.","S01E02, S01E03, S01E08, S01E11",
智,サトシ,Tomo,Unlabeled,6,もう！ <b>智</b>君は,Already! Satoshi-kun is,"S01E02, S01E07",
強い,つよい,"1. strong, potent, competent, domineering, tough<br>2. strong, brawny, powerful, healthy, rugged<br>3. good (at), skilled, knowledgeable<br>4. being able to handle, know how to deal (with), durable (against), resistant (to), resilient<br>5. firm, rigid, solid<br>6. intense, strong, fierce, high<br>7. dependable, trustworthy",N5,6,さすがに 刺激が<b>強</b>すぎるかもしれない,Maybe it's too stimulating,"S01E02, S01E03, S01E08",
もん,もの,1. person,Unlabeled,6,できる できる！ 俺 マジ 硬派だ<b>もん</b>,I can do it! I'm really tough.,"S01E02, S01E04, S01E06, S01E09",
手,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",N5,6,あいつ 女と<b>手</b>つないで歩いてんの,He's walking hand in hand with a woman.,"S01E02, S01E04, S01E07, S01E10, S01E11",
妄想,もうそう,"1. wild idea, delusion",Unlabeled,6,放課後は いつも そこに集まる<b>妄想</b>してたな,I always fantasized about gathering there after school.,"S01E02, S01E03, S01E10",
面白い,おもしろい,"1. interesting, fascinating, intriguing, enthralling<br>2. amusing, funny, comical<br>3. enjoyable, fun, entertaining, pleasant, agreeable<br>4. good, satisfactory, favourable, desirable, encouraging",N1,6,泣いてるのがバレる前に 何か<b>面白い</b>こと言わないと！,I need to say something interesting before I find out you're crying!,"S01E02, S01E03, S01E11",
そろそろ,そろそろ,"1. slowly, quietly, steadily, gradually, gingerly<br>2. soon, momentarily, before long, any time now",N4,6,<b>そろそろ</b>私も 成長を見せなきゃな,I have to show my growth soon.,"S01E02, S01E04, S01E07, S01E08, S01E11",
手伝う,てつだう,"1. to help, to assist, to aid<br>2. to contribute to, to be a factor in",N4,6,夏休みなんだから 少しは うちのことも<b>手伝い</b>なさい,"It's summer vacation, so please help me out a little.","S01E02, S01E08, S01E09, S01E11",
ただ,ただ,"1. ordinary, common, usual<br>2. free of charge<br>3. unaffected, as is, safe<br>4. only, merely, just, simply<br>5. but, however, nevertheless",N3,6,だって <b>ただ</b>でさえ 雨の日はボサるのに―,Because even though I'm a mess on rainy days...,"S01E03, S01E04, S01E06, S01E10",
ちゃ,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",Unlabeled,6,私は まだ何も し<b>ちゃ</b>いないぞ！,I haven't done anything yet!,"S01E03, S01E04, S01E05, S01E08, S01E09",
くせ,くせ,"1. habit (often a bad habit, i.e. vice), tendency<br>2. peculiarity, idiosyncrasy, mannerism<br>3. crease, wrinkle, curl, kink",Unlabeled,6,私が何もやらなかったら 文句 言う<b>くせ</b>に,You'd complain if I didn't do anything,"S01E03, S01E06, S01E08, S01E09, S01E11",
