Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
そりゃ,それ,"1. that, it<br>2. then, that point (in time), that time<br>3. there<br>4. you",Unlabeled,16,<b>そりゃ</b> 念力を使えば 一瞬で捕まえることができるが,"Well, if you use your telekinesis, you can catch it in an instant.","S01E02, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E14, S01E15, S01E21, S01E23, S01E24",
あそこ,アソコ,Over there,N5,16,学生諸君は <b>あそこ</b>にでも行ってなさい,"Students, please go there.","S01E02, S01E04, S01E06, S01E08, S01E09, S01E12, S01E15, S01E17, S01E20, S01E21, S01E23",
人気,にんき,"1. popularity, public favor<br>2. condition (e.g. market), tone, character, nature",N3,16,<b>人気</b>でどこにも売ってないのに！,It's so popular that it's not sold anywhere!,"S01E02, S01E08, S01E09, S01E10, S01E11, S01E12, S01E16, S01E17, S01E20, S01E23",
どっち,どちら,"1. which way, which direction, where<br>2. which one (esp. of two alternatives)<br>3. who",N5,16,<b>どっち</b>でもいいから 早く何とかしてくれ！,"Either way is fine, please do something quickly!","S01E02, S01E04, S01E07, S01E09, S01E13, S01E14, S01E17, S01E18, S01E20, S01E22, S01E23",
ショー,ショー,1. show,N1,16,では 「奇跡のマジック<b>ショー</b>」 今日は このへんで！,"So that's it for today's ""Miraculous Magic Show""!","S01E03, S01E05, S01E09, S01E12, S01E22, S01E24",
ジャンプ,ジャンプ,"1. jump<br>2. jumping event (skiing, track and field)<br>3. jumping (to another page after clicking a hyperlink)<br>4. jump (in price), sudden rise",N1,16,ね～！ もう一回 サイダー<b>ジャンプ</b>やってよ！,Hey! Let's do the cider jump again!,"S01E03, S01E04, S01E06, S01E07, S01E11, S01E17, S01E20, S01E21",
成功,せいこう,"1. success, hit",N3,16,とにかく 今日のステージは<b>成功</b>だ,"Anyway, today's stage was a success.","S01E03, S01E09, S01E10, S01E12, S01E15, S01E18, S01E21, S01E24",
渡す,わたす,"1. to ferry across (e.g. a river), to carry across, to traverse<br>2. to lay across, to build across<br>3. to hand over, to hand in, to pass, to give, to transfer",N5,16,ヒマワリといい 誰かに<b>渡す</b>ことは もはや明白！,It's called a sunflower and it's obvious to give it to someone!,"S01E03, S01E05, S01E07, S01E08, S01E09, S01E16, S01E22, S01E23",
似る,にる,"1. to resemble, to look like, to be like, to be alike, to be similar, to take after",N4,16,ガハハ！ オヤジもクソ<b>似</b>てんじゃねえか！,Gahaha! The old man looks just like him!,"S01E03, S01E08, S01E09, S01E10, S01E11, S01E14, S01E19, S01E21",
どっ,どちら,"1. which way, which direction, where<br>2. which one (esp. of two alternatives)<br>3. who",Unlabeled,16,<b>どっ</b>かのアイドルグループに 差し入れても全員に行き渡るぞ！,"Even if you give it to any idol group, it will be distributed to everyone!","S01E04, S01E05, S01E06, S01E09, S01E13, S01E14, S01E15, S01E17, S01E20, S01E23",
じい,じじ,1. old man<br>2. old geezer,Unlabeled,16,この前は うちのお<b>じい</b>ちゃんを 病院まで搬送してくれてありがとう,Thank you for transporting my grandpa to the hospital the other day.,"S01E04, S01E06, S01E08, S01E10, S01E19, S01E20, S01E23",
転校,てんこう,1. changing schools,N1,16,<b>転校</b>を機に 真人間になろうとしたんだ,I took the opportunity of transferring schools to become a real human being.,"S01E04, S01E14, S01E17, S01E23",
落ちる,おちる,"1. to fall down, to drop, to fall (e.g. rain), to sink (e.g. sun or moon), to fall onto (e.g. light or one's gaze), to be used in a certain place (e.g. money)<br>2. to be omitted, to be missing<br>3. to decrease, to sink<br>4. to fail (e.g. exam or class), to lose (contest, election, etc.)<br>5. to crash, to degenerate, to degrade, to fall behind<br>6. to become indecent (of a conversation)<br>7. to be ruined, to go under<br>8. to fade, to come out (e.g. a stain), to come off (e.g. makeup), to be removed (e.g. illness, possessing spirit, name on a list)<br>9. to fall (into someone's hands), to become someone's possession<br>10. to fall (into a trap), to fall (for a trick)<br>11. to give in, to give up, to confess, to flee<br>12. to fall, to be defeated, to surrender<br>13. to come to (in the end), to end in<br>14. to fall (in love, asleep, etc.)<br>15. to swoon (judo)<br>16. to consent, to understand<br>17. to go down (of a website, server, etc.), to crash<br>18. to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline<br>19. to die<br>20. to move to the depths<br>21. to go down (of a website, server, etc.)",N1,16,だが 僕の周りには 何も<b>落ち</b>ていなかった,But nothing was falling around me.,"S01E04, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E22, S01E23",
お兄ちゃん,おにいちゃん,"1. (one's) older brother<br>2. lad, sonny",Unlabeled,16,ありがとう <b>お兄ちゃん</b>！,Thank you brother!,"S01E06, S01E09, S01E11, S01E13, S01E16",
電話,でんわ,"1. telephone call, phone call<br>2. telephone (device), phone",N5,16,何の変哲もない糸<b>電話</b>に 偶然性を 介入することで生み出された―,Created by adding chance to an ordinary string telephone.,"S01E08, S01E11, S01E15, S01E16, S01E18, S01E21, S01E22",
久しぶり,ひさしぶり,"1. a long time (since the last time), first in a long time",N4,16,今日は<b>久しぶり</b>に ゆっくりできそうだ,I feel like I can relax today for the first time in a while.,"S01E09, S01E11, S01E16, S01E18, S01E19, S01E21, S01E24",
優しい,やさしい,"1. tender, kind, gentle, graceful, affectionate, amiable",N4,15,くそぉ！ 幽霊は 全員 <b>優しい</b>奴だと思ってたのに！,Shit! I thought all ghosts were kind people!,"S01E01, S01E04, S01E06, S01E07, S01E09, S01E18, S01E19, S01E20",
ケンカ,けんか,"1. quarrel, brawl, fight, squabble, scuffle, argument",Unlabeled,15,僕なら この<b>ケンカ</b>を 止めることは簡単だ,It would be easy for me to stop this fight.,"S01E01, S01E05, S01E07, S01E08, S01E14, S01E17, S01E22",
コーヒー,コーヒー,1. coffee,N5,15,これで<b>コーヒー</b>あんみつぜんざいを 邪魔する者は いない,No one will disturb the coffee anmitsu zenzai now.,"S01E01, S01E09, S01E13, S01E14, S01E15, S01E16",
姿,すがた,"1. figure, form, shape<br>2. appearance, dress, guise<br>3. state, condition, picture, image<br>4. form (of a waka)<br>5. dressed in ..., wearing ...",N3,15,こいつが どうしても編集長の 偉大なお<b>姿</b>を見たいと言うもので,This guy really wants to see the editor-in-chief in his great form.,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E09, S01E11, S01E13, S01E18, S01E19, S01E21, S01E24",
しっかり,しっかり,"1. tightly (holding on), firmly, securely<br>2. strongly (built), solidly, sturdily, steadily<br>3. properly, well, sufficiently, hard (working, etc.), fully, completely<br>4. reliably, dependably, levelheadedly, shrewdly, wisely, cleverly",N4,15,だが 記憶には <b>しっかり</b>残っている,But it remains firmly in my memory,"S01E01, S01E04, S01E05, S01E07, S01E12, S01E13, S01E16, S01E18, S01E19, S01E21, S01E24",
漆黒,しっこく,1. jet black,Unlabeled,15,だが この<b>漆黒</b>の翼の目は ごまかせないぜ！,But these jet-black winged eyes cannot be fooled!,"S01E01, S01E03, S01E10, S01E13, S01E14, S01E15, S01E20",
翼,つばさ,"1. wing<br>2. Chinese ""Wings"" constellation (one of the 28 mansions)<br>3. counter for birds or bird wings",N3,15,だが この漆黒の<b>翼</b>の目は ごまかせないぜ！,But these jet-black winged eyes cannot be fooled!,"S01E01, S01E03, S01E10, S01E13, S01E14, S01E15, S01E20",
病,やまい,"1. illness, disease<br>2. bad habit, weakness, fault",N1,15,中二<b>病</b>は 絶対に見られたくない ノートを何冊か持っているものだ,Chuunibyou has several notebooks that he never wants anyone to see.,"S01E01, S01E03, S01E06, S01E07, S01E10, S01E20, S01E24",
無事,ぶじ,"1. safety, security, peace, quiet<br>2. safely, without incident, successfully<br>3. good health<br>4. inaction, ennui",N3,15,いろいろあった沖縄修学旅行も 何とか<b>無事</b>に終わり,"The school trip to Okinawa, which had a lot going on, somehow ended safely.","S01E01, S01E02, S01E03, S01E06, S01E13, S01E15, S01E22",
くん,クン,Suffix for familiar names (Male),Unlabeled,15,それと 海藤<b>くん</b>！,And Kaito-kun!,"S01E01, S01E05, S01E13, S01E18, S01E20",
説明,せつめい,"1. explanation, exposition",N4,15,じゃないと あの反応は <b>説明</b>がつかないもの！,"Otherwise, that reaction is inexplicable!","S01E01, S01E07, S01E09, S01E10, S01E20, S01E22, S01E24",
今まで,いままで,"1. until now, so far, up to the present",Unlabeled,15,<b>今まで</b>の疲れが ウソのように無くなったぞ！,The fatigue I had before is gone like a lie!,"S01E01, S01E02, S01E06, S01E09, S01E10, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20",
良い,よい,"1. good, excellent, fine, nice, pleasant, agreeable<br>2. sufficient, enough, ready, prepared<br>3. profitable (deal, business offer, etc.), beneficial<br>4. OK, all right, fine, no problem",N1,15,楠雄に <b>良い</b>女の子が現れますように！,I hope Kusuo finds a good girl!,"S01E01, S01E03, S01E07, S01E09, S01E10, S01E11, S01E13, S01E16, S01E18, S01E22",
当たる,あたる,"1. to be hit, to strike<br>2. to touch, to be in contact, to be affixed<br>3. to be equivalent to, to be applicable, to apply to<br>4. to be right on the money (of a prediction, criticism, etc.)<br>5. to be selected (in a lottery, etc.), to win<br>6. to be successful, to go well, to be a hit<br>7. to face, to confront<br>8. to lie (in the direction of)<br>9. to undertake, to be assigned<br>10. to be stricken (by food poisoning, heat, etc.), to be afflicted<br>11. to be called on (e.g. by a teacher)<br>12. to treat (esp. harshly), to lash out at<br>13. to be unnecessary<br>14. to be hitting well, to be on a hitting streak<br>15. to feel a bite (in fishing)<br>16. (of fruit, etc.) to be bruised, to spoil<br>17. to feel (something) out, to probe into, to check (i.e. by comparison)<br>18. to shave<br>19. to be a relative of a person, to be a ... in relation to ..., to stand in a relationship",N3,15,窓を１秒でも遅く開けていれば 石に<b>当たる</b>ことはなかった,"If I had opened the window even one second later, I wouldn't have been hit by the stone.","S01E02, S01E06, S01E07, S01E09, S01E11, S01E17, S01E22, S01E23",
こりゃ,これ,"1. this, this one<br>2. this person<br>3. now, this point (in time)<br>4. here<br>5. used to stress the subject of a sentence<br>6. I, me",Unlabeled,15,うおお！ 何だ<b>こりゃ</b>！ 体が重めぇ！ さわれっぞ！,Wow! What is this? My body is heavy! Let's touch it!,"S01E02, S01E03, S01E05, S01E08, S01E10, S01E12, S01E14, S01E24",
結果,けっか,"1. result, consequence, outcome, effect<br>2. coming to fruition, bearing fruit<br>3. as a result, consequently, therefore",N3,15,その<b>結果</b> 人間の持つ治癒能力が 飛躍的に上がったのだ！,"As a result, the healing ability of humans has increased dramatically!","S01E02, S01E05, S01E06, S01E07, S01E08, S01E12, S01E14, S01E16, S01E21, S01E24",
任せる,まかせる,"1. to entrust (e.g. a task) to another, to leave to<br>2. to passively leave to someone else's facilities<br>3. to leave to take its natural course<br>4. to continue (something) in a natural fashion (without particular aim)<br>5. to rely fully on one's (full strength, great ability, long time taken) to get something done",N3,15,でも あとは オレに<b>任せ</b>とけ 海藤～！,"But leave the rest to me, Kaito!","S01E02, S01E05, S01E11, S01E13, S01E16, S01E17, S01E18, S01E20",
おおお,おお,"1. large, big, great, major, important, serious, heavy, loud<br>2. older, senior<br>3. final, ultimate<br>4. rough, broad, general",Unlabeled,15,あとは 僕に任せろ ぅぉ<b>おおお</b> ウォォエィィ！,Leave the rest to me Wooooooooooooooooo!,"S01E02, S01E04, S01E05, S01E08, S01E11, S01E12, S01E13, S01E15, S01E19, S01E22",
勘違い,かんちがい,"1. misunderstanding, mistaken idea, wrong guess",N2,15,このバカのように<b>勘違い</b>する人が いるかもしれないので,There may be people who get it wrong like this idiot.,"S01E02, S01E04, S01E07, S01E08, S01E09, S01E12, S01E13, S01E20, S01E24",
おっと,おっと,1. husband,Unlabeled,15,<b>おっと</b> 汚いとか言うなよ！ どんな手でも 勝ちは勝ちだからな,"Oh, don't call me dirty! No matter what move you make, a win is a win.","S01E02, S01E03, S01E05, S01E10, S01E13, S01E14, S01E17, S01E22",
壁,かべ,"1. wall, partition<br>2. barrier, obstacle<br>3. Chinese ""Wall"" constellation (one of the 28 mansions)",N4,15,左が私たちの寝室で 狭いから<b>壁</b>を壊したのよね？,"Our bedroom is on the left. It's small, so we broke down the wall, right?","S01E02, S01E06, S01E21, S01E24",
秒,びょう,1. second (unit of time)<br>2. arc second,N3,15,窓を１<b>秒</b>でも遅く開けていれば 石に当たることはなかった,"If I had opened the window even one second later, I wouldn't have been hit by the stone.","S01E03, S01E06, S01E08, S01E09, S01E14, S01E16, S01E18, S01E20, S01E21, S01E24",
いくら,いくら,"1. how much<br>2. something over, and something, -odd<br>3. however (much), no matter how",N5,15,<b>いくら</b>何でも無理があるだろう 二度目は,"No matter how hard it is, it will be impossible the second time.","S01E03, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E16, S01E18, S01E23",
ええっ,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",Unlabeled,15,今がチャンスだぞ <b>ええっ</b>！,"Now's your chance, yeah!","S01E03, S01E06, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19",
強い,つよい,"1. strong, potent, competent, domineering, tough<br>2. strong, brawny, powerful, healthy, rugged<br>3. good (at), skilled, knowledgeable<br>4. being able to handle, know how to deal (with), durable (against), resistant (to), resilient<br>5. firm, rigid, solid<br>6. intense, strong, fierce, high<br>7. dependable, trustworthy",N5,15,限界を超えたとき 人はもっと<b>強く</b>なれる！,"When people surpass their limits, they become even stronger!","S01E03, S01E04, S01E05, S01E10, S01E11, S01E12, S01E16, S01E18, S01E20, S01E23, S01E24",
話す,はなす,"1. to talk, to speak, to converse, to chat<br>2. to tell, to explain, to narrate, to mention, to describe, to discuss<br>3. to speak (a language)",N5,15,オレができることは 幽霊を視ることと <b>話す</b>こと,What I can do is see and talk to ghosts.,"S01E03, S01E04, S01E11, S01E12, S01E16, S01E19, S01E20, S01E22, S01E24",
くだる,さがる,"1. to come down, to go down, to fall, to drop, to sink, to get lower<br>2. to hang, to dangle<br>3. to move back, to step back, to withdraw, to retire<br>4. to deteriorate, to fall off, to be downgraded<br>5. to get closer to the present day<br>6. to go south",Unlabeled,15,守護霊が視えるんだとよ <b>くだら</b>ねえ,"You say you can see guardian spirits, that's nonsense.","S01E04, S01E05, S01E06, S01E09, S01E12, S01E15, S01E17, S01E19, S01E22, S01E24",
残念,ざんねん,"1. deplorable, regrettable, disappointing, vexing, unfortunate",N4,15,今 とても<b>残念</b>な予知が視えた,I now see a very unfortunate prediction.,"S01E04, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12, S01E19, S01E22",
静か,しずか,"1. quiet, silent<br>2. slow, unhurried<br>3. calm, peaceful",N5,15,さて <b>静か</b>になったし テレビでも見るか,"Now that it's quiet, I'll watch it on TV.","S01E04, S01E07, S01E09, S01E11, S01E12, S01E14, S01E16, S01E18, S01E19, S01E21, S01E24",
おかしい,おかしい,"1. funny, amusing, comical, laughable, ridiculous<br>2. strange, odd, funny, peculiar, weird, unusual, eccentric<br>3. improper, unsuitable, unbecoming<br>4. suspicious",N4,15,どうなってる？ <b>おかしい</b>ぞ！ 頭がしいたけのことでいっぱいだ！,What's going on? That's strange! My head is full of shitake mushrooms!,"S01E04, S01E05, S01E08, S01E10, S01E15, S01E17, S01E18, S01E22, S01E23, S01E24",
着く,つく,"1. to arrive at, to reach<br>2. to sit on, to sit at (e.g. the table)",N5,15,うん　ロンドンに<b>着い</b>た時点では 持ってた！,"Yes, I had it when I arrived in London!","S01E05, S01E06, S01E11, S01E12, S01E13, S01E15, S01E19, S01E20, S01E21, S01E22, S01E24",
装置,そうち,"1. equipment, device, installation, apparatus<br>2. stage setting",N3,15,今 僕には 制御<b>装置</b>がついていないのだ,I don't have a control device right now.,"S01E05, S01E12, S01E13, S01E21",
買える,かいあたえる,1. to buy as a gift,Unlabeled,15,金で<b>買え</b>ないものもあるってことだ,It means that there are some things that money can't buy.,"S01E06, S01E08, S01E09, S01E16, S01E17, S01E19, S01E23",
アポート,アボート,1. abort,Unlabeled,15,同価値の何かを <b>アポート</b>しなくてはならない,something of equal value must be aported,"S01E06, S01E11, S01E18, S01E19, S01E21",
先輩,せんぱい,"1. senior (at work or school), superior, elder, older graduate, progenitor, old-timer",N4,15,不良漫画に１人は出てくる 百鬼丸<b>先輩</b>は 最初からいないぞ,"There is one Hyakkimaru-senpai who appears in bad manga, but he wasn't there from the beginning.","S01E08, S01E10, S01E17, S01E18, S01E20, S01E22",
付く,つく,"1. to be attached, to be connected with, to adhere, to stick, to cling<br>2. to remain imprinted, to scar, to stain, to dye<br>3. to bear (fruit, interest, etc.)<br>4. to be acquired (of a habit, ability, etc.), to increase (of strength, etc.)<br>5. to take root<br>6. to accompany, to attend, to follow, to study with<br>7. to side with, to belong to<br>8. to possess, to haunt<br>9. to be lit, to be lighted<br>10. to be settled, to be resolved, to be decided<br>11. to be given (of a name, price, etc.)<br>12. to be sensed, to be perceived<br>13. to be lucky<br>14. to become (a state, condition, etc.)",N4,15,箱には両方 カギが<b>付い</b>てるから,Both boxes have keys.,"S01E09, S01E10, S01E11, S01E13, S01E16, S01E17, S01E18, S01E19, S01E21, S01E23",
飛行機,ひこうき,"1. aeroplane, airplane, aircraft",N5,15,僕たち修学旅行生を乗せた<b>飛行機</b>は 沖縄へと出発した,The plane carrying us school trip students departed for Okinawa.,"S01E12, S01E13, S01E19, S01E21",
サプライズ,サプライズ,1. surprise,Unlabeled,14,楠雄がロンドンに来るから <b>サプライズ</b>で君たちも来ないかって,Kusuo is coming to London and asked if you guys would come as a surprise.,"S01E01, S01E21, S01E24",
父さん,とうさん,"1. father, dad, papa, pa, pop, daddy, dada",Unlabeled,14,それに<b>父さん</b>は すでに１回 祈願している,"Besides, Dad has already prayed once.","S01E01, S01E04, S01E07, S01E15, S01E16, S01E18, S01E23, S01E24",
昔,むかし,"1. olden days, former",N4,14,<b>昔</b>の俺だったら ２秒で ひき肉にしてやんのに クソ！,"If I were the old me, I would have turned you into minced meat in 2 seconds, but shit!","S01E01, S01E03, S01E07, S01E09, S01E10, S01E11, S01E12, S01E14, S01E17, S01E20, S01E21, S01E22, S01E24",
ハイ,ハイ,"1. high (e.g. spirits), merry<br>2. high<br>3. high (i.e. feeling of extreme pleasure)",Unlabeled,14,<b>ハイ</b>！ ここに 何の変哲もない箱があります,high! Here we have a nondescript box.,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E11, S01E14, S01E18, S01E22",
あー,ああ,"1. ah!, oh!, alas!<br>2. yes, indeed, that is correct<br>3. aah, gah, argh<br>4. hey!, yo!<br>5. uh huh, yeah yeah, right, gotcha",Unlabeled,14,<b>あー</b> もう！ 何がバレンタインよ！,Oh already! What's Valentine's Day?,"S01E01, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10",
読める,よめる,"1. to be able to read, to be legible, to be decipherable<br>2. to be readable (text, etc.), to read well<br>3. to understand, to divine, to perceive, to see",Unlabeled,14,動物すらも<b>読める</b>というのに この男だけは 全く読めないのだ,"Even animals can read, but this guy can't read at all.","S01E01, S01E04, S01E09, S01E18, S01E19, S01E20, S01E21",
心配,しんぱい,"1. worry, concern, anxiety, uneasiness, fear<br>2. care, help, aid, assistance",N4,14,とっくに消灯だよ～！ <b>心配</b>したんだから！,The lights are already out! Because I was worried!,"S01E01, S01E04, S01E05, S01E09, S01E10, S01E11, S01E13, S01E15, S01E18, S01E21, S01E22, S01E23",
おる,いる,"1. to be (of animate objects), to exist<br>2. to stay<br>3. to be ...-ing, to have been ...-ing",Unlabeled,14,箱は もはや 原型を とどめて<b>おり</b>ません,The box no longer retains its original shape.,"S01E01, S01E02, S01E03, S01E04, S01E10, S01E12, S01E17, S01E18, S01E19, S01E23",
本気,ほんき,"1. seriousness, earnestness, truth, sanctity",N1,14,俺も少し<b>本気</b>出す ゴールで待ってるぜ！,"I'll be a little more serious too, I'll be waiting for you at the goal!","S01E01, S01E02, S01E07, S01E08, S01E17, S01E18, S01E22",
おー,おお,"1. large, big, great, major, important, serious, heavy, loud<br>2. older, senior<br>3. final, ultimate<br>4. rough, broad, general",Unlabeled,14,<b>おー</b>！ オレらも視てよ オレもよろしこ！,oh! Look at us too. I'm happy too!,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E10, S01E11",
的,てき,"1. -ical, -ive, -al, -ic, -y<br>2. -like, -ish, -sort of, -kind of<br>3. (something) like, along the lines of<br>4. -wise, in terms of, for, from the viewpoint of, from a ... standpoint, as far as ... is concerned<br>5. Mr., Ms., Mrs.",N1,14,ハロウィンってイメージ<b>的</b>には こんな感じじゃねえかと思ってよ,I think this is what Halloween looks like.,"S01E01, S01E02, S01E04, S01E06, S01E08, S01E10, S01E11, S01E19, S01E22, S01E23",
すげえ,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",Unlabeled,14,今頃 そんなしょうもない話する 根性が<b>すげえ</b>よ！,You have amazing guts to talk about such nonsense these days!,"S01E02, S01E05, S01E07, S01E10, S01E12, S01E15, S01E16, S01E19, S01E22",
もはや,もはや,"1. already, now<br>2. no longer, not any more",Unlabeled,14,ヒマワリといい 誰かに渡すことは <b>もはや</b>明白！,It's called a sunflower and it's obvious to give it to someone!,"S01E02, S01E03, S01E05, S01E06, S01E08, S01E11, S01E14, S01E15, S01E17, S01E20, S01E22, S01E24",
目立つ,めだつ,"1. to be conspicuous, to stand out",N2,14,何度も言うが 僕は<b>目立ち</b>たくないのだ,"I've said it many times, but I don't want to stand out.","S01E02, S01E04, S01E06, S01E09, S01E20, S01E21, S01E22",
視える,みえる,"1. to be seen, to be in sight<br>2. to look, to seem, to appear<br>3. to come",Unlabeled,14,守護霊 <b>視える</b>んでしょ？ 私のも視て！,"You can see the guardian spirit, right? Look at mine too!","S01E02, S01E03, S01E04, S01E08, S01E14, S01E22",
作戦,さくせん,"1. tactics, strategy<br>2. military operation, naval operation",N1,14,好感度を下げる<b>作戦</b>は失敗か これは誰も食えない,Is the strategy to lower favorability a failure? No one can benefit from this.,"S01E02, S01E06, S01E08, S01E10, S01E14, S01E16, S01E21, S01E22, S01E24",
失敗,しっぱい,"1. failure, mistake, blunder",N4,14,師匠も ご存じのように 僕らは<b>失敗</b>ばかりでした,"As my master knows, we have been full of failures.","S01E02, S01E03, S01E06, S01E10, S01E16, S01E17, S01E24",
見つける,みつける,"1. to discover, to find (e.g. an error in a book), to come across, to detect, to spot<br>2. to locate, to find (e.g. something missing), to find fault<br>3. to be used to seeing, to be familiar with",N4,14,よっしゃ！ <b>見つける</b>まで 全員で探すぞ！,Okay! We'll all search until we find it!,"S01E02, S01E05, S01E06, S01E11, S01E13, S01E14",
べし,べし,"1. shall, should, must",Unlabeled,14,待て！ 座る前に する<b>べき</b>ことがあるだろ！,Wait! There's something you need to do before you sit down!,"S01E02, S01E03, S01E05, S01E06, S01E10, S01E16, S01E17, S01E18, S01E20, S01E21, S01E23, S01E24",
息子,むすこ,1. son<br>2. penis,N4,14,<b>息子</b>の俺ですら 顔も ろくに見えねえ！,"Even my son, I can't even see his face very well!","S01E02, S01E04, S01E08, S01E09, S01E11, S01E14, S01E15, S01E16, S01E23",
軽い,かるい,"1. light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily)<br>2. light (i.e. of foot), effortless, nimble, agile<br>3. non-serious, minor, unimportant, trivial<br>4. slight, small, gentle, soft, easy, lighthearted (e.g. joke)<br>5. easy, simple<br>6. indiscriminate",N5,14,私はぐっすり！ おかげで体が<b>軽く</b>って～！,"I'm sound asleep! Thanks to you, I feel lighter!","S01E02, S01E04, S01E05, S01E06, S01E11, S01E14, S01E16, S01E17, S01E22, S01E24",
蝶野,蝶野,Chyouno,Unlabeled,14,手足には拘束具を取り付けた <b>蝶野</b>さんが箱へ！,"Mr. Chono, with restraints attached to his hands and feet, goes to the box!","S01E03, S01E05, S01E09, S01E24",
そろそろ,そろそろ,"1. slowly, quietly, steadily, gradually, gingerly<br>2. soon, momentarily, before long, any time now",N4,14,さて <b>そろそろ</b> このチャンネルで ミステリードラマをやるはず,"Well, there should be a mystery drama on this channel soon.","S01E03, S01E11, S01E14, S01E15, S01E16, S01E18, S01E20, S01E23, S01E24",
こちら,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,14,では <b>こちら</b>の方にも聞いてみましょう,Let's ask this person too.,"S01E03, S01E06, S01E08, S01E09, S01E14, S01E15, S01E16, S01E20, S01E22",
ちょ,いっすん,"1. one sun (approx. 3.03 cm)<br>2. little bit (of time, distance, etc.)",Unlabeled,14,さすがの僕も 疲れて おね<b>ちょ</b>してしまった,"As expected, I was also tired and wet the bed.","S01E03, S01E04, S01E05, S01E06, S01E08, S01E10, S01E12, S01E17, S01E19",
方法,ほうほう,"1. method, process, manner, way, means, technique",N3,14,あんな<b>方法</b>でも 赤点を逃れる方法が１つある,"Even with that method, there is one way to avoid the red mark.","S01E03, S01E04, S01E07, S01E09, S01E14, S01E15, S01E18, S01E21",
水,みず,"1. water (esp. cool, fresh water, e.g. drinking water)<br>2. fluid (esp. in an animal tissue), liquid<br>3. flood, floodwaters<br>4. water offered to wrestlers just prior to a bout<br>5. break granted to wrestlers engaged in a prolonged bout",N5,14,<b>水</b>！ 水！ オッサンに注いでるから！,Water! water! Because I'm pouring it to the old man!,"S01E03, S01E04, S01E06, S01E07, S01E08, S01E11, S01E17, S01E19, S01E20, S01E21, S01E23",
いらっしゃる,いらっしゃる,"1. to come, to go, to be (somewhere)<br>2. to be (doing)",N4,14,いや～ まさか 家に<b>いらっしゃる</b>とは,"No, I never expected you to be home.","S01E04, S01E09, S01E10, S01E12, S01E13, S01E14, S01E17, S01E18, S01E19, S01E23",
席,せき,"1. seat<br>2. location (of a gathering, etc.), place<br>3. position, post",N4,14,見りゃ分かんだろーが！ さっさと <b>席</b>に案内しろ！,You'll know it when you see it! Quickly show me to my seat!,"S01E04, S01E07, S01E08, S01E09, S01E11, S01E16, S01E18, S01E19, S01E20, S01E23",
走る,はしる,"1. to run<br>2. to run (of a vehicle), to drive, to travel, to move, to sail<br>3. to rush (to), to dash, to race<br>4. to retreat, to flee, to defect (to)<br>5. to run away, to abscond, to elope<br>6. to flash (of lightning), to streak, to shoot (through; e.g. of pain), to run (through), to flare, to flit (e.g. across one's face), to spread quickly (of news, shock, etc.)<br>7. to go (e.g. bad, to extremes), to become, to turn, to take to (e.g. crime), to get carried away by (e.g. one's emotions), to get involved in, to get wrapped up in<br>8. to run (through; of a road, street, etc.), to extend (e.g. of a mountain range), to stretch, to lie",N5,14,僕にとっては <b>走る</b>だけでいいのだから,"For me, just running is enough","S01E05, S01E06, S01E17, S01E21, S01E22",
どうせ,どうせ,"1. anyhow, in any case, at any rate, after all, at all, no matter what<br>2. at best, at most",N2,14,何かヤバイのが入った まあ <b>どうせ</b>歌うことはない,"There's something weird going on. Well, I won't be singing anyway.","S01E05, S01E08, S01E09, S01E10, S01E13, S01E14, S01E16, S01E18, S01E20, S01E22, S01E23, S01E24",
妙,みょう,"1. strange, weird, odd, curious<br>2. wonder, mystery, miracle, excellence<br>3. cleverness, adroitness, knack, skill",N3,14,でも <b>妙</b>な期待はしないこと,But don't have any strange expectations,"S01E05, S01E06, S01E09, S01E11, S01E13, S01E14, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22",
卒業,そつぎょう,"1. graduation, completion (of a course)<br>2. moving on (from), outgrowing (something), leaving (a group, company, etc.), quitting",N4,14,<b>卒業</b>とこれは関係ねェだろ！,This has nothing to do with graduation!,"S01E06, S01E14, S01E18, S01E22",
