Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
どんな,どんな,"1. what kind of, what sort of, what<br>2. no matter what (kind of), whatever, any, all",N3,21,このくらいは<b>どんな</b>ようにぼわぼわがあるんです,There are so many things that are so fuzzy.,"Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 06 - Sports Fest, Episode 07 - Culture Fest, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 11 - Kagura and Sakaki, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 07 - Culture Fest_00_05_24_000.jpg"">"
夏,なつ,1. summer,N5,21,<b>夏</b>の間は僕が体育を担当するからにゃもがゴムを,"During the summer, I will be in charge of physical education, so Nyamo will wear rubber.","Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 14 - The Ocean Kimonos and Party, Episode 19 - One Spring Night, Episode 21 - School Trip, Episode 22 - Entrance Exams Study, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 04 - Pool Pool Pool_00_09_17_000.jpg"">"
遊ぶ,あそぶ,"1. to play (games, sports), to enjoy oneself, to have a good time<br>2. to mess about (with alcohol, gambling, philandery, etc.)<br>3. to be idle, to do nothing, to be unused<br>4. to meet up (with friends), to hang out<br>5. to give oneself up (to gambling, drinking, etc.)<br>6. to go to (for pleasure or for study)<br>7. to tease (somebody), to play (with)<br>8. to intentionally throw a ball to lower the batter's concentration",N5,21,そんなわけで、夏休みも終わったけど、みんなはどこかへ<b>遊び</b>に行ったかな,"So, summer vacation is over, but I wonder if everyone went somewhere to play.","Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 17 - End of 2nd Semester and Christmas, Episode 21 - School Trip, Episode 22 - Entrance Exams Study, Episode 23 - Last Sports Fest, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 05 - Summer Break_00_21_13_000.jpg"">"
ただ,ただ,"1. ordinary, common, usual<br>2. free of charge<br>3. unaffected, as is, safe<br>4. only, merely, just, simply<br>5. but, however, nevertheless",N3,21,で、でもいいだとなったら<b>ただ</b>きちさんが守ってくれるんです,"But if it's okay, Tadakichi will protect me.","Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 24 - Yamamayaa, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 20 - 3rd Year_00_12_37_000.jpg"">"
勝つ,かつ,"1. to win, to gain victory",N4,21,とにかく 何が何でも<b>勝つ</b>ことを考えて,Just think about winning no matter what,"Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 06 - Sports Fest_00_04_44_000.jpg"">"
大きい,おおきい,"1. big, large, great<br>2. loud<br>3. extensive, spacious<br>4. important, decisive, valuable<br>5. older, grown up",N5,21,坂木さんは<b>大きい</b>けど静かです 私の話をよく聞いてくれます そういえば今日から水泳ですね 楽しみです,"Mr. Sakaki is big but quiet. He listens to me well. Come to think of it, I'm going swimming today. I'm looking forward to it.","Episode 05 - Summer Break, Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 21 - School Trip, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 12 - Chiyo-chans Day_00_06_14_000.jpg"">"
優勝,ゆうしょう,"1. overall victory, championship",N3,21,ノンノンノン そんな心差しの低いことではダメです 狙うは<b>優勝</b> 優勝の場合さらに飲み台がおごりになります 焼肉もか,"Nonnonnon It's no good to do such a low-minded thing.The goal is to win.If you win, you'll get a drink table.Yakiniku, too.","Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 09 - Miss Sakaki, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 15 - Sports Fest 2nd Year_00_02_10_000.jpg"">"
おめでとう,おめでとう,"1. congratulations!, well done!, best wishes!, all the best!",N3,21,新年 明けまして <b>おめでとう</b>ございます 千代ちゃん 振り袖か ようにおとるで,"Happy New Year, Chiyo-chan, dressed like a long-sleeved kimono.","Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 14 - The Ocean Kimonos and Party, Episode 20 - 3rd Year, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_05_46_000.jpg"">"
ウリャ,ウリャンカイ,1. Uriankhai,Unlabeled,21,<b>ウリャ</b> ウリャ ウリャ ウリャ ウリャ ウリャ ウリャ,Ulya Ulya Ulya Ulya Ulya Ulya Ulya,Episode 17 - End of 2nd Semester and Christmas,"<img src=""Azumanga Daioh - Episode 17 - End of 2nd Semester and Christmas_00_08_06_000.jpg"">"
クノハラ,クノハラ,1. Kunohara (Auto-translated),Unlabeled,20,ルーラルー マピアノは世界の夢さ <b>クノハラ</b>にメロディー壊れた時計を信じて 実行は誰の味方?,Rula Lou Mapiano is the dream of the world A melody to Kunohara Believe in the broken clock Whose side will take action?,"Episode 01 - Miss Yukari, Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 07 - Culture Fest, Episode 08 - New Years Dream Special, Episode 10 - We are 2nd Year Students, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 17 - End of 2nd Semester and Christmas, Episode 18 - Koyomis Ordeals, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 22 - Entrance Exams Study, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_00_00_000.jpg"">"
手,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",N5,20,でもサカキなら<b>手</b>を出してりゃ神に出てくるかもしんないぞ,"But if it's Sakaki, if you try your hand at it, you might turn out to be a god.","Episode 01 - Miss Yukari, Episode 06 - Sports Fest, Episode 13 - Exams, Episode 15 - Sports Fest 2nd Year, Episode 21 - School Trip, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 21 - School Trip_00_16_35_000.jpg"">"
叶う,かなう,"1. to come true (of a wish, prayer, etc.), to be realized, to be fulfilled<br>2. to suit (e.g. a purpose), to meet (wishes, ideals, etc.), to conform to (standards, rules, etc.), to be consistent with<br>3. to match (implies competition), to rival, to bear (e.g. the heat)",N1,20,ともちゃんにはやっぱり<b>叶わ</b>ないです すごいです,"It's definitely not possible for Tomo-chan, that's amazing.","Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 08 - New Years Dream Special_00_08_37_000.jpg"">"
咲く,さく,"1. to bloom, to flower, to blossom, to open",N5,20,<b>咲い</b>た日に,On the day it bloomed,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 07 - Culture Fest, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 04 - Pool Pool Pool_00_23_27_000.jpg"">"
学校,がっこう,1. school,N5,20,にゃもがいなかったら 私<b>学校</b>へ歩いてかなきゃならないでしょ,"If Nyamo wasn't there, I'd have to walk to school.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 07 - Culture Fest, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 19 - One Spring Night_00_11_54_000.jpg"">"
さっき,さっき,"1. a short while ago, a moment ago, just now, some time ago",N4,20,いや、<b>さっき</b>の失敗を教訓にして、アンパンと紐を用意した,"No, I learned from my previous mistake and prepared an anpan bread and a string.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 06 - Sports Fest, Episode 08 - New Years Dream Special, Episode 13 - Exams, Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_03_37_000.jpg"">"
っけ,け,"1. lacking substance and existing in name only, something without substance",Unlabeled,20,千尋は何に寝るんだ<b>っけ</b>,What does Chihiro sleep in?,"Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 03 - Nyamo, Episode 06 - Sports Fest, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 23 - Last Sports Fest, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 06 - Sports Fest_00_05_46_000.jpg"">"
さすが,さすが,"1. as one would expect, just as you'd expect (from), just like (someone)<br>2. still, all the same, after all<br>3. even ... (e.g. ""even a genius"")",Unlabeled,20,<b>さすが</b>にゃもちゃん,As expected of Nyamo-chan,"Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 06 - Sports Fest, Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 11 - Kagura and Sakaki, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 04 - Pool Pool Pool_00_15_13_000.jpg"">"
二,2,1. 2 (Auto-translated),N5,20,さて今年もやってまいりました 明日は体育祭です <b>二</b>組には何としても勝つこと,"Well, we've done it again this year. Tomorrow is the sports festival. We need to win against Group 2 at all costs.","Episode 03 - Nyamo, Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 22 - Entrance Exams Study","<img src=""Azumanga Daioh - Episode 15 - Sports Fest 2nd Year_00_01_42_000.jpg"">"
私たち,わたしたち,"1. we, us",Unlabeled,20,そうですよ! <b>私たち</b>二年生になるんですよ!,That's right! We're going to be second years!,"Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 10 - We are 2nd Year Students, Episode 14 - The Ocean Kimonos and Party, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 10 - We are 2nd Year Students_00_02_41_000.jpg"">"
たー,た,1. multi-,Unlabeled,20,みんなで一生懸命やってたのに、かぐらが壊しまし<b>たー</b>!,"We were all trying our best, but Kagura broke it!","Episode 06 - Sports Fest, Episode 10 - We are 2nd Year Students, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_07_04_000.jpg"">"
忘れる,わすれる,"1. to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)",N5,19,ともちゃんとヨミちゃんのことは<b>忘れ</b>へんで,I can't forget about Tomo-chan and Yomi-chan.,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 16 - Culture Fest 2nd Year, Episode 20 - 3rd Year, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 03 - Nyamo_00_16_15_000.jpg"">"
確か,たしか,"1. sure, certain, positive, definite<br>2. reliable, trustworthy, safe, sound, firm, accurate, correct, exact<br>3. If I'm not mistaken, If I remember correctly, If I remember rightly",N4,19,うんうん、それは<b>確か</b>にそうだが,"Yes, that's true, but","Episode 01 - Miss Yukari, Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 10 - We are 2nd Year Students, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 19 - One Spring Night, Episode 22 - Entrance Exams Study, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 05 - Summer Break_00_10_29_000.jpg"">"
とき,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",Unlabeled,19,私大阪におる<b>とき</b>はぼーっとしとるとかよく言われてました,"When I was in Osaka, I was often told that I was absentminded.","Episode 01 - Miss Yukari, Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 09 - Miss Sakaki, Episode 11 - Kagura and Sakaki, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 21 - School Trip, Episode 22 - Entrance Exams Study, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_20_15_000.jpg"">"
いつ,いつ,"1. when, at what time, how soon<br>2. normal times, ordinary days",N5,19,はい<b>いつ</b>でもいいですよ,"Yes, anytime is fine.","Episode 01 - Miss Yukari, Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 08 - New Years Dream Special, Episode 13 - Exams, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 24 - Yamamayaa, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 02 - Osaka Day_00_08_30_000.jpg"">"
間,あいだ,"1. space (between), gap, interval, distance, stretch<br>2. period of time (during, while), duration, interval<br>3. between (two parties or things)<br>4. among (a group)<br>5. relations (between), relationship<br>6. midpoint, average, halfway, middle ground<br>7. due to, because of",N4,19,夏の<b>間</b>は僕が体育を担当するからにゃもがゴムを,"During the summer, I will be in charge of physical education, so Nyamo will wear rubber.","Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 07 - Culture Fest, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 17 - End of 2nd Semester and Christmas, Episode 22 - Entrance Exams Study, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 04 - Pool Pool Pool_00_09_17_000.jpg"">"
願い,ねがい,"1. desire, wish, hope<br>2. request, entreaty, plea, appeal<br>3. prayer<br>4. (written) application",N3,19,星の彼に<b>願い</b>は必ず叶う,Wish to the star boy will definitely come true,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_22_26_000.jpg"">"
鍵,かぎ,"1. key<br>2. lock<br>3. key (to a problem), clue",N3,19,愛に来てその<b>鍵</b>は未来へ,"Come to love, the key is to the future","Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 05 - Summer Break, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_22_31_000.jpg"">"
坂木,坂木,Sakaki,Unlabeled,19,優勝すればやろう うちは<b>坂木</b>さんに加えて今年はかぐらさんもいるから強いですよ,"If we win, we'll do it.In addition to Sakaki-san, we also have Kagura-san this year, so we're strong.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 15 - Sports Fest 2nd Year_00_03_22_000.jpg"">"
あんな,あんな,"1. that sort of, that kind of, like that, such, so",N4,19,その時は<b>あんな</b>に悲惨な旅行になるとは 夢にも思わなかったのです,"At that time, I never dreamed that the trip would be so tragic.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 04 - Pool Pool Pool, Episode 11 - Kagura and Sakaki, Episode 13 - Exams, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 21 - School Trip_00_04_09_000.jpg"">"
らしい,らしい,"1. seeming ..., appearing ...<br>2. -ish, like a ..., typical of ..., appropriate for ..., becoming of ..., worthy of the name ...",Unlabeled,19,でも マイ評判が高い<b>らしく</b>て 売り切れてないといいんですけど,"But it seems to have a good reputation, so I hope it's not sold out.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 05 - Summer Break, Episode 10 - We are 2nd Year Students, Episode 12 - Chiyo-chans Day, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 24 - Yamamayaa, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 17 - End of 2nd Semester and Christmas_00_02_00_000.jpg"">"
黒沢,黒沢,Kurosawa,Unlabeled,19,今回は特別講師に<b>黒沢</b>美菜も先生を迎えて,"This time, we will have Mina Kurosawa as a special lecturer.","Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 20 - 3rd Year, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 13 - Exams_00_23_43_000.jpg"">"
そりゃ,それ,"1. that, it<br>2. then, that point (in time), that time<br>3. there<br>4. you",Unlabeled,19,小学校の時、ヨミの食べ残したパンが机の中で腐って<b>そりゃ</b>もうすごいことに,"When I was in elementary school, Yomi's leftover bread rotted on her desk, which was a big deal.","Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 05 - Summer Break, Episode 10 - We are 2nd Year Students, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 03 - Nyamo_00_04_16_000.jpg"">"
やめる,やめる,"1. to stop (an activity), to cease, to discontinue, to end, to quit<br>2. to cancel, to abandon, to give up, to abolish, to abstain, to refrain",Unlabeled,19,それは<b>やめ</b>とけ,Don't do that,"Episode 03 - Nyamo, Episode 04 - Pool Pool Pool, Episode 10 - We are 2nd Year Students, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 17 - End of 2nd Semester and Christmas_00_04_43_000.jpg"">"
家,いえ,"1. house, residence, dwelling<br>2. family, household<br>3. lineage, family name",N5,19,じゃあ大阪はちよちゃん<b>家</b>に行っても 移させてやらないからね,"Well, even if I go to Osaka Hachiyo-chan's house, I won't let her move.","Episode 03 - Nyamo, Episode 05 - Summer Break, Episode 07 - Culture Fest, Episode 08 - New Years Dream Special, Episode 09 - Miss Sakaki, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 17 - End of 2nd Semester and Christmas, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 23 - Last Sports Fest, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 05 - Summer Break_00_06_45_000.jpg"">"
やっぱ,やはり,"1. as expected, sure enough, just as one thought<br>2. after all (is said and done), in the end, as one would expect, in any case<br>3. too, also, as well, likewise, (not) either<br>4. still, as before<br>5. all the same, even so, still, nonetheless",Unlabeled,19,<b>やっぱ</b>夏の夜といえばあれでしょう,"After all, that's what summer nights are all about.","Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 10 - We are 2nd Year Students, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 20 - 3rd Year, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 05 - Summer Break_00_16_47_000.jpg"">"
目,め,"Eye / (part of idiom ""teach a lesson"")",N5,18,ミルチとゆかちゃんは小学校に通います この間まで私も通っていました でも 今日はプールだ 8時間<b>目</b>からプールだ,"Mirchi and Yuka-chan go to elementary school, and I used to go there as well until recently. But today we're going to the pool. Starting from the 8th period, we're going to the pool.","Episode 01 - Miss Yukari, Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 08 - New Years Dream Special, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 22 - Entrance Exams Study, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 12 - Chiyo-chans Day_00_04_53_000.jpg"">"
すぐ,すぐ,"1. immediately, at once, right away, directly<br>2. soon, before long, shortly<br>3. easily, readily, without difficulty<br>4. right (near), nearby, just (handy)<br>5. honest, upright, frank, straightforward",Unlabeled,18,でも、<b>すぐ</b>に大阪はにゃものもとへと去っていくのでした,"However, Osaka soon left behind Nyamono.","Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 06 - Sports Fest, Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 12 - Chiyo-chans Day, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 23 - Last Sports Fest, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_05_19_000.jpg"">"
ところ,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",Unlabeled,18,木村先生にも何かいい<b>ところ</b>があるはずよ,There must be something good about Kimura-sensei as well.,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 05 - Summer Break, Episode 07 - Culture Fest, Episode 12 - Chiyo-chans Day, Episode 13 - Exams, Episode 15 - Sports Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 20 - 3rd Year_00_21_16_000.jpg"">"
別,べつ,"1. distinction, difference, discrimination<br>2. separate, different, another, extra<br>3. exception, exclusion<br>4. classified by, ranked by, according to",N4,18,でも一個だけ<b>別</b>のとこにあったら,But if only one was somewhere else,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 10 - We are 2nd Year Students, Episode 11 - Kagura and Sakaki, Episode 13 - Exams, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 17 - End of 2nd Semester and Christmas, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study","<img src=""Azumanga Daioh - Episode 16 - Culture Fest 2nd Year_00_06_58_000.jpg"">"
