Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
輪,りん,1. counter for wheels and flowers,N3,113,サスケは リー君の体術を写<b>輪</b>眼で まねたこともある｡,Sasuke once imitated Lee's taijutsu using the Sharingan.,"E007, E009, E010, E014, E015, E016, E017, E018, E022, E024, E026, E030, E036, E038, E039, E040, E046, E047, E059, E066, E067, E072, E074, E075, E082, E083, E084, E094, E103, E123, E129, E130, E131, E134, E135",
えっ,えっ,"1. huh?, what's up?",Unlabeled,112,<b>えっ</b>!? 誰だ？ この俺様の部屋を荒らしやがったのは！,Huh!? Who is it? The one who vandalized my room!,"E003, E004, E005, E006, E007, E009, E010, E011, E012, E013, E015, E017, E021, E022, E023, E024, E025, E027, E029, E032, E033, E034, E035, E038, E041, E045, E046, E049, E050, E051, E052, E053, E055, E056, E059, E060, E061, E064, E070, E072, E073, E078, E082, E083, E085, E086, E088, E089, E091, E094, E096, E097, E098, E099, E101, E102, E103, E104, E105, E108, E109, E110, E112, E123, E126, E135",
以上,いじょう,"1. not less than, ... and over, ... and above, ... and upwards, ... or more<br>2. beyond (e.g. one's expectations), above, more than, further than<br>3. above-mentioned, aforementioned, foregoing<br>4. since ..., seeing that ..., now that ..., once ...<br>5. that's all, that is the end, the end",N4,111,これ<b>以上</b> ちっとでも傷つけてみやがれ｡,Don't try to hurt me even a little more.,"E001, E002, E003, E004, E005, E006, E007, E010, E011, E013, E016, E018, E019, E020, E021, E022, E023, E025, E026, E027, E028, E029, E030, E033, E034, E036, E037, E038, E039, E040, E042, E044, E046, E047, E049, E051, E055, E057, E061, E064, E065, E066, E068, E069, E070, E072, E075, E076, E079, E081, E082, E086, E087, E089, E090, E092, E093, E098, E100, E102, E105, E108, E109, E112, E114, E116, E118, E119, E122, E124, E125, E129, E132, E133, E135",
ところ,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",Unlabeled,111,《僕だけが こんな<b>ところ</b>で負けるわけにはいかない！,``I can't be the only one who loses in a place like this!,"E001, E002, E004, E005, E006, E008, E010, E012, E014, E015, E017, E018, E022, E023, E024, E025, E026, E029, E030, E031, E034, E035, E037, E038, E039, E041, E043, E044, E045, E046, E047, E048, E049, E050, E051, E052, E056, E059, E060, E062, E063, E065, E069, E070, E071, E075, E076, E079, E081, E083, E087, E091, E095, E097, E098, E099, E100, E101, E102, E103, E104, E105, E112, E114, E116, E122, E124, E125, E132, E135",
こっち,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,111,たとえ相手の数が<b>こっち</b>に比べて倍でも,Even if the number of opponents is double compared to us,"E001, E003, E005, E007, E008, E014, E021, E022, E026, E027, E030, E032, E033, E034, E036, E039, E042, E043, E044, E046, E047, E048, E051, E052, E054, E055, E057, E059, E061, E064, E067, E069, E070, E072, E073, E074, E075, E078, E081, E082, E085, E087, E089, E090, E097, E098, E099, E102, E103, E105, E106, E110, E111, E113, E114, E115, E116, E117, E118, E119, E120, E121, E122, E124, E125, E130, E133, E134",
大丈夫,だいじょうぶ,"1. safe, secure, sound, problem-free, without fear, all right, alright, OK, okay<br>2. certainly, surely, undoubtedly<br>3. no thanks, I'm good, that's alright<br>4. great man, fine figure of a man",N5,111,もう<b>大丈夫</b>！ 物語の主人公が登場したからには,It's okay now! Since the main character of the story has appeared,"E001, E002, E005, E006, E010, E012, E013, E014, E020, E022, E023, E024, E028, E030, E033, E034, E036, E038, E039, E040, E041, E042, E043, E047, E048, E050, E051, E055, E057, E059, E061, E062, E063, E064, E065, E066, E069, E070, E071, E073, E080, E083, E085, E088, E091, E092, E094, E097, E098, E099, E101, E102, E103, E104, E106, E107, E108, E109, E110, E112, E118, E127, E129, E134, E135",
話,はなし,"1. talk, speech, chat, conversation<br>2. topic, subject<br>3. discussions, negotiation, argument<br>4. rumor, talk, hearsay<br>5. tale, story, fable<br>6. circumstances, particulars",N5,110,とにかく詳しい<b>話</b>は後でするから,"Anyway, I'll talk about the details later.","E001, E003, E004, E006, E007, E010, E011, E012, E014, E015, E017, E018, E021, E022, E026, E027, E030, E034, E037, E038, E040, E046, E049, E051, E052, E053, E054, E055, E056, E059, E061, E062, E063, E065, E067, E069, E073, E081, E082, E083, E086, E088, E090, E091, E092, E097, E098, E101, E102, E107, E108, E109, E110, E112, E116, E117, E118, E119, E120, E121, E122, E123, E124, E125, E126, E127, E128, E129, E130, E132, E135",
最後,さいご,"1. end, conclusion<br>2. last, final, latest, most recent<br>3. no sooner than, once, right after (often having negative consequences)<br>4. one's final moments",N4,110,<b>最後</b>の最後で こんなチャンスを与えてくれるとはな｡,I never thought he would give me such a chance at the very end.,"E002, E004, E005, E018, E019, E022, E024, E025, E026, E027, E028, E029, E030, E031, E032, E033, E034, E035, E036, E037, E038, E039, E040, E041, E042, E043, E044, E045, E046, E047, E048, E049, E050, E051, E052, E053, E054, E055, E056, E060, E064, E078, E079, E081, E095, E096, E100, E101, E103, E104, E106, E107, E110, E112, E113, E114, E115, E116, E117, E122, E123, E125, E127, E128, E133",
そこ,ソコ,There,N5,109,<b>そこ</b>で わしらも対抗手段として木ノ葉に依頼をしようと,"So, as a countermeasure, I decided to request Konoha.","E004, E005, E006, E007, E008, E009, E014, E015, E016, E018, E019, E020, E021, E022, E023, E026, E027, E028, E033, E038, E040, E041, E047, E048, E051, E052, E053, E055, E056, E058, E059, E060, E061, E062, E063, E065, E066, E070, E071, E072, E075, E076, E078, E081, E082, E087, E088, E090, E091, E092, E094, E095, E096, E098, E101, E102, E103, E107, E111, E112, E114, E115, E116, E117, E120, E121, E126, E127, E128, E129, E130, E131, E133, E135",
ああ,ああ,"1. ah!, oh!, alas!<br>2. yes, indeed, that is correct<br>3. aah, gah, argh<br>4. hey!, yo!<br>5. uh huh, yeah yeah, right, gotcha",N4,108,<b>ああ</b> でも 逃がしはしないよ｡,"Ah, but I won't let you escape.","E001, E007, E010, E012, E013, E015, E019, E021, E022, E023, E024, E025, E026, E035, E036, E038, E039, E048, E054, E059, E062, E063, E064, E065, E066, E067, E068, E069, E071, E073, E079, E081, E083, E086, E089, E092, E097, E098, E100, E101, E102, E103, E104, E105, E106, E107, E109, E111, E112, E113, E114, E115, E118, E119, E120, E121, E125, E128, E129, E130, E135",
技,わざ,"1. technique, art, skill, move",N1,108,まだ新<b>技</b>を隠し持っていたとはさすがです！,It's amazing that he still has new techniques hidden away!,"E002, E007, E014, E015, E022, E023, E026, E031, E032, E039, E040, E045, E046, E049, E050, E053, E054, E061, E062, E064, E067, E069, E070, E081, E082, E095, E098, E105, E108, E110, E111, E116, E117, E118, E120, E132",
大切,たいせつ,"1. important, necessary, indispensable<br>2. beloved, precious, dear, cherished, valuable<br>3. careful",N5,108,あの子には 死んでも証明し守りたい<b>大切</b>なものがある｡,That child has something important that he wants to prove and protect even if he dies.,"E002, E005, E011, E012, E013, E014, E015, E016, E017, E018, E019, E021, E024, E027, E031, E032, E037, E048, E049, E050, E051, E052, E056, E058, E065, E072, E076, E077, E078, E079, E080, E083, E091, E093, E094, E097, E100, E108, E110, E112, E114, E115, E118, E119, E126, E127, E128, E129, E132, E134, E135",
風,ふり,"1. swing, shake, wave, swinging<br>2. appearance, behaviour<br>3. pretence (pretense), show, pretending (to)<br>4. going to restaurant, hotel etc. without a reservation or introduction<br>5. move (dance), postures<br>6. lead in (e.g. to a running joke, asking a question), lead up<br>7. unsewn part of a hanging sleeve on a traditional Japanese woman's garment<br>8. counter for swords, blades, etc.<br>9. not wearing underwear or pants",N5,108,確かに 火の国と<b>風</b>の国は同盟国だけど,It's true that the Land of Fire and the Land of Wind are allies.,"E006, E021, E043, E051, E054, E056, E057, E058, E063, E065, E066, E067, E068, E069, E070, E071, E072, E073, E074, E075, E076, E077, E078, E081, E090, E091, E092, E093, E094, E095, E096, E097, E098, E099, E100, E101, E102, E103, E104, E105, E106, E107, E108, E109, E110, E111, E112, E113, E114, E115, E116, E117, E118, E119, E120, E121, E122, E123, E124, E125, E126, E127, E128, E129, E130, E131, E132, E133, E134, E135",
名,な,"1. name, given name<br>2. title<br>3. fame, renown, reputation<br>4. pretext, pretense, justification, appearance",N3,107,人に<b>名</b>を聞くときは自分から名乗るもんだぜ｡,"When you ask someone their name, you say it yourself.","E001, E002, E004, E005, E006, E011, E015, E016, E019, E021, E022, E023, E025, E026, E030, E034, E037, E038, E044, E045, E047, E051, E054, E056, E057, E060, E067, E068, E077, E080, E082, E083, E086, E089, E090, E094, E097, E101, E102, E107, E126, E129, E135",
日,ひ,"1. day, days<br>2. sun, sunshine, sunlight<br>3. (the) day, daytime, daylight<br>4. date, deadline<br>5. (past) days, time (e.g. of one's childhood)<br>6. case (esp. unfortunate), event",N4,107,あしたがどれほど大事な<b>日</b>かお前にも分かっているはずだ！,You must know how important tomorrow is!,"E002, E003, E006, E007, E011, E012, E014, E018, E020, E021, E027, E030, E035, E036, E044, E054, E055, E057, E058, E061, E063, E064, E068, E069, E070, E075, E079, E080, E085, E087, E090, E091, E092, E094, E096, E097, E098, E104, E105, E106, E107, E108, E109, E110, E111, E112, E113, E114, E115, E116, E117, E118, E119, E120, E121, E122, E123, E124, E125, E126, E127, E128, E129, E130, E132",
どんな,どんな,"1. what kind of, what sort of, what<br>2. no matter what (kind of), whatever, any, all",N3,106,<b>どんな</b>ことがあっても力を手に入れてやる！,"No matter what happens, I will get the power!","E001, E004, E005, E006, E007, E010, E014, E015, E019, E022, E023, E025, E026, E027, E028, E031, E032, E034, E037, E040, E041, E043, E044, E045, E046, E048, E049, E053, E054, E056, E058, E061, E062, E063, E064, E066, E074, E075, E076, E083, E086, E089, E090, E091, E092, E094, E095, E096, E098, E099, E102, E103, E104, E105, E110, E111, E112, E113, E114, E119, E122, E125, E127, E129, E131, E133, E135",
泣く,なく,"1. to cry, to weep, to sob, to howl",N4,106,こういうときは素直に<b>泣い</b>たらええ｡,"At times like this, it's okay to just cry.","E005, E007, E010, E012, E013, E016, E018, E019, E026, E027, E028, E029, E030, E031, E032, E033, E034, E035, E036, E037, E038, E039, E040, E041, E042, E043, E044, E045, E046, E047, E048, E049, E050, E051, E078, E079, E080, E081, E082, E083, E084, E085, E086, E087, E088, E089, E094, E101, E104, E105, E106, E107, E108, E109, E110, E111, E112, E113, E114, E115, E121",
いつも,いつも,"1. always, all the time, at all times<br>2. never<br>3. usual, regular, habitual, customary",N5,105,でも <b>いつも</b>練ってるチャクラと違う感じがしたのは,But it felt different from the chakra I usually practice.,"E002, E003, E006, E010, E011, E012, E018, E021, E023, E026, E028, E032, E036, E046, E047, E051, E052, E053, E054, E055, E056, E057, E058, E059, E060, E061, E062, E063, E064, E065, E066, E067, E068, E069, E070, E071, E072, E073, E074, E075, E076, E077, E080, E083, E084, E086, E088, E091, E092, E098, E100, E102, E109, E110, E113, E115, E126, E127, E130, E131, E132, E134",
まさか,まさか,"1. by no means, never!, well, I never!, you don't say!, certainly (not)<br>2. something unexpected, emergency<br>3. currently, for the time being, presently, for now<br>4. indeed, really, truly, unexpectedly",N3,105,<b>まさか</b> あんたが卒業できるとはね｡,I never thought you would be able to graduate.,"E003, E004, E005, E007, E008, E010, E012, E015, E016, E017, E022, E023, E026, E027, E029, E030, E031, E035, E036, E039, E041, E042, E043, E046, E047, E048, E049, E050, E052, E053, E055, E056, E058, E060, E061, E062, E064, E066, E067, E068, E069, E070, E071, E072, E074, E078, E079, E082, E085, E086, E088, E089, E090, E091, E092, E093, E094, E095, E096, E097, E102, E103, E105, E110, E111, E112, E121, E122, E127, E130, E131",
じゃん,じゃーん,"1. ta-dah!, ta-da!, voilà!<br>2. clash, crash, bang",Unlabeled,104,蟲で分身作って 俺の後ろに回り込むとは やる<b>じゃん</b>｡,You're going to make a clone of yourself from a bug and go behind me.,"E001, E002, E006, E009, E010, E011, E012, E014, E019, E020, E022, E023, E024, E026, E027, E031, E034, E037, E040, E041, E042, E043, E044, E045, E048, E049, E050, E051, E053, E056, E057, E059, E063, E064, E065, E066, E067, E068, E070, E072, E073, E074, E078, E080, E086, E089, E090, E099, E101, E125",
とき,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",Unlabeled,104,こんな<b>とき</b>に敵を見逃すわけにはいかん！,You can't afford to miss the enemy at a time like this!,"E001, E002, E003, E004, E010, E012, E013, E015, E017, E018, E019, E020, E021, E022, E024, E026, E027, E028, E029, E030, E031, E032, E033, E034, E035, E036, E038, E039, E041, E042, E043, E046, E048, E049, E050, E054, E056, E057, E058, E059, E060, E061, E063, E065, E068, E072, E074, E078, E079, E080, E083, E085, E086, E087, E088, E091, E094, E096, E098, E104, E110, E112, E118, E120, E125, E127, E130, E133, E134, E135",
今まで,いままで,"1. until now, so far, up to the present",Unlabeled,103,<b>今まで</b>のヤツは 素直に俺の言うことを聞くだけの,"Until now, he just listened to me obediently.","E001, E004, E005, E019, E025, E026, E034, E042, E044, E045, E046, E047, E048, E053, E054, E055, E063, E064, E067, E072, E075, E077, E078, E079, E080, E081, E082, E083, E084, E085, E086, E087, E088, E089, E091, E092, E093, E098, E103, E104, E105, E108, E109, E116, E117, E120, E121, E129",
一族,いちぞく,"1. family, relatives, dependents<br>2. household",Unlabeled,103,でも俺も兄さんと同じうちは<b>一族</b>の血が流れてるんだ｡,"But like my brother, I also have the blood of the Uchiha clan flowing through my veins.","E003, E004, E007, E010, E014, E016, E017, E022, E026, E029, E030, E033, E034, E037, E038, E040, E046, E060, E061, E062, E067, E068, E074, E075, E080, E081, E082, E083, E084, E105, E106, E107, E109, E113, E114, E117, E118, E119, E126, E127, E129, E130, E131, E135",
一人,ひとり,"1. one person<br>2. being alone, being by oneself<br>3. being single, being unmarried<br>4. by oneself, alone<br>5. just, only, simply",N5,102,たとえ あんたが伝説の三忍の<b>一人</b>でも,Even if you are one of the legendary Sannin,"E001, E002, E003, E004, E005, E010, E011, E012, E013, E014, E016, E017, E018, E019, E020, E022, E028, E036, E037, E039, E040, E044, E046, E047, E048, E051, E053, E058, E063, E069, E070, E071, E072, E075, E077, E079, E080, E081, E082, E086, E088, E090, E091, E094, E095, E100, E105, E108, E113, E115, E116, E119, E121, E123, E124, E126, E127, E129, E131",
時間,じかん,"1. time<br>2. hour<br>3. period, class, lesson",N5,102,あの四人衆が こうまで<b>時間</b>を食うとは｡,I never thought those four people would take up so much time.,"E002, E005, E007, E008, E011, E012, E015, E022, E024, E025, E026, E027, E031, E034, E035, E036, E037, E038, E045, E048, E050, E052, E053, E058, E059, E063, E064, E065, E067, E068, E070, E072, E073, E079, E082, E084, E085, E086, E087, E088, E089, E091, E092, E097, E098, E103, E110, E111, E113, E115, E119, E120, E121, E123, E127, E129, E131, E134, E135",
印,いん,"1. stamp, seal, chop<br>2. seal impression, seal, sealing, stamp, mark, print<br>3. mudra (symbolic hand gesture)<br>4. ninja hand sign<br>5. India",N3,102,お前がわしの意志になって <b>印</b>を結べ！,Become my will and make a seal!,"E002, E004, E009, E010, E013, E015, E018, E022, E030, E031, E032, E033, E037, E038, E039, E040, E042, E045, E050, E051, E053, E054, E061, E062, E064, E072, E075, E076, E078, E079, E082, E085, E087, E089, E093, E095, E103, E107, E108, E109, E111, E118, E119, E127, E128, E130, E133, E134",
ホント,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",Unlabeled,101,今 サクラちゃんが<b>ホント</b>に苦しんでるってことは,Sakura-chan is really suffering right now.,"E001, E003, E004, E006, E007, E008, E011, E012, E018, E019, E021, E022, E023, E024, E026, E028, E031, E033, E034, E037, E038, E040, E041, E043, E044, E045, E049, E051, E052, E054, E055, E056, E057, E059, E060, E061, E062, E063, E064, E065, E069, E077, E078, E081, E083, E087, E089, E090, E095, E098, E102, E103, E104, E106, E110, E114, E117, E118, E119, E121, E129, E131, E132, E133, E135",
よい,よい,"1. good, excellent, fine, nice, pleasant, agreeable<br>2. sufficient, enough, ready, prepared<br>3. profitable (deal, business offer, etc.), beneficial<br>4. OK, all right, fine, no problem",N5,101,＜わなにかかったヤツらが運<b>よく</b>地の書を持ってるとはな｡,<Those who were caught in the trap were lucky to have the Book of Earth.,"E002, E005, E006, E010, E018, E019, E024, E029, E031, E032, E033, E034, E036, E037, E039, E042, E043, E044, E045, E046, E050, E051, E053, E055, E056, E058, E060, E061, E062, E063, E065, E068, E069, E070, E076, E077, E078, E081, E083, E086, E087, E088, E089, E091, E094, E098, E099, E100, E101, E106, E107, E108, E109, E113, E120, E121, E124, E126, E130, E135",
試合,しあい,"1. match, game, bout, contest",N4,100,途中で<b>試合</b>を止めることもあるが,"The game may be stopped midway through, but","E038, E039, E040, E041, E042, E043, E044, E045, E046, E047, E048, E050, E051, E058, E059, E060, E061, E063, E064, E065, E066, E067, E068, E070, E073, E075, E107, E116, E120",
あんな,あんな,"1. that sort of, that kind of, like that, such, so",N4,99,<b>あんな</b>のを相手にしてもろくなことはありません｡,There's nothing easy about dealing with someone like that.,"E001, E002, E003, E005, E006, E008, E009, E010, E011, E012, E013, E014, E016, E017, E019, E020, E022, E026, E027, E028, E032, E033, E034, E040, E041, E042, E043, E044, E045, E047, E048, E049, E050, E051, E052, E061, E062, E063, E065, E069, E078, E086, E089, E091, E092, E093, E094, E095, E097, E102, E103, E104, E105, E109, E110, E113, E116, E122, E125, E128",
きょう,きょう,"1. today, this day<br>2. these days, recently, nowadays",Unlabeled,98,もう昼じゃな<b>きょう</b>は ここまでにしよう｡,"It's already noon, so let's end it here.","E001, E003, E006, E011, E012, E017, E020, E021, E030, E041, E044, E047, E049, E050, E052, E053, E055, E056, E057, E058, E059, E061, E063, E068, E069, E077, E081, E083, E084, E085, E086, E087, E090, E091, E092, E095, E096, E098, E099, E100, E101, E102, E106, E107, E110, E115, E121, E127, E130, E131, E133, E135",
くそ,ばば,"1. shit, crap<br>2. pooh-pooh, poop, something dirty",Unlabeled,98,<b>くそ</b> くそ！腹が減っても戦はできるぞ！,Shit shit! You can still fight even if you're hungry!,"E001, E002, E004, E005, E009, E010, E011, E014, E020, E021, E028, E029, E036, E037, E040, E043, E044, E045, E051, E057, E061, E062, E063, E064, E070, E071, E073, E075, E076, E077, E078, E081, E083, E084, E090, E092, E093, E094, E095, E097, E101, E102, E105, E106, E108, E118, E119, E120, E121, E122, E125, E129, E132",
とく,とく,"1. to untie, to unfasten, to unwrap, to undo, to unbind, to unpack<br>2. to unsew, to unstitch<br>3. to solve, to work out, to answer<br>4. to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease<br>5. to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege)<br>6. to release (from duty), to relieve, to dismiss<br>7. to comb (out), to card, to untangle (hair)",Unlabeled,98,アホ お前はおやつでも もろうて隠れ<b>とけ</b>！,"Idiot, you should hide even if it's just a snack!","E001, E002, E003, E004, E006, E007, E008, E011, E014, E019, E020, E021, E022, E023, E024, E025, E027, E028, E029, E032, E034, E036, E038, E039, E043, E047, E051, E053, E054, E055, E057, E058, E059, E060, E064, E065, E069, E075, E076, E078, E081, E086, E087, E088, E090, E092, E094, E095, E096, E101, E102, E105, E107, E108, E110, E112, E119, E120, E121, E122, E125, E128, E129, E132, E135",
国,くに,"1. country, state<br>2. region<br>3. national government, central government<br>4. home (i.e. hometown, home country)<br>5. province (of Japan)<br>6. land, earth",N5,98,頼みます！ 金を取り返さないと<b>国</b>に帰れないんです！,I beg you! I can't go back to my country unless I get my money back!,"E006, E007, E010, E011, E012, E014, E017, E018, E020, E021, E023, E037, E042, E043, E051, E054, E055, E057, E061, E063, E068, E069, E070, E072, E081, E097, E098, E099, E101, E102, E107, E110, E111",
ネジ,ねじ,"1. screw<br>2. key (of a clock, watch, etc.), spring (of a clock, watch, etc.)",Unlabeled,98,それが知りたくて<b>ネジ</b>に挑戦しても ずっと同じ｡,"Even if I wanted to know that and tried screwing, it was always the same.","E023, E031, E033, E039, E043, E046, E047, E048, E049, E050, E051, E055, E059, E060, E061, E062, E063, E065, E068, E098, E100, E107, E110, E112, E113, E114, E115, E116, E117, E118, E124, E125, E126, E128, E130, E131, E135",
悪い,わるい,"1. bad, poor, undesirable<br>2. poor (quality), inferior, insufficient<br>3. evil, sinful<br>4. ugly, not beautiful<br>5. at fault, to blame, in the wrong<br>6. bad (at doing something)<br>7. unprofitable, unbeneficial<br>8. sorry, (my) bad, unforgivable",N5,96,<b>悪い</b>が いつまでも相手をしてる暇はないんでな｡,"I'm sorry, but I don't have time to deal with you forever.","E001, E006, E007, E009, E012, E013, E014, E017, E019, E020, E021, E022, E025, E026, E027, E028, E029, E031, E035, E036, E037, E038, E040, E044, E045, E047, E049, E051, E052, E053, E054, E055, E056, E057, E058, E060, E062, E066, E068, E072, E081, E086, E089, E090, E094, E095, E098, E102, E105, E106, E107, E108, E109, E111, E116, E118, E125, E126, E127, E133",
まつ,まつ,"1. to wait<br>2. to await, to look forward to, to anticipate<br>3. to depend on, to need",Unlabeled,96,でも <b>まっ</b> 俺を殺すつもりで来る気になったようだな｡,But it looks like you came here with the intention of killing me.,"E001, E004, E005, E006, E007, E009, E010, E020, E021, E022, E023, E025, E026, E027, E033, E036, E038, E039, E040, E041, E042, E044, E045, E046, E050, E051, E052, E055, E061, E064, E065, E066, E067, E068, E070, E075, E076, E079, E080, E081, E082, E083, E086, E089, E090, E091, E094, E097, E101, E102, E107, E108, E109, E110, E115, E132",
ヒナタ,ヒナタ,Hinata,Unlabeled,96,＜<b>ヒナタ</b>様も もう３つにおめでとうございます＞,<Congratulations to Hinata-sama on your third year as well>,"E003, E021, E022, E024, E025, E026, E027, E028, E034, E036, E043, E045, E046, E047, E048, E059, E060, E061, E062, E063, E066, E098, E116",
やら,やら,"1. denotes uncertainty<br>2. such things as A and B, A and B and so on, A and B and the like, A and B and whatnot",Unlabeled,95,ではその目的と<b>やら</b>を聞こうか｡,"Well, let me ask you what its purpose is.","E001, E002, E007, E008, E010, E013, E016, E027, E028, E029, E031, E033, E034, E035, E036, E038, E039, E040, E043, E044, E045, E051, E057, E058, E064, E065, E066, E069, E070, E073, E074, E077, E080, E081, E082, E085, E086, E087, E088, E089, E092, E094, E096, E097, E100, E103, E108, E110, E111, E112, E113, E115, E116, E124, E125, E126, E127, E128, E133, E135",
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,95,それに この<b>道</b>は いつもアカデミーまで妹を迎えに行く,"Besides, I always take this road to the academy to pick up my sister.","E002, E016, E017, E019, E020, E021, E025, E033, E034, E035, E036, E037, E038, E039, E044, E046, E047, E048, E049, E050, E056, E059, E062, E078, E079, E080, E081, E082, E083, E084, E085, E086, E087, E088, E089, E090, E091, E092, E093, E094, E095, E096, E097, E098, E099, E100, E101, E102, E103, E109, E110, E119, E126, E128, E129, E130, E134, E135",
たり,たり,"1. -ing and -ing (e.g. ""coming and going"")<br>2. doing such things as...<br>3. expresses a command<br>4. to be<br>5. indicates completion or continuation of an action",Unlabeled,94,両親が死んでから誰も俺のことを褒め<b>たり</b>,No one has praised me since my parents died.,"E001, E003, E004, E005, E006, E008, E010, E011, E012, E014, E016, E021, E024, E026, E027, E028, E029, E031, E034, E038, E041, E042, E043, E045, E047, E053, E054, E059, E060, E064, E065, E070, E074, E076, E077, E078, E079, E080, E083, E088, E090, E091, E092, E093, E094, E095, E096, E097, E098, E099, E100, E101, E102, E103, E106, E107, E110, E112, E114, E115, E119, E125, E126, E129",
忘れる,わすれる,"1. to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)",N5,94,どんな道を生きるとも<b>忘れ</b>てはならん｡,"No matter what path you take in life, don't forget.","E008, E012, E014, E015, E026, E027, E028, E029, E030, E031, E032, E033, E034, E035, E036, E037, E038, E039, E040, E041, E042, E043, E044, E045, E046, E047, E048, E049, E050, E051, E052, E056, E061, E068, E074, E075, E077, E085, E090, E091, E092, E093, E094, E095, E097, E099, E101, E104, E105, E109, E110, E118, E129, E130, E131, E132, E133, E134, E135",
くっそ,くそ,"1. damn, damn it, shit, crap<br>2. feces, excrement, dung<br>3. damn, damned, blasted, stupid<br>4. very, extremely, really<br>5. terrible, awful, shit, crap<br>6. a lot<br>7. negligible, insignificant, not mattering at all, counting for nothing, hardly worth consideration, out of the question",Unlabeled,93,<b>くっそ</b>～！ 赤丸を とりあえず救えたとはいえ,Damn it! Even though I was able to save Akamaru for the time being.,"E001, E004, E008, E009, E010, E011, E012, E014, E015, E018, E020, E021, E026, E027, E028, E032, E043, E044, E045, E051, E052, E057, E058, E061, E070, E072, E076, E077, E087, E088, E089, E090, E091, E092, E094, E097, E099, E100, E101, E102, E103, E104, E106, E109, E112, E113, E115, E120, E121, E122, E123, E124, E125, E126, E130, E133",
仲間,なかま,Friend / Comrade / Teammate,N3,93,<b>仲間</b>が どんどん削られていくのは どうにも不安でよ ｡,It's really unsettling to see my friends being cut down more and more.,"E005, E007, E008, E012, E013, E014, E016, E017, E018, E019, E020, E024, E025, E028, E029, E033, E035, E036, E048, E068, E073, E074, E076, E077, E078, E083, E091, E093, E096, E105, E106, E108, E109, E110, E112, E114, E119, E120, E128, E129, E130, E131, E132, E134, E135",
傷,きず,"1. wound, injury, cut, gash, bruise, scratch, scrape, scar<br>2. chip, crack, scratch, nick<br>3. flaw, defect, weakness, weak point<br>4. stain (on one's reputation), disgrace, dishonor, dishonour<br>5. (emotional) hurt, hurt feelings",N3,93,その<b>傷</b>ではまともに戦えないわよ｡,I can't fight properly with that wound.,"E010, E014, E016, E027, E028, E034, E035, E036, E039, E046, E048, E049, E050, E065, E066, E067, E068, E069, E070, E071, E072, E073, E074, E075, E076, E077, E088, E089, E095, E106, E107, E109, E124, E125, E128, E133, E134, E135",
代目,だいめ,1. counter for generations,Unlabeled,92,早く五<b>代目</b>をお決めになったほうがよいのでは？,Wouldn't it be better to decide on the fifth generation as soon as possible?,"E001, E002, E026, E053, E056, E057, E060, E068, E069, E071, E072, E073, E081, E082, E083, E087, E088, E089, E090, E091, E092, E094, E095, E096, E097, E098, E099, E100, E102, E104, E105, E106, E107, E110, E111, E123, E125, E133, E135",
ほら,ほら,"1. look!, look out!, hey!, look at me!, there you are!",Unlabeled,92,<b>ほら</b>な イルカ先生も本心では俺のこと,"You see, even Iruka-sensei really cares about me.","E001, E003, E004, E005, E010, E011, E013, E020, E024, E026, E028, E029, E032, E034, E035, E036, E041, E045, E050, E052, E053, E054, E055, E056, E057, E058, E059, E060, E061, E062, E063, E064, E083, E086, E087, E089, E090, E092, E098, E101, E107, E109, E111, E114, E122, E123, E128, E135",
追う,おう,"1. to chase, to run after, to pursue, to follow after<br>2. to follow (a set order, a trend, etc.)<br>3. to drive out, to get rid of, to oust, to expel<br>4. to drive (e.g. a herd)<br>5. to be pressed (e.g. for time)",N3,92,すぐにでも サスケを<b>追わ</b>ねえと！,I have to go after Sasuke right away!,"E002, E003, E004, E005, E006, E007, E008, E009, E010, E011, E012, E013, E014, E015, E016, E017, E018, E019, E020, E021, E022, E023, E024, E025, E026, E027, E048, E052, E069, E070, E073, E078, E080, E083, E088, E092, E103, E110, E111, E112, E113, E114, E115, E119, E120, E123, E128, E130, E132, E134, E135",
